cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12	SESA	smiles	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	MolecularWeight	HBondAcceptorCount	HBondDonorCount	RotatableBondCount	Complexity	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	TPSA	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount	VanDerWaalsVolume	Charge	SASA	AtomStereoCount	BondStereoCount	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino	SolventExcludedVolume	VoidVolume	PackingDensity
16668	-0.9029312857486345	-0.45658038029342535	0.2521641277242093	1.0138223599506166	-0.7471560025641546	0.030198826447758505	-0.9111746889001981	-0.1896930176952364	-0.4799711201309632	0.16666580425815142	0.279384252436321	0.13606729822953847	183.157	COC1=CC=CC2=CC=CC=C21	60	1	-0.49611415540625864	0.12618034203420422	0.12618034203420422	0.49611415540625864	158.20000000000007	1	0	2	771.2473810312543	-1.5	85.64125999681374	2	0	0	0	1	0	0	9.23	0	0	0	2	2	0	0	0	0	0.09090909090909091	0.9417910162308151	0.3292534934878291	0.002217030387609175	0.33619887231656287	0.6675055152434394	0.025779373247163083	2.381453287993885	2.8484000000000007	50.50000000000003	12	151.732	0	209.93260643376667	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	155.998	4.265	0.973
17090	-0.17885808301538442	1.61039182868992	1.0805636349937426	0.04705914228528076	-0.03775428559784061	1.4658592626906646	-0.36590141491243244	0.6073229437216797	1.1930848532342162	0.013733491613244586	-0.546389458698202	0.7200527730792876	217.803	CC(CCC=C(C)C)C=C	58	0	-0.10281362783747308	0.057513384064901675	0.057513384064901675	0.10281362783747308	138.25400000000005	0	0	7	633.3244772645952	-0.52	89.93399299605106	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.6	0.9774839874175797	0.496253052560794	0.004314192795435085	0.21100960722732215	0.8861219822524437	0.2540602920757571	2.7170952085955054	3.5549000000000026	48.02600000000003	10	166.445	0	256.2194063492665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	178.745	12.300	0.931
17100	1.1294024206355227	1.1251670111993228	0.30892990905242407	0.7170497863369271	-0.9636372777134516	0.14710899160831506	0.10539426051448865	0.3318204488373388	0.1409317325269294	0.12331935594428989	0.39975192719042485	0.4472302554906089	209.763	CC1=CCC(CC1)C(C)(C)O	64	1	-0.39017057506874137	0.21084081819892891	0.21084081819892891	0.39017057506874137	154.25300000000016	1	1	5	676.9010643439059	-0.3	94.49866888502933	1	0	0	0	1	1	0	20.23	1	1	0	0	0	0	0	0	0	0.8	0.9677304248288292	0.42721040548278916	0.004224882512362151	0.2519877474414456	0.8987063402577111	0.2793207328853454	2.4258804001318315	2.5037000000000007	47.39580000000002	11	168.895	0	249.12319553972446	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	3	27	0	0	0	180.397	11.503	0.936
18950	1.523655420359595	0.7010016918588654	0.8323374424446336	-0.4567854465357463	0.1914833719297444	0.9665876862571823	-1.335059358893276	-0.8081110989376743	0.2755277573358775	-0.7535539689186387	-0.25870990631525903	-0.5918925022424383	190.330	C(C1C(C(C(C(O1)O)O)O)O)O	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8755318314102382	0.16049066758970176	0.001902972251815216	0.4831604414554591	0.7520024859207878	0.3963318609428086	2.2524904337806135	-3.2213999999999987	35.98599999999999	12	149.807	0	219.20028034451622	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	160.842	11.035	0.931
19089	-0.6636615043973423	-0.046905999978576696	0.7842511884964622	0.3363904764332224	-0.6637111344862111	0.047595229793377956	-0.9790017324262962	-0.41450256493573995	-0.34222017351414813	0.2613727263769087	0.3707090336118459	-0.03019807047496832	183.745	COCCC1=CC=CC=C1	54	1	-0.3843454194131367	0.06256179895300135	0.06256179895300135	0.3843454194131367	136.19400000000005	1	0	4	560.2353318335923	-0.8200000000000001	78.49942069420739	1	0	0	0	1	0	0	9.23	0	0	0	1	1	0	0	0	0	0.3333333333333333	0.9899356492936492	0.6361926855227211	0.007308974782780774	0.14151823295095642	0.9403764094747308	0.19251205659342155	2.636038936618576	1.8755	42.02200000000002	10	142.190	0	213.52530340303582	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	149.153	6.963	0.953
19212	2.02708661573156	2.0144332612096845	-0.6794452860898458	0.525810230478508	-0.46686418223407333	0.37116111720419126	0.2747929454456908	0.5762839076397949	-0.6310978721798094	0.5474942257972129	0.7000490342542189	-0.32970980756085083	482.517	CC(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)C(CCC(C)(C)O)O	188	6	-0.39283984698196794	0.21136622813142641	0.21136622813142641	0.39283984698196794	464.6429999999994	6	5	15	2439.4000510362694	-0.7900000000000003	259.8995625148838	4	0	0	0	6	5	0	118.22000000000001	4	4	0	0	0	0	3	0	3	0.8888888888888888	0.9911146837698325	0.6545928314889287	0.0006723839155354423	0.13301008839868153	0.9400717930069261	0.16839618198519937	4.8424271144603805	2.7391000000000023	125.14200000000007	33	443.912	0	552.3693333465349	10	0	1	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	15	36	0	0	0	481.877	37.964	0.921
19309	1.2991158734470833	0.21261461041119273	-0.39998075820581525	0.04930306539742675	-0.275533784488635	0.5003720648371148	0.09467429239268196	-0.13267436310374403	0.22695792070416015	0.007597086523546534	-0.056208737808775125	0.04226030031889267	154.635	CC1C(=O)C(=C(O1)C)O	50	3	-0.5019496330505867	0.29341078905273327	0.29341078905273327	0.5019496330505867	128.12699999999995	3	1	3	379.7022048426539	-0.99	64.26426275531551	1	0	0	1	3	1	0	46.53	1	0	1	0	0	0	0	0	0	0.5	0.9161118901953778	0.264023288519134	0.0030881893668203617	0.40092269160357097	0.6346562870322157	0.16311962315692055	2.0178815292148844	0.7637	30.88279999999999	9	116.372	0	179.33185797264602	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	5	3	0	0	0	0	122.352	5.980	0.951
19710	-0.9530928424558462	1.0481393541572668	0.18581239509911118	-0.0006165165766670078	0.4167005960276519	0.6080184592636493	-0.33445198062540155	-0.3036766862945545	-0.07899459577467464	0.3797579322099042	0.2118400720230388	-0.46459383691804507	156.355	COCCC(=O)OC	48	3	-0.46893246235667524	0.3073470165498058	0.3073470165498058	0.46893246235667524	118.13199999999993	3	0	5	314.4552910918339	-0.5700000000000001	62.637337046151664	0	0	0	0	3	0	0	35.53	0	0	0	0	0	0	0	0	0	0.8	0.985850290260983	0.5801475353692175	0.009008481441135252	0.1676281754131308	0.9105569957939893	0.23831907070070907	2.3030194686009966	0.19589999999999996	28.508999999999986	8	115.785	0	182.99792739963632	0	0	1	1	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	122.008	6.223	0.949
20421	0.059154948136919946	0.0042908507241367615	0.7197242371535221	0.4662984296260138	-0.8769607439236266	-0.02942286881712785	-0.3566152447921553	0.8460316733016798	-0.03129732797227702	0.13218522435814395	0.24930987560770088	0.605575174416239	204.880	CC1=CC(=C(C=C1)C(C)C)Cl	60	1	-0.08402053544487673	0.06413317977236344	0.06413317977236344	0.08402053544487673	168.66700000000012	0	0	4	607.6723138440991	-0.49000000000000005	91.45905430614657	1	0	0	0	0	0	0	0.0	0	0	0	1	1	0	0	0	0	0.4	0.9207959668628448	0.2544841175657205	0.001862396519804994	0.3900445966926332	0.7045449199962037	0.23217590278087133	2.4540337994522448	3.7718200000000026	50.278000000000034	11	163.526	0	231.75658566636022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.185	8.659	0.950
20824	0.39184723207515476	0.8922713112847966	-0.2852548242676827	-0.7987797904613382	0.04179358297025959	-0.5613727468155366	0.3704660181534001	0.341901405253342	-1.1411904418445236	0.5208820800712912	-0.17010993814868228	-0.200910702439657	382.555	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C	138	9	-0.48039881311352484	0.3273993847027013	0.3273993847027013	0.48039881311352484	378.4059999999998	7	3	7	1446.1102407058681	-2.55	178.62233200605834	3	2	0	2	8	3	0	124.01	2	0	2	1	1	0	0	2	2	0.4117647058823529	0.9393160050757438	0.29577426674191487	0.0005353607059636412	0.343053119222877	0.8526533775957827	0.3245298189627802	3.6700794398712695	0.4864999999999998	92.47730000000006	26	316.334	0	433.20299897972416	4	0	4	2	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	351.873	35.539	0.899
21648	-0.12852460877469263	0.14725713637954826	0.8935618160426188	-0.8231254328375983	0.9854275400159488	0.15482825977426204	0.5241348358312773	-0.24543911053401216	0.20151374262208288	0.4528814804943609	0.3750665557129957	0.24861865038486575	207.683	CC(=O)CCC1=CC=C(C=C1)O	64	2	-0.5079666452403971	0.29309207049632074	0.29309207049632074	0.5079666452403971	164.2040000000001	2	1	5	648.3917571177661	-1.31	88.79324368946412	1	0	0	0	2	1	0	37.3	0	0	0	1	1	0	0	0	0	0.3	0.9944439204193978	0.7172689444037246	0.005896548150297392	0.10526770226854103	0.9289038485209548	0.1153038745755168	3.044568914176291	1.9137999999999997	47.10880000000003	12	161.446	0	239.0137011481086	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	171.574	10.128	0.941
21671	0.9239460774058551	1.2658001198626	0.11001994195631087	0.7186953362002698	-1.1998006742682155	-0.045159133150044516	-0.06475508591455775	0.505890524162199	-0.039301884859922316	0.3752563418223123	0.28357915608479517	0.44619682314664716	200.506	CC1=CCC(CC1)C(C)C	58	0	-0.08532444770707237	0.05753415745518104	0.05753415745518104	0.08532444770707237	138.25400000000005	0	0	4	655.950561654494	-0.26	89.61776487470608	1	0	0	0	0	0	0	0.0	1	1	0	0	0	0	0	0	0	0.8	0.9606416890099735	0.38519480183121607	0.004480769002619474	0.27779047020383035	0.8607086671761915	0.3086168133355817	2.3125643601862063	3.3888000000000025	45.93600000000002	10	161.111	0	241.74972466559976	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	171.963	10.851	0.937
22503	-0.711592344575993	-0.3327726036747383	0.30638292013131235	1.5767611756805204	-0.31974443305915495	0.13580917427374115	-0.8528394830105055	0.14184248236869496	0.02823369736223852	0.22613675966788552	0.5103163283431993	0.4254123006226395	187.538	COC1=CC(=C(C=C1Cl)Cl)Cl	60	4	-0.49514201149050097	0.13854169052451143	0.13854169052451143	0.49514201149050097	211.47500000000005	1	0	2	402.0060789754278	-0.11000000000000021	86.84454164488452	1	0	0	0	1	0	0	9.23	0	0	0	1	1	0	0	0	0	0.14285714285714285	0.9476721574519443	0.3473384913951082	0.0013907051183872474	0.3192451753595929	0.6829936438362282	0.045700628299135626	2.698622003477338	3.655400000000001	48.024000000000015	11	150.904	0	182.25307058118463	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	156.932	6.028	0.962
22812	-1.6832653837864904	0.034447392119666326	-0.3177674432615873	-0.586556037208802	0.008010850695041252	-0.27066583360683155	0.08375241019759978	0.4223574397826802	0.7300400385230422	-0.0759333424895719	0.6506052876051177	0.9330513287824579	199.976	CC(=O)OC1=C(C=C(C=C1)Cl)Cl	64	4	-0.4251283254872111	0.3075752473721335	0.3075752473721335	0.4251283254872111	205.04000000000005	2	0	2	484.28425385772715	-0.73	88.47271013261101	1	0	0	0	2	0	0	26.3	0	0	0	1	1	0	0	0	0	0.125	0.972877177360354	0.4599800521856531	0.002386098837796959	0.23132228118222922	0.84441937499314	0.10280890605910856	2.782777626383541	2.918700000000001	47.77100000000002	12	156.629	0	205.95092225824837	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	165.975	9.346	0.944
26305	1.1810694561570667	-0.5835489500609968	-0.9436683082257363	0.007137849395863993	-0.6889214580803283	0.2538807700448649	0.020430434886511747	-0.04557913956606129	0.5210154410016931	0.07327484534304968	-0.04536077248645276	0.25582244695421713	259.245	CC(C)(C1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O	94	4	-0.4866673661956376	0.3356925253663934	0.3356925253663934	0.4866673661956376	246.26200000000009	4	1	4	1165.6191372051737	-1.81	123.56232223591827	3	0	0	2	4	1	0	59.67	1	0	1	2	1	1	0	0	0	0.35714285714285715	0.9936493990851639	0.7001736559220063	0.0028381910637558265	0.11252053900374308	0.9252924545249093	0.09725385678860064	3.462352322671677	1.8673999999999995	66.90180000000002	18	215.953	0	290.27065720624734	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	27	1	0	0	227.025	11.071	0.951
26945	-0.1517472592398136	0.9482741411685097	0.9604930907372308	-0.3104940838240469	1.0170478833585783	0.7043995973124284	0.6927805309327889	0.33796478056476253	0.08901891814696349	0.2571908713035069	-0.29575401475549273	0.13333978894660498	599.410	CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Fe+2]	220	9	-0.657364532966481	2.0	0.657364532966481	2.0	616.4990000000016	6	2	12	3232.6341231268475	-4.46051948051948	305.17466158801574	5	0	8	5	8	2	0	128.58	2	0	2	3	0	3	0	0	0	0.23529411764705882	0.8827988192177679	0.21232085534811296	0.00010034725281903012	0.4697512584205759	0.6034459757914024	0.13312840962439515	4.639504520724512	6.455140000000007	165.6975999999997	43	527.614	0	689.5204194157302	0	0	2	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	2	0	0	0	0	0	569.676	42.062	0.926
26955	-0.11536544710308251	1.9988902849529058	-0.27898941235047925	0.38436225634970067	-0.08859553266009257	-0.20263335324428622	1.220872603400255	0.9605122348139882	0.03380912069003934	-0.6055209412191158	-0.42199666506198313	-0.15261920664457831	248.211	CC1=C(C(CCC1)(C)C)C=CC(=O)C	78	1	-0.2951807665268281	0.15212328706486747	0.15212328706486747	0.2951807665268281	192.30200000000016	1	0	6	902.0753403950475	-0.8500000000000001	114.99445128609105	1	0	0	0	1	0	0	17.07	1	1	0	0	0	0	0	0	0	0.6153846153846154	0.9556359329484232	0.362001909565436	0.0018501760669665716	0.29455044331624586	0.7940650559194103	0.24539535924527456	2.8129630173560862	3.6582000000000026	60.15300000000004	14	205.923	0	292.22977033379226	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	218.237	12.313	0.944
27582	0.495339177246988	-0.45438860484725563	1.404690063529599	0.0025756225918848936	-0.4689249633984024	-0.25801330618599366	-0.06675245112208066	0.3541118290830282	-0.09261595092870548	-0.1569049738182228	0.37296914685339305	0.41523734670239304	166.405	C1=CC(=C(C(=C1O)Cl)Cl)Cl	54	4	-0.5063360989163133	0.29317549304618634	0.29317549304618634	0.5063360989163133	197.44800000000004	1	1	1	326.4630927223895	-0.10999999999999999	77.43701731096867	1	0	0	0	1	1	0	20.23	0	0	0	1	1	0	0	0	0	0.0	0.9357980367633554	0.3152363880511097	0.0016165657806193506	0.3525365717054753	0.6474634282999253	1.4828873725810217e-11	2.398736108130281	3.3524000000000007	43.13680000000001	10	133.612	0	156.41937520249485	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.554	4.943	0.964
28659	-0.8693015739836109	1.1099913127477452	-0.02227839066737819	0.2221394757182368	0.08062647990305337	0.24587678246020184	-0.21245552430990353	0.2236411480590906	-0.21195513047708767	0.48750711675839975	0.183823271213551	-0.23957819381651166	143.141	CC(C(=O)OC)Cl	42	3	-0.4679204227179384	0.32297127555048244	0.32297127555048244	0.4679204227179384	122.55099999999997	2	0	3	228.82474393448558	-0.24000000000000005	57.247204428626404	0	0	0	0	2	0	0	26.3	0	0	0	0	0	0	0	0	0	0.75	0.9191078764143582	0.24460817305120824	0.006080933954240789	0.3940059790321573	0.9331041129294076	0.3496960313117088	1.9229302865459652	0.7867	27.330999999999992	7	104.865	0	157.8820037952735	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	110.512	5.647	0.949
30479	0.279423821610821	0.4692993931555661	0.23802433477473975	0.0034894832982209872	-0.7711364816069441	0.6416748900164462	-0.17456917175799894	0.47465158307860295	0.014537387959940138	0.15012819901713503	-0.16663976458694782	0.05635034427290084	231.040	CC(C)(C)C1=NN=C(N(C1=O)N)SC	78	6	-0.3339599872840598	0.29465358329853397	0.29465358329853397	0.3339599872840598	214.29400000000015	6	1	3	737.9580253092176	-1.04	106.47384179880231	1	0	0	1	5	2	0	73.8	0	0	0	1	0	1	0	0	0	0.625	0.976348924943188	0.48648194363398783	0.002455660071332348	0.2162007788197834	0.8531835228268912	0.21776991174489535	2.785537759315758	0.3715000000000003	56.923400000000015	14	190.120	0	261.5484276717686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	200.665	10.545	0.947
30553	-1.0680485306997811	-0.6491210637461455	-0.9906379808399144	-0.3064179511476839	-0.047788819537650976	-0.029446072851340696	-0.05655560008800567	-0.17895697003883043	-0.6925106613194325	0.08633226790611878	0.016708445928435883	-0.3631348725044743	211.651	COC(=O)C1=CC2=CC=CC=C2OC1=O	76	4	-0.4652249665089228	0.35051898330782927	0.35051898330782927	0.4652249665089228	204.18100000000004	4	0	2	882.6864273607937	-2.1	96.3241221349713	2	0	0	1	4	0	0	56.51	0	0	0	2	1	1	0	0	0	0.09090909090909091	0.9863075430158545	0.5866908918610114	0.0029492548544396333	0.1649164351725693	0.8369891731186663	0.01727378757109532	2.904497027903368	1.5796000000000001	53.82350000000001	15	171.335	0	228.23126877476966	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	3	0	1	0	0	176.529	5.195	0.971
31211	-0.9944762240780768	-0.4050991912442652	0.26855730803957334	0.7946024222451283	1.6859669749052009	0.28483448441709086	-0.025419266116902994	-0.7265358078255	0.023045152024084498	1.05093637793159	0.7232930643416178	0.40850564449873444	238.989	CC(=O)CCC1=CC(=C(C=C1)O)OC	76	3	-0.5042546045039152	0.29329374159579724	0.29329374159579724	0.5042546045039152	194.2300000000001	3	1	7	778.4531525258419	-1.51	103.08167203370324	1	0	0	0	3	1	0	46.53	0	0	0	1	1	0	0	0	0	0.36363636363636365	0.9566480174956578	0.3652292538067767	0.001916771922937402	0.2912465804462392	0.8553138397669268	0.2315512226904956	2.9096819392262976	1.9223999999999997	53.66080000000004	14	186.800	0	268.2179159065562	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	3	0	0	0	0	197.465	10.664	0.946
31229	-1.7471860722026098	0.3203039835619028	-0.5270853109289146	-0.9969455736822481	-0.2710562882152507	-0.24284614147312225	0.1388151449594643	-0.0010416289152915083	0.5254224764996965	-0.07561043734013531	0.23845529359606432	0.34061276785661077	168.776	CC(=O)OC1=CC=CC=C1	52	2	-0.42673393771714485	0.30752393768931896	0.30752393768931896	0.42673393771714485	136.15000000000006	2	0	2	477.7940288620541	-1.31	70.67611867918332	1	0	0	0	2	0	0	26.3	0	0	0	1	1	0	0	0	0	0.125	0.9808453626387079	0.5299520885311415	0.007075063034587552	0.19478802476061438	0.9411341302692519	0.10238244123673779	2.314453009521923	1.6118999999999999	37.75100000000001	10	128.279	0	189.50414600529191	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	133.921	5.642	0.958
