cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12	SESA	smiles	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	MolecularWeight	HBondAcceptorCount	HBondDonorCount	RotatableBondCount	Complexity	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	TPSA	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount	VanDerWaalsVolume	Charge	SASA	AtomStereoCount	BondStereoCount	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino	SolventExcludedVolume	VoidVolume	PackingDensity
521184	-1.479683873694264	-0.15254055270925476	-0.036967908770853763	-0.10687458263133504	-0.17107465367697233	-0.6138927299163148	-0.08306278342131043	-0.2589867427097777	-0.6621632729803975	0.10605139305107691	0.23134501285425788	-0.5002007857076292	170.033	COC(=O)C1=CC(=CC=C1)F	58	3	-0.46541628062022344	0.33744844333886703	0.33744844333886703	0.46541628062022344	154.14000000000004	2	0	2	482.14254440765086	-1.3800000000000001	73.43668358194172	1	0	0	0	2	0	0	26.3	0	0	0	1	1	0	0	0	0	0.125	0.9726109031007447	0.46422612692458026	0.003407337152883684	0.23243930642116836	0.7709672258661396	0.03248698674758567	2.515170820653579	1.6122999999999998	37.739500000000014	11	133.209	0	185.27939313479908	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	137.242	4.034	0.971
522000	-1.6776414544168088	0.40867899891956566	-0.2966519642297207	-0.7203579491186866	-0.06082378857647397	-0.21237525862729853	0.05273592830682281	0.2795864363651795	0.569344892210956	-0.02262020171044339	0.6239594485238545	0.803615809573671	211.460	CC(=O)OC1=C(C(=C(C=C1)Cl)Cl)Cl	70	5	-0.42506995004918036	0.307576114929137	0.307576114929137	0.42506995004918036	239.48500000000004	2	0	2	485.4295008854538	-0.44	97.37100585932487	1	0	0	0	2	0	0	26.3	0	0	0	1	1	0	0	0	0	0.125	0.9587588856441787	0.377966752109686	0.0015282653939610793	0.2842206874918376	0.7858598322216618	0.10386335061074438	2.7963065260357856	3.5721000000000007	52.78100000000002	13	170.437	0	210.7248618112294	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	180.245	9.808	0.946
577969	-2.2420930840837485	-0.04548476877712974	-0.8863108159530843	-0.5864298474534989	0.08183761039365968	-0.4111328394021097	0.16808148944168225	-0.1736251471315855	0.3633422578603193	0.02415910429889113	0.3792413382220296	0.18643027025633038	225.417	CC(=O)OC1=CC=CC(=C1)C(=O)OC	74	4	-0.4654158782506639	0.33748144270787855	0.33748144270787855	0.4654158782506639	194.18600000000006	4	0	4	690.5950935055315	-1.8399999999999999	95.49101123786278	1	0	0	0	4	0	0	52.60000000000001	0	0	0	1	1	0	0	0	0	0.2	0.9707776342013359	0.44592646637049493	0.002038736602103893	0.2399808011788802	0.8226555386627753	0.07015900733993943	2.9883232946080143	1.3985	49.09050000000003	14	173.450	0	247.82135977111307	0	0	2	2	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	181.354	7.904	0.956
578495	-2.0982776690260043	0.4072345050946027	-0.8013689230182767	-0.5161258681935443	0.15308029007150648	-0.25343266073973475	0.19389070409384343	-0.16770813153442418	0.36336163155458	0.028274433445024925	0.47631194230845475	0.26409208545094764	221.129	CC(=O)OC1=CC=C(C=C1)C(=O)OC	74	4	-0.46541749761421064	0.33734606000446427	0.33734606000446427	0.46541749761421064	194.18600000000006	4	0	4	661.3450935055316	-1.8399999999999999	95.49101123786278	1	0	0	0	4	0	0	52.60000000000001	0	0	0	1	1	0	0	0	0	0.2	0.9944274590925882	0.7181221377167581	0.0046658882494116935	0.10542309330814952	0.956986392042983	0.0693856759492131	3.214262415260716	1.3985	49.09050000000003	14	173.530	0	248.99598725496037	0	0	2	2	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	181.403	7.873	0.957
579331	-1.0751871281693068	0.1541204464272501	0.8465199334724582	-1.1239082115307781	-0.320323514278001	-0.5334187683389323	-0.3482023303358605	-0.6265360619130393	-0.8386244115678952	0.17603003652973226	0.5103929484686657	-0.45103481881609503	246.302	C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2F	86	3	-0.4571466304804157	0.34095689987361805	0.34095689987361805	0.4571466304804157	230.23800000000006	2	0	3	947.7478821621005	-2.1599999999999993	114.11365978867698	2	0	0	0	2	0	0	26.3	0	0	0	2	2	0	0	0	0	0.07142857142857142	0.9798070698928986	0.5189915296184154	0.002021595876671402	0.1999452569777355	0.9265413691325018	0.2447154904388381	3.2535501902179367	3.1827000000000014	61.96150000000003	17	204.074	0	281.8381360759022	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	212.905	8.831	0.959
584904	-1.5986406596555611	0.09085254244754991	0.2335327120403067	0.08782822226241356	0.2215934498477015	-0.2854045033428741	-0.712080362081899	-0.9343987657848043	-0.8833205429759836	0.7692275382876428	0.7040607158921244	-0.19394115356329714	271.970	COC1=CC=CC=C1C(=O)OCC2=CC=CC=C2	92	3	-0.4958555073100322	0.3417540491454127	0.3417540491454127	0.4958555073100322	242.2740000000001	3	0	5	1079.2619979030837	-2.2899999999999996	125.64152323015769	2	0	0	0	3	0	0	35.53	0	0	0	2	2	0	0	0	0	0.13333333333333333	0.9882863684795851	0.6108497327964818	0.0018642272744189435	0.15261079213946138	0.903429282798623	0.14349497812255693	3.6707297744974716	3.052200000000002	68.55550000000004	18	224.225	0	308.1143589314032	0	0	1	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	6	0	0	0	0	233.157	8.932	0.962
592453	-0.28887513513019	-0.6294401196972806	-0.4799496279611158	1.244670837772535	-0.647570412453578	-0.05717099030726107	-0.8103338687115003	-0.16808216870396672	0.17791041713024572	0.20880381959598687	-0.011989149246661375	0.08518366439154468	170.654	COC1=CC2=C(C=C1)OCO2	58	3	-0.49661983227351825	0.23080373896621278	0.23080373896621278	0.49661983227351825	152.14900000000006	3	0	2	538.0211876804501	-1.3800000000000001	75.73585588462406	2	0	0	1	3	0	0	27.69	1	0	1	1	1	0	0	0	0	0.25	0.9874665643119865	0.6006152625143509	0.005973054867084618	0.15782833828524398	0.8517031103871923	0.06395981243073817	2.442593669457883	1.4238999999999997	39.11700000000001	11	133.364	0	188.53722251638433	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	137.434	4.070	0.970
595377	-1.890215187802621	0.1690571460570587	0.012587727694438555	1.0099529166724486	0.32530197793187327	-0.7758903377378039	0.09043322830911198	-0.2594703601466847	-0.5245458504930952	-0.2494835302527976	-0.5944122616211228	-0.6846062018600655	228.347	COC1=CC=CC=C1C=CC(=O)OC	74	3	-0.4961371454060346	0.3299873913020068	0.3299873913020068	0.4961371454060346	192.21400000000008	3	0	5	761.400892443521	-1.77	99.81476922036698	1	0	0	0	3	0	0	35.53	0	0	0	1	1	0	0	0	0	0.18181818181818182	0.9822924123684945	0.5429039522286527	0.0022177092880136928	0.18735425429726366	0.8159573975426692	0.0266350576553395	3.1990159630283395	1.8813999999999997	54.044000000000025	14	180.835	0	251.90689800842281	0	1	1	1	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	6	0	0	0	0	187.407	6.572	0.965
596339	0.2681064016958144	-1.1174257070396054	-0.11287765039607202	-0.43733440574616533	-0.9855295036403501	0.3453733804284117	-0.08419359626444652	0.4462615401319126	-0.20324710156232556	-0.3276504836958062	-0.16886830152684623	-0.25950962887503853	164.131	C1=CC2=C(C=CC(=O)O2)C=C1F	60	3	-0.42272581058078207	0.3356903558826217	0.3356903558826217	0.42272581058078207	164.13500000000002	2	0	0	694.3164085559046	-1.64	74.26979447905026	2	0	0	1	2	0	0	30.21	0	0	0	2	1	1	0	0	0	0.0	0.9855113255638573	0.5774733862794652	0.004786230441953261	0.16960963175883836	0.8303903682426231	1.3204630694666126e-11	2.4964248318384823	1.9321	42.44200000000001	12	131.693	0	171.72773070455293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	135.152	3.458	0.974
607716	-1.9172556596249535	0.3439506021030978	-0.47805568869291953	-1.2095306317645214	-0.3049792385317404	-0.414411354436292	0.18962546988539922	-0.09578052628400015	0.4187766118798262	-0.012012129940201116	0.4215678790695694	0.304404432944479	263.447	CC(=O)OC1=CC=C(C=C1)C(=O)C2=CC=CC=C2	90	3	-0.4267331493169086	0.307523943140958	0.307523943140958	0.4267331493169086	240.25800000000007	3	0	4	1031.7308734819878	-2.4199999999999995	121.87955910035893	2	0	0	0	3	0	0	43.370000000000005	0	0	0	2	2	0	0	0	0	0.06666666666666667	0.9911760156073974	0.6545202199390168	0.0021926265612507104	0.13255227679917192	0.9169536202068023	0.08154389305508385	3.668330130172	2.842900000000001	67.62550000000003	18	218.641	0	299.7435554543543	0	0	2	2	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	228.279	9.638	0.958
607798	-0.3457706135828196	-0.5224695000600712	1.355765405056806	0.4075931674240347	-1.0380617733784219	-0.6262713998926983	-0.03182478842749555	0.43324036839792307	0.0018145408388916672	-1.0155774328773999	-0.8740780516384355	-0.3912392248746872	220.046	C1=CC=C(C=C1)C=CC2=CC(=CC=C2)F	74	1	-0.2069892882294272	0.1233044475960491	0.1233044475960491	0.2069892882294272	198.24000000000007	0	0	2	828.8312172156878	-1.8899999999999995	104.14898942694208	2	0	0	0	0	0	0	0.0	0	0	0	2	2	0	0	0	0	0.0	0.9956258095284427	0.7458964176702227	0.0038124643704090396	0.09343044151042605	0.9065695585277079	9.619767254803617e-11	3.5830908839547173	3.996100000000002	61.770000000000024	15	186.459	0	250.0099116203206	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.967	5.508	0.971
610875	-1.1656174053361354	-0.6272326057981275	0.37270826383085914	1.6740205546199638	-0.546455768451478	-0.42830456827863017	-0.5521599224226166	0.06612897666831449	0.10516515796878163	-0.6544132558740382	-0.8482498343854316	-0.40349096904067006	251.974	COC1=CC=CC(=C1)C=CC2=CC=CC=C2	80	1	-0.4967458541699064	0.1189561962718652	0.1189561962718652	0.4967458541699064	210.2760000000001	1	0	4	1039.7144387483336	-2.0199999999999996	115.67685286842277	2	0	0	0	1	0	0	9.23	0	0	0	2	2	0	0	0	0	0.06666666666666667	0.99335191069876	0.6943584319592263	0.002697058696917375	0.11511725114474704	0.8860641211200583	0.009862566776210694	3.685110760902544	3.8656000000000024	68.36400000000003	16	207.014	0	277.4181000575586	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	213.321	6.308	0.970
611808	-0.37810835835608286	-0.5476049005934751	1.4104414499994036	0.44755540977373104	-1.0479395441028696	-0.7257776959472957	-0.08400973688058215	0.6087129857251844	0.11796945777358155	-1.013818921953149	-0.6939330922315419	-0.07031803975009375	233.107	C1=CC=C(C=C1)C=CC2=CC(=CC=C2)Cl	74	1	-0.08432176680170494	0.06447629976011976	0.06447629976011976	0.08432176680170494	214.69500000000008	0	0	2	828.8312172156878	-1.5299999999999994	110.2867202508975	2	0	0	0	0	0	0	0.0	0	0	0	2	2	0	0	0	0	0.0	0.9949375539205902	0.728812511173485	0.002988982884406902	0.10049509340516215	0.8995049068115225	5.002865364420664e-10	3.7347080697581374	4.510400000000002	66.82200000000003	15	195.427	0	251.31781948776975	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.545	6.119	0.970
615442	0.11000967618929373	-1.4876890081517355	-0.15383503076936686	-0.8126250332098901	-1.3046307510901374	0.4220125632169235	-0.20159423310223568	0.8014160548906348	-0.44376618951562746	-0.4342888176497259	-0.15864170919518925	-0.23765328565408306	208.882	C1=CC=C2C(=C1)C(=O)C3=C(O2)C=C(C=C3)Cl	78	3	-0.45576189621398555	0.20002401368039568	0.20002401368039568	0.45576189621398555	230.65000000000003	2	0	0	993.5054699828711	-1.7999999999999998	105.89913083507652	3	0	0	1	2	0	0	30.21	0	0	0	3	2	1	0	0	0	0.0	0.9862455745382834	0.5860991405407573	0.0022669093781252357	0.16528661985669435	0.8347133801446925	2.5758250023082785e-12	3.10782123184662	3.5996000000000015	65.00000000000001	16	183.384	0	227.5220066517875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.845	5.461	0.971
622751	-1.7443698753541976	-1.3701622940139149	-2.3576284238271765	-0.5926169074165036	-0.005209514791718956	1.3972688092184742	0.020419328600030914	0.7743514868517319	0.31354474666354226	-0.0420889776263216	-0.10936932777267039	-0.23055205134693305	318.035	CC(=O)OC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=C(C=C3)OC	116	5	-0.49676778655283643	0.3075261461522712	0.3075261461522712	0.49676778655283643	310.3049999999998	5	0	5	1490.4221687860809	-3.0799999999999996	151.28952668594567	3	0	0	1	5	0	0	65.74000000000001	0	0	0	3	2	1	0	0	0	0.1111111111111111	0.987201935340478	0.5966115201972907	0.0009543019702233069	0.15947519825983772	0.8630876942426866	0.02860244924247272	4.299120415963211	3.393900000000002	85.78100000000003	23	267.916	0	352.741958372544	0	0	1	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	279.493	11.576	0.959
625694	-1.7653028091608765	-0.006768685973411549	-0.3086026903577735	-0.51000655745317	0.022732684039763185	-0.29599397194068094	0.02453904814224253	0.43955192712460706	0.766833514786458	-0.06248607741014713	0.7872144083404343	1.1154348885731389	307.281	CC(=O)OC1=C(C=CC(=C1)Cl)OC2=C(C=C(C=C2)Cl)Cl	104	6	-0.45186969946481625	0.3076577510557644	0.3076577510557644	0.45186969946481625	331.5819999999998	3	0	4	995.343337749775	-1.4199999999999995	143.16152729556703	2	0	0	0	3	0	0	35.53	0	0	0	2	2	0	0	0	0	0.07142857142857142	0.9541201021043346	0.35381778008335424	0.0006779017261654624	0.2994241652913374	0.8141807232647266	0.19542272305720632	3.575485699409363	5.3644000000000025	79.29700000000003	20	249.546	0	319.23607477902635	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	269.695	20.149	0.925
627458	-0.9082481905381484	-0.713339949961731	0.4418200046592918	1.562579816410529	-0.5069172126357515	-0.15879389892875143	-1.0218593945104866	0.18800683874959756	0.00388678288946242	0.14267595505489172	0.6652296044847651	0.7104786605238399	280.304	COC1=C(C=CC(=C1)Cl)OC2=C(C=C(C=C2)Cl)Cl	94	5	-0.4927890511334686	0.16895112378608082	0.16895112378608082	0.4927890511334686	303.57199999999983	2	0	4	901.952418023046	-1.0899999999999994	132.63506308112665	2	0	0	0	2	0	0	18.46	0	0	0	2	2	0	0	0	0	0.07692307692307693	0.9776588430444788	0.499224542849665	0.001198350736704546	0.21019797005901614	0.9127523426084088	0.23195042862263604	3.559543517420249	5.447700000000002	74.54000000000003	18	230.476	0	289.79652758995366	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	245.435	14.959	0.939
637540	-0.2207605759821729	-0.07654078765127961	1.1056036279510177	-0.42770416977751724	0.5863275498973727	-0.9022563365353026	1.1774008557205269	0.16819853711918528	-0.38126251393948074	-0.38700716527978424	-0.5541082190778522	-0.5693135085079005	184.944	C1=CC=C(C(=C1)C=CC(=O)O)O	62	3	-0.5073345137608306	0.3278234995405217	0.3278234995405217	0.5073345137608306	164.16000000000005	3	2	3	597.5908356321365	-1.7699999999999998	80.99972055253528	1	0	0	0	3	2	0	57.53	0	0	0	1	1	0	0	0	0	0.0	0.9863230902977544	0.5870177037906259	0.003947704254662277	0.164823425354188	0.8353278153591537	0.0011903928839657341	2.79659416655971	1.4899999999999995	44.77660000000001	12	147.029	0	199.5463300565323	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	151.834	4.805	0.968
637541	-0.26903089166288446	-0.4412602627688174	1.1267997674615857	-0.18879712390319725	0.8552876970143862	-1.0091447966226907	1.3510708894472174	0.29640105762725616	-0.11022874770788327	-0.5865594160423713	-0.8101205437866476	-0.5678933291178699	186.114	C1=CC(=CC(=C1)O)C=CC(=O)O	62	3	-0.5079442741939237	0.3278212027391188	0.3278212027391188	0.5079442741939237	164.16000000000005	3	2	3	597.5908356321365	-1.7699999999999996	80.99972055253528	1	0	0	0	3	2	0	57.53	0	0	0	1	1	0	0	0	0	0.0	0.9740252726638449	0.4742796953895995	0.002796347788526158	0.22643932567494238	0.7750488763362013	0.013428059222518472	2.7316237144218363	1.4899999999999995	44.77660000000001	12	147.629	0	205.43579891867736	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	153.325	5.695	0.963
637542	-0.08641787737050788	-0.08327156756814115	1.2064927099529712	-0.11761701307057053	0.9997629930033524	-0.8512899834515203	1.4287803717225547	0.29088225208796925	-0.040975353127205016	-0.6424221627710356	-0.7799353545467071	-0.5167252179219545	192.316	C1=CC(=CC=C1C=CC(=O)O)O	62	3	-0.5079662507795569	0.32782118481951544	0.32782118481951544	0.5079662507795569	164.16000000000005	3	2	3	568.3408356321365	-1.7699999999999998	80.99972055253528	1	0	0	0	3	2	0	57.53	0	0	0	1	1	0	0	0	0	0.0	0.9958909087347926	0.7528900304658681	0.0064507344502637695	0.09056101754833079	0.9107495589430475	0.0137315272794284	3.0827111384157653	1.4899999999999995	44.77660000000001	12	147.516	0	205.61616595991046	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	152.870	5.354	0.965
637566	0.030346350397085945	1.405004398525479	1.350166526898078	-0.16598247808101532	0.40679923323124934	1.6090076782651535	-0.33675584978746675	0.2403825221495214	1.2585384454743764	-0.3034578749327417	-0.5656336441403732	0.4870616580597529	226.473	CC(=CCCC(=CCO)C)C	64	1	-0.3922973699172159	0.21049878284230902	0.21049878284230902	0.3922973699172159	154.25300000000016	1	1	8	654.2260726955808	-0.56	94.81489700637432	0	0	0	0	1	1	0	20.23	0	0	0	0	0	0	0	0	0	0.6	0.9703274051319181	0.4424423194307307	0.002756066350103148	0.2417948031905535	0.8327248585168788	0.21250934107316324	2.898741040769864	2.671400000000001	49.50780000000003	11	175.394	0	267.11537010469226	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	186.875	11.481	0.939
637775	-0.9519127611800752	-0.07403259782345002	0.20172055989255408	1.5549642358365217	1.6540302071049446	-0.3425076479747912	0.8111277049318683	-0.045707249811860716	-0.20323020197641958	-0.045612215869378636	-0.4120618786748747	-0.3487566727605736	251.456	COC1=CC(=CC(=C1O)OC)C=CC(=O)O	86	5	-0.5016992098707758	0.3278212209588248	0.3278212209588248	0.5016992098707758	224.21200000000007	5	2	7	753.6168782420718	-2.17	109.57657724101351	1	0	0	0	5	2	0	75.99	0	0	0	1	1	0	0	0	0	0.18181818181818182	0.9581629222300542	0.3864568772671882	0.0009934961874857075	0.28622336463601855	0.7164317522696602	0.027563357257724932	3.3543658437037713	1.5071999999999999	57.88060000000002	16	198.541	0	270.66194311018904	0	1	1	0	0	1	2	0	0	1	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	206.382	7.841	0.962
