cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12	SESA	MolecularWeight	smiles	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	AtomStereoCount	BondStereoCount	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount_2	VanDerWaalsVolume	SASA	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino	SolventExcludedVolume	VoidVolume	PackingDensity
155240	1.0357800044483843	2.3365207157975147	-1.32787337945096	-0.46435424144518167	0.44705847719410785	1.3879521272211381	1.910551449057384	0.9098104851612212	-1.8752718909045805	-1.2152757212689511	0.70636107973698	-0.018575848835805008	232.313	196.2	CC(=O)OCCC1=CC(=C(C=C1)O)O	66.8	193	0	2	4	4	14	0	0	76	4	-0.5042598930441967	0.3021342050869285	0.3021342050869285	0.5042598930441967	-1.71	98.78769292929425	1	0	0	0	4	2	0	0	0	0	1	1	0	0	0	0	0.3	0.971204931943133	0.4516644437006633	0.0023105096281043442	0.23824562990605808	0.9220369031186123	0.27708258291455884	3.036661287871903	1.2033999999999998	50.10860000000003	14	179.295	264.0778646327422	1	1	0	2	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	190.307	11.013	0.942
176096	0.877423633269066	2.3549536347756694	-0.277174232804084	1.7671280646847551	0.0256673000915272	2.205094297410093	0.6424143709137364	1.1100523984972601	0.4096358588404557	0.3072727744393509	-2.727017236002054	2.531489405080567	348.245	304.34	COC1=CC(=CC(=C1O)OC)CCC2=CC(=C(C=C2)O)OC	68.2	310	0	2	5	6	22	0	0	118	5	-0.5042546045040497	0.2934299852814115	0.2934299852814115	0.5042546045040497	-2.56	157.51506161006736	2	0	0	0	5	2	0	0	0	0	2	2	0	0	0	0	0.29411764705882354	0.9604759783685486	0.3850908480155049	0.0008903487378043991	0.2783628836195287	0.8788569227962214	0.2583517680915482	3.5450683139336756	2.908800000000001	83.27760000000004	22	279.631	403.13988860398194	0	0	0	2	3	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	304.174	24.543	0.919
220295	0.12480216181164885	0.14849897616703175	0.2560151818491986	-0.7790681312345988	-1.0965472404687047	0.906839150083643	3.12964656859878	-1.8466370906706182	0.3164386882382629	1.526238599905213	0.9047264722717722	1.2835301029695407	229.096	214.22	C1=CC=C(C(=C1)C(=O)C2=CC=C(C=C2)O)O	57.5	244	0	2	3	2	16	0	0	80	3	-0.5079662129521548	0.2931291525878923	0.2931291525878923	0.5079662129521548	-2.29	106.82647456232596	2	0	0	0	3	2	0	0	0	0	2	2	0	0	0	0	0.0	0.9827740667530651	0.5454579463203989	0.0022127762531647423	0.18481107574396613	0.8539464296895996	0.0998016638906037	3.1522477698086497	2.328800000000001	59.646100000000025	16	189.846	253.56919780681835	1	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.591	6.745	0.966
238398	-0.5988397077617742	-1.496391945935342	-2.5958560183447914	-0.4821742583327584	-0.30252517023786096	1.8426657080004258	0.7553079639200148	1.0620198689141653	0.8861512730721117	-1.0964709449778305	1.8911842309270457	1.001114933018227	149.410	140.1	CC(C)C(=O)C(F)(F)F	17.1	114	0	0	4	1	9	0	0	54	4	-0.2892908912085021	0.4497460490604494	0.2892908912085021	0.4497460490604494	-0.54	60.691941295413166	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.8	0.9042953749220791	0.20441996828539175	0.004185223032233337	0.4269073375974419	0.8493118572570774	0.3654822290169629	1.9650529446049396	1.7738	25.89999999999999	9	112.530	163.96612689556915	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	118.405	5.874	0.950
440735	-1.36616935362344	0.12461229687132994	0.36777135552792173	1.8496866207044331	-0.8384349207145319	-2.2780327183896474	0.5747633373801192	-0.6408183889187011	-1.117314333997622	-0.39455068369948243	3.7605315617861157	-0.5373127734929367	278.913	288.25	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O	107.0	400	0	4	6	1	21	1	0	108	6	-0.5076785670448518	0.2932938005573878	0.2932938005573878	0.5076785670448518	-2.8899999999999997	136.235821888079	3	0	0	1	6	4	0	1	0	1	2	2	0	0	0	0	0.13333333333333333	0.9844552623852246	0.5649795586676799	0.001157457019585762	0.17563552135612692	0.8320743803329286	0.03169310512309614	3.7754569230751014	2.2155000000000022	71.8597	21	237.365	310.47053992528583	1	1	0	4	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	3	3	0	0	0	0	247.788	10.423	0.958
689075	0.2947891280442775	-0.3153605301042728	-0.13571064245650893	1.1573884357178819	2.0494832836196677	1.8930890128800606	-0.9308284882045982	0.8410128366939718	-2.5996317353135616	0.25926138579778113	0.8452122823850702	-0.6708055565171591	217.753	194.18	COC(=O)C=CC1=CC(=C(C=C1)O)O	66.8	224	0	2	4	3	14	0	1	74	4	-0.504259631901577	0.329985093619609	0.329985093619609	0.504259631901577	-1.9699999999999998	95.2881488967744	1	0	0	0	4	2	0	0	0	0	1	1	0	0	0	0	0.1	0.9946474001299138	0.7220031895824602	0.0038220173154520118	0.10332738947057213	0.8981102697100962	0.014419581137900298	3.423401647527251	1.2839999999999998	50.821600000000025	14	172.852	238.66668503927636	1	1	0	2	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	179.200	6.348	0.965
5280441	0.12521659043399397	2.027371542394154	4.613363047392141	-2.729160173721518	-1.2489561979197743	-0.8218652861469474	1.4009063309081307	-1.1749630411847878	-1.5853391367298637	0.4718378220811366	-2.1957462450546026	-1.9429650893237096	403.499	432.4	C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O	177.0	690	0	7	10	3	31	5	0	164	10	-0.5079662131563947	0.2931361743852615	0.2931361743852615	0.5079662131563947	-3.1500000000000004	202.69960561932533	4	0	0	2	10	7	0	1	0	1	3	2	1	0	1	1	0.2857142857142857	0.8794066436288261	0.19129020026098617	0.00019803698500561032	0.4760713760997217	0.6434135750532614	0.22076040664418478	4.089806791769206	0.09170000000000023	105.6346	31	349.131	450.61347216714125	0	0	4	3	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	18	18	0	0	0	0	372.813	23.682	0.936
5280443	-0.7881306384925946	-0.1745687260675877	-0.13856430195645064	-2.54911135774903	-1.2674065118821358	-2.7171537039322335	0.8856381062831629	0.3871809391565446	-0.06252684035906791	1.5173488335272451	-1.0754644262869986	-1.5022834485259002	261.296	270.24	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	87.0	411	0	3	5	1	20	0	0	100	5	-0.5079662131563947	0.2931361699184205	0.2931361699184205	0.5079662131563947	-2.95	126.82891781399685	3	0	0	1	5	3	0	0	0	0	3	2	1	0	0	0	0.0	0.9857097407929767	0.5797016233153369	0.0013487021426099928	0.16845268447205794	0.8323681523205292	0.0076934845687667485	3.682773610532715	2.5768000000000018	72.9144	20	222.348	289.35948928467764	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230.489	8.141	0.965
5280445	-1.6988088948715645	0.2510944167993949	-1.635187808503641	-2.153168562713668	-0.9915637785995206	-2.390393732340207	-1.5101951284338395	1.1040780026110704	-1.6591754114361605	-0.17317894573151466	-0.9699874592771711	-0.45205057314553365	273.874	286.24	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	107.0	447	0	4	6	1	21	0	0	106	6	-0.5076781658604214	0.29329398309204224	0.29329398309204224	0.5076781658604214	-3.1500000000000004	131.7098218243201	3	0	0	1	6	4	0	0	0	0	3	2	1	0	0	0	0.0	0.9852368694201482	0.574304990403176	0.0011845297855631145	0.17119670304998832	0.8291438526698697	0.0033570733593877786	3.77978259289092	2.2824000000000018	74.5792	21	229.457	294.44268092633035	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237.893	8.436	0.965
5280448	0.9987783252249783	1.6926556108042086	2.275934349511317	1.4767194441001552	0.6836126495632548	0.4680731007189945	-1.6612105235702925	-1.3977849597168035	1.589909437122567	-2.904566646206972	0.6191176483192717	1.3643608873264186	287.614	284.26	COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O	76.0	432	0	2	5	2	21	0	0	106	5	-0.507821985322328	0.29329408710242383	0.29329408710242383	0.507821985322328	-2.95	136.2364421479127	3	0	0	1	5	2	0	0	0	0	3	2	1	0	0	0	0.0625	0.9944033582010595	0.7162909817036507	0.0020285688987495645	0.10565018314444773	0.9251914180946055	0.06728227730106918	3.9268615903674506	2.879800000000002	77.80160000000002	21	239.737	316.7998751985326	0	0	0	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	249.170	9.433	0.962
