cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12	SESA	MolecularWeight	smiles	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	AtomStereoCount	BondStereoCount	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount_2	VanDerWaalsVolume	SASA	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino	SolventExcludedVolume	VoidVolume	PackingDensity
72	0.014894913002290414	-0.009005028608359602	-0.016516518945590822	-1.3550743151481428	1.303902218348068	-0.09205403013154095	-0.8606547739689017	-2.0260262633892774	-1.6595952788012363	0.16987027548563377	-0.46284768769450324	0.5299766283027577	164.144	154.12	C1=CC(=C(C=C1C(=O)O)O)O	77.8	157	0	3	4	1	11	0	0	58	4	-0.5042595843842756	0.33532252564441734	0.33532252564441734	0.5042595843842756	-1.71	71.03040236591397	1	0	0	0	4	3	0	0	0	0	1	1	0	0	0	0	0.0	0.9765085365269219	0.49276564186725774	0.003884321193983677	0.21547871841564534	0.7851808897380904	0.005623779605664438	2.4675490617233002	0.7959999999999998	36.7309	11	128.309	176.62834109877494	1	0	0	2	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	133.000	4.691	0.965
135	1.408059974988329	-0.21607036991371137	0.3951150456745769	-0.2475174184593703	0.7705524512367601	-0.13417311630271386	-1.3929420039477145	-0.11544406147074676	-2.114612318710781	0.4168028002500868	-0.7765077845219561	0.49298591241535145	154.074	138.12	C1=CC(=CC=C1C(=O)O)O	57.5	125	0	2	3	1	10	0	0	52	3	-0.507966178790397	0.33518285963636446	0.33518285963636446	0.507966178790397	-1.51	66.14949835559072	1	0	0	0	3	2	0	0	0	0	1	1	0	0	0	0	0.0	0.9865491925290977	0.5896173035464116	0.006556229258651899	0.1634646466982548	0.8384599137713238	0.01666147939217675	2.3811107352822733	1.0903999999999996	35.06609999999999	10	119.975	166.9660635684125	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	123.969	3.995	0.968
681	0.1969442887119167	-0.1069088268159935	-0.3433869866439431	-1.5129286945945017	2.7151238769084927	-0.9067546566632103	0.03831448508769566	-0.9017547281891677	1.0586982763918393	-0.5762546434716855	-0.34032763922655473	-0.3643291350027761	188.546	153.18	C1=CC(=C(C=C1CCN)O)O	66.5	119	0	3	3	2	11	0	0	60	3	-0.5042598931005379	0.293293782830755	0.293293782830755	0.5042598931005379	-1.22	80.83377483227201	1	0	0	0	3	4	0	0	0	0	1	1	0	0	0	0	0.25	0.9620086910220171	0.3922722774527831	0.003470645456474557	0.2730188242559566	0.8341533880273929	0.22215755146081956	2.460674138921817	0.5989999999999995	42.53000000000001	11	145.442	214.39430796188813	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.544	8.103	0.947
780	0.473345870508829	-0.23543559078778817	-1.432934061923707	-1.503601715546283	-0.019914590305182386	1.480494947585254	-1.8338246918747685	0.20351331926071647	-0.015601058527084101	0.4536185821213711	-0.23751182500482088	1.7103928845844336	180.057	168.15	C1=CC(=C(C=C1O)CC(=O)O)O	77.8	168	0	3	4	2	12	0	0	64	4	-0.5079513734166975	0.30746184216642614	0.30746184216642614	0.5079513734166975	-1.7099999999999997	80.20528548064618	1	0	0	0	4	3	0	0	0	0	1	1	0	0	0	0	0.125	0.9346040855415123	0.30231440887086813	0.0017415061687712252	0.35568975707646316	0.6740314140643897	0.05387882114431551	2.562708568057803	0.7248999999999997	41.11140000000002	12	144.060	197.47580500931346	1	0	0	2	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	149.886	5.826	0.961
802	1.9479579393544428	1.417291671984138	-0.3574862393223689	0.05004743396924427	-1.7127856348288193	0.4865249646540257	-1.022744123191534	1.62785750333982	0.05095918187623948	1.29851903309411	1.4001373931086	2.5112047287337598	195.960	175.18	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	53.1	205	0	2	2	2	13	0	0	66	3	-0.4809852150164579	0.3073964894414978	0.3073964894414978	0.4809852150164579	-1.77	87.79732954515534	2	0	0	1	3	2	0	0	0	0	2	1	1	0	0	0	0.1	0.9804899586367061	0.5226374656419329	0.0036372859427247833	0.19656917615076483	0.876090513869746	0.08321512999564655	2.6923165636926094	1.7949999999999995	49.638500000000015	13	156.406	222.95441131742245	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	164.406	7.999	0.951
931	0.917540363361969	0.56425481281399	0.5203645539041045	0.2815557712051982	-0.0015092713654032287	-1.0499903171261893	-0.914453950228876	0.5955881529393349	1.2716676109613048	0.23133465887777777	0.8769041164184644	-1.054757294642552	150.930	128.17	C1=CC=C2C=CC=CC2=C1	0.0	80	0	0	0	0	10	0	0	48	0	-0.06162971144687501	0.06292384158258316	0.06162971144687501	0.06292384158258316	-1.2999999999999998	71.35283165257466	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0.0	0.9579914829008777	0.3863670048209096	0.004514745701192966	0.2867966504151985	0.7132033495913965	2.3405326850090623e-11	2.0730178145525913	2.839800000000001	43.94800000000003	10	126.517	175.12262415523372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.416	2.899	0.978
932	-1.7888990525993052	-1.4978620401023957	0.09872029452866399	-1.6256616467583775	-1.1020606520521699	1.7731658734764952	0.9707578163289572	2.998758274437827	-0.6924933484456132	-0.707945511968861	1.8068555289665904	-0.6263277569438849	271.566	272.25	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O	87.0	363	0	3	5	1	20	1	0	102	5	-0.5079666065471226	0.2931358479950834	0.2931358479950834	0.5079666065471226	-2.6899999999999995	131.35491787775572	3	0	0	1	5	3	0	1	0	1	2	2	0	0	0	0	0.13333333333333333	0.9849543624880421	0.5699741926714925	0.001331596591785887	0.1728146516235657	0.8428815392333006	0.05405144646119803	3.6822685901879635	2.5099000000000022	70.19490000000002	20	229.548	307.1576697376105	1	1	0	3	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	3	3	0	0	0	0	239.822	10.274	0.957
1254	1.4863664076198362	-0.056369142573704054	1.4654524866729899	0.6310940915255301	-0.7341768538891644	1.0302078161206012	0.8324498779448392	-0.8108163980855492	0.42504381434317084	-0.7801349400424479	-0.8446173354060785	-3.2580509430645788	215.909	156.26	CC1CCC(C(C1)O)C(C)C	20.2	120	0	1	1	1	11	3	0	66	1	-0.39282090888948124	0.21045980546925236	0.21045980546925236	0.39282090888948124	-0.04	97.99821291754922	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	1.0	0.9357594676341081	0.28695382690609633	0.0034679990083763134	0.3526389353618381	0.8974389025606826	0.4800506361429633	2.2985036056279897	2.4395000000000007	47.34980000000002	11	174.448	251.11622212210133	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	187.463	13.015	0.931
1738	-0.8357615517670123	1.761860877653031	-1.6901182129406143	-0.010409762238378749	0.8122660236906178	0.9734988513575359	-0.013874668116278263	-1.8359583476297336	0.4834453068069586	0.8164001951448365	0.24143526998603534	2.2535574932134823	206.125	182.17	COC1=C(C=CC(=C1)CC(=O)O)O	66.8	181	0	2	4	3	13	0	0	70	4	-0.504254602281173	0.3073171596154548	0.3073171596154548	0.504254602281173	-1.71	89.61280981456204	1	0	0	0	4	2	0	0	0	0	1	1	0	0	0	0	0.2222222222222222	0.947897987632855	0.33051796060002914	0.0019106410863973266	0.3185740181521146	0.7705833919506383	0.17556959929799065	2.694271047829897	1.0278999999999998	45.99860000000002	13	161.720	228.8157698146859	1	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	170.356	8.636	0.949
3314	-1.097640501944245	0.6448716244972222	-1.3482983474374743	0.5551213405698069	2.237910607703681	0.6196541427713887	0.8661613883085796	-1.4804721698692882	2.1913508076548807	1.3545468154753386	0.5449643329299874	-0.8958914437125964	206.784	164.2	COC1=C(C=CC(=C1)CC=C)O	29.5	145	0	1	2	3	12	0	0	64	2	-0.5042546024667084	0.2932937416067047	0.2932937416067047	0.5042546024667084	-1.4400000000000002	89.055663786743	1	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0.2	0.9485975443304715	0.3370190964133964	0.0021226861177099598	0.3164849109992439	0.7442114379020606	0.16182123339819227	2.6365069027581876	2.1293	48.559800000000024	12	161.459	235.18964474987686	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	0	0	170.223	8.764	0.949
