cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12	SESA	MolecularWeight	smiles	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	AtomStereoCount	BondStereoCount	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount_2	VanDerWaalsVolume	SASA	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino	SolventExcludedVolume	VoidVolume	PackingDensity
3469	0.8665160538142267	-1.0585245394898093	0.16413335485035757	-1.6183742013474558	0.7132544610382098	0.07323034043208267	0.27716511785091974	0.4020633839250254	-1.458891697709526	1.3760939782052755	0.5507203302578558	1.5917819230665433	162.189	154.12	C1=CC(=C(C=C1O)C(=O)O)O	77.8	157	0	3	4	1	11	0	0	58	4	-0.5079347947605579	0.33911025159610136	0.33911025159610136	0.5079347947605579	-1.7099999999999997	71.03040236591397	1	0	0	0	4	3	0	0	0	0	1	1	0	0	0	0	0.0	0.9488814358489286	0.35116443745725284	0.0025806748283294474	0.31563273071922615	0.6871058681691518	0.0197779233561785	2.341102327201508	0.7959999999999998	36.730900000000005	11	128.145	178.47073046873825	1	0	0	2	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	132.944	4.799	0.964
3830	1.7827349924789888	-1.3110286133215663	-0.9180776853610424	1.1136877136453944	-0.7814670233204252	-0.6523307086498661	0.5546302178118845	2.4056066859516894	3.858084242850151	0.2547635014002106	1.6504388159867605	0.5604954985057277	220.918	215.21	C1=COC(=C1)CNC2=NC=NC3=C2NC=N3	79.6	239	0	2	5	3	16	0	0	80	6	-0.4674773222118137	0.18224874143013195	0.18224874143013195	0.4674773222118137	-2.3700000000000006	103.5082475492185	3	0	0	3	6	2	0	0	0	0	3	0	3	0	0	0	0.1	0.976718976293309	0.4912825179209214	0.0024087773437406314	0.21452282244215998	0.909777028253999	0.26684368384358226	2.947732279060528	1.5579999999999996	57.71840000000001	16	180.486	244.9189711293362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.743	7.257	0.961
4133	-0.3500729449014289	-0.0935178878329443	0.3683496438220691	-0.5544874337606996	0.10233968093704149	-1.8479261136789575	-1.084764000870591	-0.5428975425812018	0.4306802744867117	3.0037574674832017	0.27892554524838387	0.8404779779080126	171.991	152.15	COC(=O)C1=CC=CC=C1O	46.5	144	0	1	3	2	11	0	0	58	3	-0.5070528008609642	0.3411321188257538	0.3411321188257538	0.5070528008609642	-1.51	75.55702268950655	1	0	0	0	3	1	0	0	0	0	1	1	0	0	0	0	0.125	0.9652830605080157	0.4202870390058624	0.003430997342863015	0.26120607400341717	0.7426886429564633	0.029841952345715624	2.336089438086949	1.1787999999999998	39.446300000000015	11	136.278	193.3817356484599	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	3	0	0	0	0	141.129	4.851	0.966
4477	1.846799902410308	-0.05766512258923835	-2.9295749680031276	-2.6431383278549503	-0.7388972634735655	-2.76169699977808	0.32872927724848494	-2.6187884572874705	-1.1954839639108397	1.342285442427702	2.3596099523593588	-1.1917837271487297	290.505	327.12	C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O	95.2	404	0	2	4	2	21	0	0	108	8	-0.5071197044152095	0.29313070802271574	0.29313070802271574	0.5071197044152095	-2.3099999999999996	140.0030565437766	2	1	0	0	6	2	0	0	0	0	2	2	0	0	0	0	0.0	0.985282761463358	0.5748564871869436	0.0008790558452910929	0.170932384184915	0.8290676175004575	2.2068957983599323e-09	4.106946334677847	3.859500000000001	79.17640000000002	21	243.768	289.4457789300072	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	252.638	8.869	0.965
4534	1.4499767621225983	-1.4183646650048858	-0.15850628364963454	0.0007262688209721188	3.3244915418756973	1.5066533648654739	1.5040826902494957	-2.6387618995760596	0.6786886706576768	-1.0699900740891564	-0.3915912404765395	-0.7523512702174844	345.579	302.4	CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O	80.9	303	0	4	4	5	22	2	0	118	4	-0.5042598931275362	0.293293782812076	0.293293782812076	0.5042598931275362	-2.36	161.11111705692548	2	0	0	0	4	4	0	0	0	0	2	2	0	0	0	0	0.3333333333333333	0.9968427811545733	0.7815242747961347	0.0019668886632177385	0.07940069055125178	0.9669251068729617	0.14036825185724652	4.577174102955388	3.5664000000000033	85.27920000000002	22	286.611	385.6383964508481	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306.505	19.895	0.935
4592	3.5349651207482005	0.31334356126578383	-0.13905094497686274	-0.17571561220666349	0.4939386768511353	-3.8545274057257752	0.14699422871811899	-0.18858877592204693	2.808422869399541	-0.05135216605059139	0.607008646126938	3.1053978877055797	334.733	298.34	CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3	87.9	338	0	3	6	6	22	0	0	114	7	-0.39454403524175874	0.22636583155932258	0.22636583155932258	0.39454403524175874	-2.6699999999999995	153.09421681036838	3	0	0	2	7	3	0	0	0	0	3	1	2	0	0	0	0.26666666666666666	0.9591622382123708	0.38790802612583236	0.0005198594061641255	0.2828565021127059	0.733111723160905	0.046624655115704676	4.104146626637749	1.3795999999999997	85.64820000000003	22	270.371	382.56752715173883	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	0	0	0	0	284.167	13.796	0.951
4788	0.8167444620903941	-0.6877620562379281	1.020012536623721	-1.587115899086687	2.276880630596487	2.6703047945954292	-0.644248182365037	0.6875366192636501	-0.39964999610436464	-0.2556700235608645	1.4132080089830084	2.180500663020583	288.416	274.27	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O	98.0	312	0	4	5	4	20	0	0	104	5	-0.5079666452403732	0.29313584637847967	0.29313584637847967	0.5079666452403732	-2.6900000000000004	134.9380488124369	2	0	0	0	5	4	0	0	0	0	2	2	0	0	0	0	0.13333333333333333	0.992152645934747	0.6712880448258612	0.0016713895005319199	0.12503250443257113	0.9154585387810635	0.13216797695211113	4.036738825967311	2.3245000000000013	72.1947	20	239.738	326.79991855945696	1	1	0	4	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	251.824	12.086	0.952
4947	0.636992670999934	2.25669986562351	-0.0446949299062941	-0.845383208723609	2.0512217208620065	-0.7522999751164811	1.8321661912607052	-1.2328303593435388	-1.611681143141895	0.2283339454290433	-1.7954924766355653	2.099724682992698	237.954	212.2	CCCOC(=O)C1=CC(=C(C(=C1)O)O)O	87.0	206	0	3	5	4	15	0	0	82	5	-0.5041437396005058	0.337901122732036	0.337901122732036	0.5041437396005058	-1.91	103.66859693961752	1	0	0	0	5	3	0	0	0	0	1	1	0	0	0	0	0.3	0.9767614899819763	0.48980023686085045	0.0020588890886846884	0.21432916667637567	0.8613955446513836	0.18059762666956658	3.0898711097679117	1.3702	52.00990000000003	15	186.830	262.3130219206873	1	1	0	3	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	197.510	10.680	0.946
5793	1.3657034725229182	0.9404877324732838	-0.38669186884155776	0.6162748348052421	-0.7446088301546536	0.9198782556413669	0.4522355008722427	0.6493987086728893	1.012077941031614	-2.524068911153862	-2.1745543138858467	-0.34003728807981315	192.586	180.16	C(C1C(C(C(C(O1)O)O)O)O)O	110.0	151	0	5	6	1	12	5	0	72	6	-0.3935665160029449	0.21346340981011272	0.21346340981011272	0.3935665160029449	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	1	0	1	0	0	0	0	1	1	1.0	0.9113095645419838	0.22060285396218413	0.002354473159930194	0.41172184490782116	0.7813620891895048	0.3500492407305784	2.2149585551825877	-3.2213999999999987	35.98599999999999	12	150.096	225.2371158451223	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	161.881	11.785	0.927
5959	4.458711437942112	-1.8335679636910025	-0.5236574390458021	-1.0731255315255959	-0.7142053708869647	0.7040582457392005	0.02978082463496885	-2.790667442619403	-0.06193334122469701	-0.8052416926583967	1.9682459512336667	2.4074779136515785	303.511	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]	115.0	342	0	3	5	5	20	2	0	110	9	-0.3941232075520646	0.26894513302429984	0.26894513302429984	0.3941232075520646	-1.4099999999999997	140.9065168062935	1	1	0	0	7	3	0	0	0	0	1	1	0	0	0	0	0.36363636363636365	0.9902459286445937	0.6432871251283131	0.0013030611342920875	0.1393305451177391	0.9675750089058406	0.2342157961578207	4.168255282821013	0.9089999999999998	72.5667	20	249.071	317.6969791786565	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	1	267.573	18.502	0.931
6047	1.5406485322825305	0.8549067938812887	-1.7676049110222982	-2.5654599642132636	1.0226205495321927	0.11563708684304584	-0.4871259034050079	-1.7718977004035237	-0.7462463455546898	-0.267318268600924	0.38682052216761537	0.5237735174734732	225.907	197.19	C1=CC(=C(C=C1CC(C(=O)O)N)O)O	104.0	209	0	4	5	3	14	1	0	76	5	-0.5042598930844389	0.32031552163797705	0.32031552163797705	0.5042598930844389	-1.75	96.24114305703563	1	0	0	0	5	5	0	0	0	0	1	1	0	0	0	0	0.2222222222222222	0.988182055400067	0.6095447344995473	0.0032301627078547	0.15328478523747538	0.9074126535455173	0.16572747358620085	3.094499134303111	0.05219999999999969	49.08680000000001	14	173.061	249.27355326474262	1	0	0	2	0	0	0	1	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	184.735	11.673	0.937
