enzyme	source	reaction	rate	cid	acceptor
TcCGT112	negatives	0		13807896	
TcCGT112	negatives	0		11446884	
TcCGT112	negatives	0		15731437	
TcCGT112	negatives	0		11240776	
TcCGT112	negatives	0		102928	
TcCGT112	negatives	0		578495	
TcCGT112	negatives	0		14713900	
TcCGT112	negatives	0		577969	
TcCGT112	negatives	0		129883109	
TcCGT112	negatives	0		12398446	
TcCGT112	negatives	0		615442	
TcCGT112	negatives	0		7463	
TcCGT112	negatives	0		20976640	
TcCGT112	negatives	0		223144	
TcCGT112	negatives	0		261391	
TcCGT112	negatives	0		13015717	
TcCGT112	negatives	0		248021	
TcCGT112	negatives	0		10800915	
TcCGT112	negatives	0		22716855	
TcCGT112	negatives	0		7410	
TcCGT112	negatives	0		521184	
TcCGT112	negatives	0		12462	
TcCGT112	negatives	0		7020	
TcCGT112	negatives	0		66777173	
TcCGT112	negatives	0		10748	
TcCGT112	negatives	0		11833	
TcCGT112	negatives	0		7644	
TcCGT112	negatives	0		466268	
TcCGT112	negatives	0		12732963	
TcCGT112	negatives	0		610875	
TcCGT112	negatives	0		323	
WjGT1/UGT84A5713	negatives	0		607797	
WjGT1/UGT84A5713	negatives	0		231093	
WjGT1/UGT84A5713	negatives	0		12553720	
WjGT1/UGT84A5713	negatives	0		619834	
WjGT1/UGT84A5713	negatives	0		142094	
WjGT1/UGT84A5713	negatives	0		10680	
WjGT1/UGT84A5713	negatives	0		12582098	
WjGT1/UGT84A5713	negatives	0		12514018	
WjGT1/UGT84A5713	negatives	0		2817225	
WjGT1/UGT84A5713	negatives	0		30553	
WjGT1/UGT84A5713	negatives	0		6996	
WjGT1/UGT84A5713	negatives	0		53441188	
WjGT1/UGT84A5713	negatives	0		7150	
WjGT1/UGT84A5713	negatives	0		94525	
WjGT1/UGT84A5713	negatives	0		244778	
WjGT1/UGT84A5713	negatives	0		13045738	
WjGT1/UGT84A5713	negatives	0		98955	
WjGT1/UGT84A5713	negatives	0		12669351	
WjGT1/UGT84A5713	negatives	0		61151	
WjGT1/UGT84A5713	negatives	0		64802	
WjGT1/UGT84A5713	negatives	0		261394	
WjGT1/UGT84A5713	negatives	0		255587	
WjGT1/UGT84A5713	negatives	0		928228	
WjGT1/UGT84A5713	negatives	0		85773370	
WjGT1/UGT84A5713	negatives	0		11502	
WjGT1/UGT84A5713	negatives	0		611808	
WjGT1/UGT84A5713	negatives	0		5262584	
WjGT1/UGT84A5713	negatives	0		8417	
WjGT1/UGT84A5713	negatives	0		119087140	
WjGT1/UGT84A5713	negatives	0		3102	
WjGT1/UGT84A5713	negatives	0		53395455	
WjGT1/UGT84A5713	negatives	0		55273731	
WjGT1/UGT84A5713	negatives	0		9229	
WjGT1/UGT84A5713	negatives	0		54105512	
WjGT1/UGT84A5713	negatives	0		466273	
WjGT1/UGT84A5713	negatives	0		71422187	
WjGT1/UGT84A5713	negatives	0		56629747	
WjGT1/UGT84A5713	negatives	0		4114	
WjGT1/UGT84A5713	negatives	0		96744	
WjGT1/UGT84A5713	negatives	0		9025	
WjGT1/UGT84A5713	negatives	0		67591	
WjGT1/UGT84A5713	negatives	0		1481671	
WjGT1/UGT84A5713	negatives	0		11507421	
WjGT1/UGT84A5713	negatives	0		16716	
WjGT1/UGT84A5713	negatives	0		79332	
WjGT1/UGT84A5713	negatives	0		6199	
WjGT1/UGT84A5713	negatives	0		5150599	
WjGT1/UGT84A5713	negatives	0		148791698	
WjGT1/UGT84A5713	negatives	0		67650	
WjGT1/UGT84A5713	negatives	0		21928631	
WjGT1/UGT84A5713	negatives	0		10264408	
WjGT1/UGT84A5713	negatives	0		8499	
WjGT1/UGT84A5713	negatives	0		12463	
WjGT1/UGT84A5713	negatives	0		10057850	
WjGT1/UGT84A5713	negatives	0		9991610	
WjGT1/UGT84A5713	negatives	0		68481	
WjGT1/UGT84A5713	negatives	0		81046	
WjGT1/UGT84A5713	negatives	0		12398447	
WjGT1/UGT84A5713	negatives	0		261395	
WjGT1/UGT84A5713	negatives	0		12693379	
WjGT1/UGT84A5713	negatives	0		2759713	
WjGT1/UGT84A5713	negatives	0		13045799	
WjGT1/UGT84A5713	negatives	0		261393	
WjGT1/UGT84A5713	negatives	0		10251	
WjGT1/UGT84A5713	negatives	0		94156	
WjGT1/UGT84A5713	negatives	0		77793	
WjGT1/UGT84A5713	negatives	0		15717462	
WjGT1/UGT84A5713	negatives	0		9948	
WjGT1/UGT84A5713	negatives	0		242064	
WjGT1/UGT84A5713	negatives	0		55275176	
WjGT1/UGT84A5713	negatives	0		10955672	
WjGT1/UGT84A5713	negatives	0		179615	
WjGT1/UGT84A5713	negatives	0		41017	
WjGT1/UGT84A5713	negatives	0		11895	
WjGT1/UGT84A5713	negatives	0		4175	
WjGT1/UGT84A5713	negatives	0		78838	
WjGT1/UGT84A5713	negatives	0		85777085	
WjGT1/UGT84A5713	negatives	0		6895	
WjGT1/UGT84A5713	negatives	0		67042231	
WjGT1/UGT84A5713	negatives	0		10225624	
WjGT1/UGT84A5713	negatives	0		607716	
WjGT1/UGT84A5713	negatives	0		151515	
WjGT1/UGT84A5713	negatives	0		75074	
WjGT1/UGT84A5713	negatives	0		20083560	
WjGT1/UGT84A5713	negatives	0		5270543	
WjGT1/UGT84A5713	negatives	0		2825024	
WjGT1/UGT84A5713	negatives	0		20452412	
WjGT1/UGT84A5713	negatives	0		145858	
WjGT1/UGT84A5713	negatives	0		92841	
WjGT1/UGT84A5713	negatives	0		8658	
WjGT1/UGT84A5713	negatives	0		240	
WjGT1/UGT84A5713	negatives	0		15262172	
WjGT1/UGT84A5713	negatives	0		592453	
WjGT1/UGT84A5713	negatives	0		72304	
WjGT1/UGT84A5713	negatives	0		13807896	
WjGT1/UGT84A5713	negatives	0		11446884	
WjGT1/UGT84A5713	negatives	0		15731437	
WjGT1/UGT84A5713	negatives	0		11240776	
WjGT1/UGT84A5713	negatives	0		102928	
WjGT1/UGT84A5713	negatives	0		578495	
WjGT1/UGT84A5713	negatives	0		14713900	
WjGT1/UGT84A5713	negatives	0		577969	
WjGT1/UGT84A5713	negatives	0		129883109	
WjGT1/UGT84A5713	negatives	0		12398446	
WjGT1/UGT84A5713	negatives	0		615442	
WjGT1/UGT84A5713	negatives	0		7463	
WjGT1/UGT84A5713	negatives	0		20976640	
WjGT1/UGT84A5713	negatives	0		223144	
WjGT1/UGT84A5713	negatives	0		261391	
WjGT1/UGT84A5713	negatives	0		13015717	
WjGT1/UGT84A5713	negatives	0		248021	
WjGT1/UGT84A5713	negatives	0		10800915	
WjGT1/UGT84A5713	negatives	0		22716855	
WjGT1/UGT84A5713	negatives	0		7410	
WjGT1/UGT84A5713	negatives	0		521184	
WjGT1/UGT84A5713	negatives	0		12462	
WjGT1/UGT84A5713	negatives	0		7020	
WjGT1/UGT84A5713	negatives	0		66777173	
WjGT1/UGT84A5713	negatives	0		10748	
WjGT1/UGT84A5713	negatives	0		11833	
WjGT1/UGT84A5713	negatives	0		7644	
WjGT1/UGT84A5713	negatives	0		466268	
WjGT1/UGT84A5713	negatives	0		12732963	
WjGT1/UGT84A5713	negatives	0		610875	
WjGT1/UGT84A5713	negatives	0		323	
GgCGT/UGT708B414	negatives	0		607797	
GgCGT/UGT708B414	negatives	0		231093	
GgCGT/UGT708B414	negatives	0		12553720	
GgCGT/UGT708B414	negatives	0		619834	
GgCGT/UGT708B414	negatives	0		142094	
GgCGT/UGT708B414	negatives	0		10680	
GgCGT/UGT708B414	negatives	0		12582098	
GgCGT/UGT708B414	negatives	0		12514018	
GgCGT/UGT708B414	negatives	0		2817225	
GgCGT/UGT708B414	negatives	0		30553	
GgCGT/UGT708B414	negatives	0		6996	
GgCGT/UGT708B414	negatives	0		53441188	
GgCGT/UGT708B414	negatives	0		7150	
GgCGT/UGT708B414	negatives	0		94525	
GgCGT/UGT708B414	negatives	0		244778	
GgCGT/UGT708B414	negatives	0		13045738	
GgCGT/UGT708B414	negatives	0		98955	
GgCGT/UGT708B414	negatives	0		12669351	
GgCGT/UGT708B414	negatives	0		61151	
GgCGT/UGT708B414	negatives	0		64802	
GgCGT/UGT708B414	negatives	0		261394	
GgCGT/UGT708B414	negatives	0		255587	
GgCGT/UGT708B414	negatives	0		928228	
GgCGT/UGT708B414	negatives	0		85773370	
GgCGT/UGT708B414	negatives	0		11502	
GgCGT/UGT708B414	negatives	0		611808	
GgCGT/UGT708B414	negatives	0		5262584	
GgCGT/UGT708B414	negatives	0		8417	
GgCGT/UGT708B414	negatives	0		119087140	
GgCGT/UGT708B414	negatives	0		3102	
GgCGT/UGT708B414	negatives	0		53395455	
GgCGT/UGT708B414	negatives	0		55273731	
GgCGT/UGT708B414	negatives	0		9229	
GgCGT/UGT708B414	negatives	0		54105512	
GgCGT/UGT708B414	negatives	0		466273	
GgCGT/UGT708B414	negatives	0		71422187	
GgCGT/UGT708B414	negatives	0		56629747	
GgCGT/UGT708B414	negatives	0		4114	
GgCGT/UGT708B414	negatives	0		96744	
GgCGT/UGT708B414	negatives	0		9025	
GgCGT/UGT708B414	negatives	0		67591	
GgCGT/UGT708B414	negatives	0		1481671	
GgCGT/UGT708B414	negatives	0		11507421	
GgCGT/UGT708B414	negatives	0		16716	
GgCGT/UGT708B414	negatives	0		79332	
GgCGT/UGT708B414	negatives	0		6199	
GgCGT/UGT708B414	negatives	0		5150599	
GgCGT/UGT708B414	negatives	0		148791698	
GgCGT/UGT708B414	negatives	0		67650	
GgCGT/UGT708B414	negatives	0		21928631	
GgCGT/UGT708B414	negatives	0		10264408	
GgCGT/UGT708B414	negatives	0		8499	
GgCGT/UGT708B414	negatives	0		12463	
GgCGT/UGT708B414	negatives	0		10057850	
GgCGT/UGT708B414	negatives	0		9991610	
GgCGT/UGT708B414	negatives	0		68481	
GgCGT/UGT708B414	negatives	0		81046	
GgCGT/UGT708B414	negatives	0		12398447	
GgCGT/UGT708B414	negatives	0		261395	
GgCGT/UGT708B414	negatives	0		12693379	
GgCGT/UGT708B414	negatives	0		2759713	
GgCGT/UGT708B414	negatives	0		13045799	
GgCGT/UGT708B414	negatives	0		261393	
GgCGT/UGT708B414	negatives	0		10251	
GgCGT/UGT708B414	negatives	0		94156	
GgCGT/UGT708B414	negatives	0		77793	
GgCGT/UGT708B414	negatives	0		15717462	
GgCGT/UGT708B414	negatives	0		9948	
GgCGT/UGT708B414	negatives	0		242064	
GgCGT/UGT708B414	negatives	0		55275176	
GgCGT/UGT708B414	negatives	0		10955672	
GgCGT/UGT708B414	negatives	0		179615	
GgCGT/UGT708B414	negatives	0		41017	
GgCGT/UGT708B414	negatives	0		11895	
GgCGT/UGT708B414	negatives	0		4175	
GgCGT/UGT708B414	negatives	0		78838	
GgCGT/UGT708B414	negatives	0		85777085	
GgCGT/UGT708B414	negatives	0		6895	
GgCGT/UGT708B414	negatives	0		67042231	
GgCGT/UGT708B414	negatives	0		10225624	
GgCGT/UGT708B414	negatives	0		607716	
GgCGT/UGT708B414	negatives	0		151515	
GgCGT/UGT708B414	negatives	0		75074	
GgCGT/UGT708B414	negatives	0		20083560	
GgCGT/UGT708B414	negatives	0		5270543	
GgCGT/UGT708B414	negatives	0		2825024	
GgCGT/UGT708B414	negatives	0		20452412	
GgCGT/UGT708B414	negatives	0		145858	
GgCGT/UGT708B414	negatives	0		92841	
GgCGT/UGT708B414	negatives	0		8658	
GgCGT/UGT708B414	negatives	0		240	
GgCGT/UGT708B414	negatives	0		15262172	
GgCGT/UGT708B414	negatives	0		592453	
GgCGT/UGT708B414	negatives	0		72304	
GgCGT/UGT708B414	negatives	0		13807896	
GgCGT/UGT708B414	negatives	0		11446884	
GgCGT/UGT708B414	negatives	0		15731437	
GgCGT/UGT708B414	negatives	0		11240776	
GgCGT/UGT708B414	negatives	0		102928	
GgCGT/UGT708B414	negatives	0		578495	
GgCGT/UGT708B414	negatives	0		14713900	
GgCGT/UGT708B414	negatives	0		577969	
GgCGT/UGT708B414	negatives	0		129883109	
GgCGT/UGT708B414	negatives	0		12398446	
GgCGT/UGT708B414	negatives	0		615442	
GgCGT/UGT708B414	negatives	0		7463	
GgCGT/UGT708B414	negatives	0		20976640	
GgCGT/UGT708B414	negatives	0		223144	
GgCGT/UGT708B414	negatives	0		261391	
GgCGT/UGT708B414	negatives	0		13015717	
GgCGT/UGT708B414	negatives	0		248021	
GgCGT/UGT708B414	negatives	0		10800915	
GgCGT/UGT708B414	negatives	0		22716855	
GgCGT/UGT708B414	negatives	0		7410	
GgCGT/UGT708B414	negatives	0		521184	
GgCGT/UGT708B414	negatives	0		12462	
GgCGT/UGT708B414	negatives	0		7020	
GgCGT/UGT708B414	negatives	0		66777173	
GgCGT/UGT708B414	negatives	0		10748	
GgCGT/UGT708B414	negatives	0		11833	
GgCGT/UGT708B414	negatives	0		7644	
GgCGT/UGT708B414	negatives	0		466268	
GgCGT/UGT708B414	negatives	0		12732963	
GgCGT/UGT708B414	negatives	0		610875	
GgCGT/UGT708B414	negatives	0		323	
OsCGT2/UGT708A415	negatives	0		607797	
OsCGT2/UGT708A415	negatives	0		231093	
OsCGT2/UGT708A415	negatives	0		12553720	
OsCGT2/UGT708A415	negatives	0		619834	
OsCGT2/UGT708A415	negatives	0		142094	
OsCGT2/UGT708A415	negatives	0		10680	
OsCGT2/UGT708A415	negatives	0		12582098	
OsCGT2/UGT708A415	negatives	0		12514018	
OsCGT2/UGT708A415	negatives	0		2817225	
OsCGT2/UGT708A415	negatives	0		30553	
OsCGT2/UGT708A415	negatives	0		6996	
OsCGT2/UGT708A415	negatives	0		53441188	
OsCGT2/UGT708A415	negatives	0		7150	
OsCGT2/UGT708A415	negatives	0		94525	
OsCGT2/UGT708A415	negatives	0		244778	
OsCGT2/UGT708A415	negatives	0		13045738	
OsCGT2/UGT708A415	negatives	0		98955	
OsCGT2/UGT708A415	negatives	0		12669351	
OsCGT2/UGT708A415	negatives	0		61151	
OsCGT2/UGT708A415	negatives	0		64802	
OsCGT2/UGT708A415	negatives	0		261394	
OsCGT2/UGT708A415	negatives	0		255587	
OsCGT2/UGT708A415	negatives	0		928228	
OsCGT2/UGT708A415	negatives	0		85773370	
OsCGT2/UGT708A415	negatives	0		11502	
OsCGT2/UGT708A415	negatives	0		611808	
OsCGT2/UGT708A415	negatives	0		5262584	
OsCGT2/UGT708A415	negatives	0		8417	
OsCGT2/UGT708A415	negatives	0		119087140	
OsCGT2/UGT708A415	negatives	0		3102	
OsCGT2/UGT708A415	negatives	0		53395455	
OsCGT2/UGT708A415	negatives	0		55273731	
OsCGT2/UGT708A415	negatives	0		9229	
OsCGT2/UGT708A415	negatives	0		54105512	
OsCGT2/UGT708A415	negatives	0		466273	
OsCGT2/UGT708A415	negatives	0		71422187	
OsCGT2/UGT708A415	negatives	0		56629747	
OsCGT2/UGT708A415	negatives	0		4114	
OsCGT2/UGT708A415	negatives	0		96744	
OsCGT2/UGT708A415	negatives	0		9025	
OsCGT2/UGT708A415	negatives	0		67591	
OsCGT2/UGT708A415	negatives	0		1481671	
OsCGT2/UGT708A415	negatives	0		11507421	
OsCGT2/UGT708A415	negatives	0		16716	
OsCGT2/UGT708A415	negatives	0		79332	
OsCGT2/UGT708A415	negatives	0		6199	
OsCGT2/UGT708A415	negatives	0		5150599	
OsCGT2/UGT708A415	negatives	0		148791698	
OsCGT2/UGT708A415	negatives	0		67650	
OsCGT2/UGT708A415	negatives	0		21928631	
OsCGT2/UGT708A415	negatives	0		10264408	
OsCGT2/UGT708A415	negatives	0		8499	
OsCGT2/UGT708A415	negatives	0		12463	
OsCGT2/UGT708A415	negatives	0		10057850	
OsCGT2/UGT708A415	negatives	0		9991610	
OsCGT2/UGT708A415	negatives	0		68481	
OsCGT2/UGT708A415	negatives	0		81046	
OsCGT2/UGT708A415	negatives	0		12398447	
OsCGT2/UGT708A415	negatives	0		261395	
OsCGT2/UGT708A415	negatives	0		12693379	
OsCGT2/UGT708A415	negatives	0		2759713	
OsCGT2/UGT708A415	negatives	0		13045799	
OsCGT2/UGT708A415	negatives	0		261393	
OsCGT2/UGT708A415	negatives	0		10251	
OsCGT2/UGT708A415	negatives	0		94156	
OsCGT2/UGT708A415	negatives	0		77793	
OsCGT2/UGT708A415	negatives	0		15717462	
OsCGT2/UGT708A415	negatives	0		9948	
OsCGT2/UGT708A415	negatives	0		242064	
OsCGT2/UGT708A415	negatives	0		55275176	
OsCGT2/UGT708A415	negatives	0		10955672	
OsCGT2/UGT708A415	negatives	0		179615	
OsCGT2/UGT708A415	negatives	0		41017	
OsCGT2/UGT708A415	negatives	0		11895	
OsCGT2/UGT708A415	negatives	0		4175	
OsCGT2/UGT708A415	negatives	0		78838	
OsCGT2/UGT708A415	negatives	0		85777085	
OsCGT2/UGT708A415	negatives	0		6895	
OsCGT2/UGT708A415	negatives	0		67042231	
OsCGT2/UGT708A415	negatives	0		10225624	
OsCGT2/UGT708A415	negatives	0		607716	
OsCGT2/UGT708A415	negatives	0		151515	
OsCGT2/UGT708A415	negatives	0		75074	
OsCGT2/UGT708A415	negatives	0		20083560	
OsCGT2/UGT708A415	negatives	0		5270543	
OsCGT2/UGT708A415	negatives	0		2825024	
OsCGT2/UGT708A415	negatives	0		20452412	
OsCGT2/UGT708A415	negatives	0		145858	
OsCGT2/UGT708A415	negatives	0		92841	
OsCGT2/UGT708A415	negatives	0		8658	
OsCGT2/UGT708A415	negatives	0		240	
OsCGT2/UGT708A415	negatives	0		15262172	
OsCGT2/UGT708A415	negatives	0		592453	
OsCGT2/UGT708A415	negatives	0		72304	
OsCGT2/UGT708A415	negatives	0		13807896	
OsCGT2/UGT708A415	negatives	0		11446884	
OsCGT2/UGT708A415	negatives	0		15731437	
OsCGT2/UGT708A415	negatives	0		11240776	
OsCGT2/UGT708A415	negatives	0		102928	
OsCGT2/UGT708A415	negatives	0		578495	
OsCGT2/UGT708A415	negatives	0		14713900	
OsCGT2/UGT708A415	negatives	0		577969	
OsCGT2/UGT708A415	negatives	0		129883109	
OsCGT2/UGT708A415	negatives	0		12398446	
OsCGT2/UGT708A415	negatives	0		615442	
OsCGT2/UGT708A415	negatives	0		7463	
OsCGT2/UGT708A415	negatives	0		20976640	
OsCGT2/UGT708A415	negatives	0		223144	
OsCGT2/UGT708A415	negatives	0		261391	
OsCGT2/UGT708A415	negatives	0		13015717	
OsCGT2/UGT708A415	negatives	0		248021	
OsCGT2/UGT708A415	negatives	0		10800915	
OsCGT2/UGT708A415	negatives	0		22716855	
OsCGT2/UGT708A415	negatives	0		7410	
OsCGT2/UGT708A415	negatives	0		521184	
OsCGT2/UGT708A415	negatives	0		12462	
OsCGT2/UGT708A415	negatives	0		7020	
OsCGT2/UGT708A415	negatives	0		66777173	
OsCGT2/UGT708A415	negatives	0		10748	
OsCGT2/UGT708A415	negatives	0		11833	
OsCGT2/UGT708A415	negatives	0		7644	
OsCGT2/UGT708A415	negatives	0		466268	
OsCGT2/UGT708A415	negatives	0		12732963	
OsCGT2/UGT708A415	negatives	0		610875	
OsCGT2/UGT708A415	negatives	0		323	
OsCGT3/UGT708A215	negatives	0		607797	
OsCGT3/UGT708A215	negatives	0		231093	
OsCGT3/UGT708A215	negatives	0		12553720	
OsCGT3/UGT708A215	negatives	0		619834	
OsCGT3/UGT708A215	negatives	0		142094	
OsCGT3/UGT708A215	negatives	0		10680	
OsCGT3/UGT708A215	negatives	0		12582098	
OsCGT3/UGT708A215	negatives	0		12514018	
OsCGT3/UGT708A215	negatives	0		2817225	
OsCGT3/UGT708A215	negatives	0		30553	
OsCGT3/UGT708A215	negatives	0		6996	
OsCGT3/UGT708A215	negatives	0		53441188	
OsCGT3/UGT708A215	negatives	0		7150	
OsCGT3/UGT708A215	negatives	0		94525	
OsCGT3/UGT708A215	negatives	0		244778	
OsCGT3/UGT708A215	negatives	0		13045738	
OsCGT3/UGT708A215	negatives	0		98955	
OsCGT3/UGT708A215	negatives	0		12669351	
OsCGT3/UGT708A215	negatives	0		61151	
OsCGT3/UGT708A215	negatives	0		64802	
OsCGT3/UGT708A215	negatives	0		261394	
OsCGT3/UGT708A215	negatives	0		255587	
OsCGT3/UGT708A215	negatives	0		928228	
OsCGT3/UGT708A215	negatives	0		85773370	
OsCGT3/UGT708A215	negatives	0		11502	
OsCGT3/UGT708A215	negatives	0		611808	
OsCGT3/UGT708A215	negatives	0		5262584	
OsCGT3/UGT708A215	negatives	0		8417	
OsCGT3/UGT708A215	negatives	0		119087140	
OsCGT3/UGT708A215	negatives	0		3102	
OsCGT3/UGT708A215	negatives	0		53395455	
OsCGT3/UGT708A215	negatives	0		55273731	
OsCGT3/UGT708A215	negatives	0		9229	
OsCGT3/UGT708A215	negatives	0		54105512	
OsCGT3/UGT708A215	negatives	0		466273	
OsCGT3/UGT708A215	negatives	0		71422187	
OsCGT3/UGT708A215	negatives	0		56629747	
OsCGT3/UGT708A215	negatives	0		4114	
OsCGT3/UGT708A215	negatives	0		96744	
OsCGT3/UGT708A215	negatives	0		9025	
OsCGT3/UGT708A215	negatives	0		67591	
OsCGT3/UGT708A215	negatives	0		1481671	
OsCGT3/UGT708A215	negatives	0		11507421	
OsCGT3/UGT708A215	negatives	0		16716	
OsCGT3/UGT708A215	negatives	0		79332	
OsCGT3/UGT708A215	negatives	0		6199	
OsCGT3/UGT708A215	negatives	0		5150599	
OsCGT3/UGT708A215	negatives	0		148791698	
OsCGT3/UGT708A215	negatives	0		67650	
OsCGT3/UGT708A215	negatives	0		21928631	
OsCGT3/UGT708A215	negatives	0		10264408	
OsCGT3/UGT708A215	negatives	0		8499	
OsCGT3/UGT708A215	negatives	0		12463	
OsCGT3/UGT708A215	negatives	0		10057850	
OsCGT3/UGT708A215	negatives	0		9991610	
OsCGT3/UGT708A215	negatives	0		68481	
OsCGT3/UGT708A215	negatives	0		81046	
OsCGT3/UGT708A215	negatives	0		12398447	
OsCGT3/UGT708A215	negatives	0		261395	
OsCGT3/UGT708A215	negatives	0		12693379	
OsCGT3/UGT708A215	negatives	0		2759713	
OsCGT3/UGT708A215	negatives	0		13045799	
OsCGT3/UGT708A215	negatives	0		261393	
OsCGT3/UGT708A215	negatives	0		10251	
OsCGT3/UGT708A215	negatives	0		94156	
OsCGT3/UGT708A215	negatives	0		77793	
OsCGT3/UGT708A215	negatives	0		15717462	
OsCGT3/UGT708A215	negatives	0		9948	
OsCGT3/UGT708A215	negatives	0		242064	
OsCGT3/UGT708A215	negatives	0		55275176	
OsCGT3/UGT708A215	negatives	0		10955672	
OsCGT3/UGT708A215	negatives	0		179615	
OsCGT3/UGT708A215	negatives	0		41017	
OsCGT3/UGT708A215	negatives	0		11895	
OsCGT3/UGT708A215	negatives	0		4175	
OsCGT3/UGT708A215	negatives	0		78838	
OsCGT3/UGT708A215	negatives	0		85777085	
OsCGT3/UGT708A215	negatives	0		6895	
OsCGT3/UGT708A215	negatives	0		67042231	
OsCGT3/UGT708A215	negatives	0		10225624	
OsCGT3/UGT708A215	negatives	0		607716	
OsCGT3/UGT708A215	negatives	0		151515	
OsCGT3/UGT708A215	negatives	0		75074	
OsCGT3/UGT708A215	negatives	0		20083560	
OsCGT3/UGT708A215	negatives	0		5270543	
OsCGT3/UGT708A215	negatives	0		2825024	
OsCGT3/UGT708A215	negatives	0		20452412	
OsCGT3/UGT708A215	negatives	0		145858	
OsCGT3/UGT708A215	negatives	0		92841	
OsCGT3/UGT708A215	negatives	0		8658	
OsCGT3/UGT708A215	negatives	0		240	
OsCGT3/UGT708A215	negatives	0		15262172	
OsCGT3/UGT708A215	negatives	0		592453	
OsCGT3/UGT708A215	negatives	0		72304	
OsCGT3/UGT708A215	negatives	0		13807896	
OsCGT3/UGT708A215	negatives	0		11446884	
OsCGT3/UGT708A215	negatives	0		15731437	
OsCGT3/UGT708A215	negatives	0		11240776	
OsCGT3/UGT708A215	negatives	0		102928	
OsCGT3/UGT708A215	negatives	0		578495	
OsCGT3/UGT708A215	negatives	0		14713900	
OsCGT3/UGT708A215	negatives	0		577969	
OsCGT3/UGT708A215	negatives	0		129883109	
OsCGT3/UGT708A215	negatives	0		12398446	
OsCGT3/UGT708A215	negatives	0		615442	
OsCGT3/UGT708A215	negatives	0		7463	
OsCGT3/UGT708A215	negatives	0		20976640	
OsCGT3/UGT708A215	negatives	0		223144	
OsCGT3/UGT708A215	negatives	0		261391	
OsCGT3/UGT708A215	negatives	0		13015717	
OsCGT3/UGT708A215	negatives	0		248021	
OsCGT3/UGT708A215	negatives	0		10800915	
OsCGT3/UGT708A215	negatives	0		22716855	
OsCGT3/UGT708A215	negatives	0		7410	
OsCGT3/UGT708A215	negatives	0		521184	
OsCGT3/UGT708A215	negatives	0		12462	
OsCGT3/UGT708A215	negatives	0		7020	
OsCGT3/UGT708A215	negatives	0		66777173	
OsCGT3/UGT708A215	negatives	0		10748	
OsCGT3/UGT708A215	negatives	0		11833	
OsCGT3/UGT708A215	negatives	0		7644	
OsCGT3/UGT708A215	negatives	0		466268	
OsCGT3/UGT708A215	negatives	0		12732963	
OsCGT3/UGT708A215	negatives	0		610875	
OsCGT3/UGT708A215	negatives	0		323	
OsCGT6/UGT708A4015	negatives	0		607797	
OsCGT6/UGT708A4015	negatives	0		231093	
OsCGT6/UGT708A4015	negatives	0		12553720	
OsCGT6/UGT708A4015	negatives	0		619834	
OsCGT6/UGT708A4015	negatives	0		142094	
OsCGT6/UGT708A4015	negatives	0		10680	
OsCGT6/UGT708A4015	negatives	0		12582098	
OsCGT6/UGT708A4015	negatives	0		12514018	
OsCGT6/UGT708A4015	negatives	0		2817225	
OsCGT6/UGT708A4015	negatives	0		30553	
OsCGT6/UGT708A4015	negatives	0		6996	
OsCGT6/UGT708A4015	negatives	0		53441188	
OsCGT6/UGT708A4015	negatives	0		7150	
OsCGT6/UGT708A4015	negatives	0		94525	
OsCGT6/UGT708A4015	negatives	0		244778	
OsCGT6/UGT708A4015	negatives	0		13045738	
OsCGT6/UGT708A4015	negatives	0		98955	
OsCGT6/UGT708A4015	negatives	0		12669351	
OsCGT6/UGT708A4015	negatives	0		61151	
OsCGT6/UGT708A4015	negatives	0		64802	
OsCGT6/UGT708A4015	negatives	0		261394	
OsCGT6/UGT708A4015	negatives	0		255587	
OsCGT6/UGT708A4015	negatives	0		928228	
OsCGT6/UGT708A4015	negatives	0		85773370	
OsCGT6/UGT708A4015	negatives	0		11502	
OsCGT6/UGT708A4015	negatives	0		611808	
OsCGT6/UGT708A4015	negatives	0		5262584	
OsCGT6/UGT708A4015	negatives	0		8417	
OsCGT6/UGT708A4015	negatives	0		119087140	
OsCGT6/UGT708A4015	negatives	0		3102	
OsCGT6/UGT708A4015	negatives	0		53395455	
OsCGT6/UGT708A4015	negatives	0		55273731	
OsCGT6/UGT708A4015	negatives	0		9229	
OsCGT6/UGT708A4015	negatives	0		54105512	
OsCGT6/UGT708A4015	negatives	0		466273	
OsCGT6/UGT708A4015	negatives	0		71422187	
OsCGT6/UGT708A4015	negatives	0		56629747	
OsCGT6/UGT708A4015	negatives	0		4114	
OsCGT6/UGT708A4015	negatives	0		96744	
OsCGT6/UGT708A4015	negatives	0		9025	
OsCGT6/UGT708A4015	negatives	0		67591	
OsCGT6/UGT708A4015	negatives	0		1481671	
OsCGT6/UGT708A4015	negatives	0		11507421	
OsCGT6/UGT708A4015	negatives	0		16716	
OsCGT6/UGT708A4015	negatives	0		79332	
OsCGT6/UGT708A4015	negatives	0		6199	
OsCGT6/UGT708A4015	negatives	0		5150599	
OsCGT6/UGT708A4015	negatives	0		148791698	
OsCGT6/UGT708A4015	negatives	0		67650	
OsCGT6/UGT708A4015	negatives	0		21928631	
OsCGT6/UGT708A4015	negatives	0		10264408	
OsCGT6/UGT708A4015	negatives	0		8499	
OsCGT6/UGT708A4015	negatives	0		12463	
