cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12
13	-0.35051582355401456	-0.12226253814752404	0.6054664425981364	0.3143061407470794	0.7827590245755034	0.2322222007767616	-1.0560071006232201	-0.2620943498663882	0.1363485833780126	0.3056646908269289	-0.02710051328880984	-0.3210053193299179
66	-0.01680525094713895	-0.5017163349754598	1.0526443201695845	0.6286202004045275	0.42595555589830486	0.0007357060001022714	-0.6691134760983521	-0.09935832122724014	0.16124309420914087	0.21194212399746265	0.05400530709759762	-0.13694582730446955
72	-0.39865567541362656	-0.24908270868914106	0.9907246725615472	0.8539043808968804	-0.39163559488801075	0.3296010943415918	0.7699972457356544	0.032840111645006546	0.6118853313852375	0.06285119986357725	0.3801495714130248	-0.2607228888099318
102	0.07499942512565153	-0.5386230155975558	1.0210255154345527	1.2025051095692458	0.4838259602548478	-0.002020876550991568	-0.4963981402615269	-0.11163970687097285	-0.04992692294306668	-0.16412073193767945	0.036777264414180985	0.08423635336221383
125	0.34017605638816706	-0.24726054012159093	1.0557598519426579	1.2461725488309756	0.4970857970558892	-0.16050457546783847	-0.41376617005312716	0.04604867838784856	-0.10587613559560738	-0.06343517665201054	0.17917772943676977	-0.0034269224772366844
135	-0.24905464736943347	0.002874489126748907	0.9513960069825111	0.9399564763864855	-0.24050859516968004	0.6128094332141646	0.682936311955	0.06669838213042079	0.5505552369797658	0.15127817456412088	0.4314615428570387	-0.17527389959806589
240	-0.552251670639461	0.24788575250218692	0.5053870933475196	0.3657970958688319	0.7999071197716112	0.3871619160099962	-0.6792658037625428	-0.4651989511417709	0.5346026492021998	0.6775537419928143	-0.42662971889675	-0.04580487955954549
241	-0.1785277125034414	0.4809932444234144	0.5431044629735031	0.27366795965481017	1.06010778465525	0.31789040850007166	-0.9788400942614102	-0.11764054996440364	0.09715505012441819	0.027560348000835042	-0.0863731333997467	-0.26513800071702737
244	-0.00327078560550774	0.24985478071059847	0.5741514323507236	1.0711100554858999	0.9060575876578775	0.20589711795584142	-0.8435505025096958	-0.20846388794623266	0.11562756448615176	-0.3519592740669608	-0.019996370322685773	0.09767864534808593
289	-0.0831019998496622	-0.3047737319302552	1.0352201716075164	0.7128092112253613	0.6594043737264634	0.05480400038207457	-0.5214266043133045	-0.3187867777413608	0.3617261006799985	-0.030644850529838147	0.09843563002427305	0.06410359253754078
323	-0.21177497470223838	-0.6289519399258021	-0.29494138025065975	-0.17133176213866302	1.0122508235511205	0.9917073561703283	-0.5265989447240678	0.06662532190813236	0.35444642947419774	0.0983828890666775	-0.08293075164892168	-0.06931578478656546
338	-0.4587527663633435	0.04823079801732276	0.7893693004997009	0.8967982755507198	-0.10141103861705303	0.8443299290182259	0.530243502178908	-0.11840217128095706	0.7373259992788304	-0.21753048670864866	0.2295699839137054	0.09666071103972226
366	-1.2081411885047009	-0.49439723365183424	-1.6316751086241366	-0.9944620232589222	-0.14952940961909386	1.013667533632933	0.6638646981556505	1.0641048251526366	-0.481151471716417	0.5788421008037948	0.10142535685659441	-0.32595003522249494
681	0.09539161207261276	-0.5072112899692295	1.1620176366724937	1.149471138740189	0.3321173476323478	-0.42505445442339856	-0.3536374755605281	-0.002966887175317831	-0.0388253341197291	-0.18896456252949193	0.3131030932527858	0.02791237243460744
780	-0.21020032104057604	-0.22372393973829943	0.9810130339746722	1.2475548700386543	-0.41981186885440125	0.4931783224499176	0.7027351045487839	0.32458425357949483	0.20618235886877478	-0.060338405274818215	0.37694198668014395	0.08412929406994989
802	-0.45963473364411467	0.5403415954520191	0.24521690019745643	1.1874200013458698	0.271584194494569	0.9826267251500768	0.1257005957330103	0.17129197223765433	0.5880281582696604	-0.27499246481924805	0.26088712334994585	0.3115602819720319
932	1.5552901907275116	-2.0374375002711607	1.0730278286380508	-0.478171842425761	-0.1909577328822419	0.7722475371582758	0.6324385366066945	-1.3836666870980057	-1.1630874759891452	0.523853051562097	0.5084540064918583	-0.05548610682082803
980	0.15683072928025585	-0.4331372869663858	1.0235910129514092	0.7195045365747437	0.4024422999062244	0.1589987222500377	-0.09992808990481329	0.011223385281069023	0.33691203548443155	0.21483768769601294	0.3215194375797694	-0.10122863767138966
996	0.01419020532584494	-0.4187650408654123	1.111740005375489	0.7777006837826077	0.6380788768429297	0.22014964397211817	-0.4853665596162189	-0.26840626390021977	0.2466594351541752	0.1373473289447515	0.12401194136346023	0.026506879005907473
1140	-0.390023734261014	0.37959286721753654	0.33536759285504497	0.01148807004448174	0.9044608108131449	0.20985062118138229	-0.9934504502977066	-0.2728825080205927	0.2427534945008207	0.08649138576338236	0.0019016569055242433	0.15240607762416095
1254	1.402339122059859	1.2582204193112017	0.5868660313017808	-0.657055501386825	0.44779445422010644	-0.46657969633708946	-0.6685338871821469	0.16922318700094965	-0.10330737484999826	-0.5265852547422593	0.0958998221743534	-0.8273154609401727
1738	-1.1467328322228	-0.22245194110667824	0.14935353595120907	0.5999863315005136	-1.1089281440592937	-1.4074996117007235	0.5898846629643619	-0.17825469025091367	0.10072348154311066	-0.9523669214590414	0.5976088510351227	0.35462845787787195
2345	-1.1766318893667782	0.7227377470223174	-0.1810275039061788	1.1234124599047826	0.21964854851071713	0.9782262565972649	0.0489932594221476	-0.545690091676997	0.3237328090639247	-0.7236350226340837	0.4692198665585927	0.117312031920071
3102	-0.8974713645169387	0.5466479240778627	0.22810053233843952	0.6221720011956234	0.42073529016863337	1.1764725869104347	-0.034641111193118176	-0.42888472162840985	0.6127361149174947	-0.10720455261651513	0.1329251992750254	-0.09583110712832457
3314	-0.7953197076570888	-0.4178819633829736	0.5272255020732923	0.42118734811052394	-0.39306380628099225	-2.2610772033233415	-0.49874253271704694	-0.2358113379585582	-0.5635949576744409	-0.4094744907341238	0.07453638681478247	0.7238401101083276
3469	-0.2677655035135526	-0.449823442165336	1.0604632167158579	0.8748705789326907	-0.471896692251531	0.48837169237336914	0.8186415355348815	0.13482059832012955	0.4679424453272589	0.10445352910140261	0.3237208291511009	-0.11892663379585527
3830	-0.021753312173247923	0.16547029120752235	0.09966361913945238	1.0392526256714578	1.377039864877655	0.473112806572113	-1.5304322354693796	-0.08065622791910777	-0.2746314947544191	-0.15986431594526437	-0.09806178610043996	0.9965515798193744
4133	-1.04954777895291	0.07503778615309828	0.06645684203425085	0.4008165113854299	-0.4939387369431138	0.015965166855300292	0.501503515949947	-0.3657778636571637	0.4856411860301776	-0.4485431760335596	0.25550537632220366	0.15169926598913075
