cid	smiles	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	MolecularWeight	HBondAcceptorCount	HBondDonorCount	RotatableBondCount	Complexity	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	TPSA	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount	VanDerWaalsVolume	Charge	SASA	AtomStereoCount	BondStereoCount	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino
442793	CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O	118	4	-0.5042546045039152	0.29329374159579724	0.29329374159579724	0.5042546045039152	294.39099999999945	4	2	14	1360.5637338347824	-1.55	163.01187473241987	1	0	0	0	4	2	0	66.76	0	0	0	1	1	0	0	0	0	0.5882352941176471	0.9963611694632757	0.7678823806654664	0.0017411102909536194	0.08523156683866327	0.9785559049882144	0.10864950964000392	4.807670192193805	3.233800000000002	82.75260000000004	21	293.2080000000001	0	415.97801162841904	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	6	6	0	0	0	0
442985	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)NC1	168	3	-0.39279668484713365	0.21046072331113358	0.21046072331113358	0.39279668484713365	413.64599999999933	3	2	5	2450.619836977508	-0.38	243.51925561167405	6	0	0	2	3	2	1	41.49	6	4	2	0	0	0	3	2	5	0.9259259259259259	0.9839008392134383	0.5630290075712929	0.0007368193366122796	0.17871524443956013	0.9640706491632709	0.26988663289699316	4.354648452218329	5.286900000000005	119.75150000000008	30	411.9840000000001	0	533.1711582469156	11	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	9	0	0	0	0
444539	C1=CC=C(C=C1)C=CC(=O)O	56	2	-0.47807360446595853	0.327821184684523	0.327821184684523	0.47807360446595853	148.16100000000006	2	1	2	551.0677196845528	-1.5699999999999998	76.11881654221203	1	0	0	0	2	1	0	37.3	0	0	0	1	1	0	0	0	0	0.0	0.992814352791586	0.6839495309349961	0.006341037137391504	0.11966478550945664	0.8806891427689928	0.0028200910699516207	2.799106759692679	1.7844	43.11180000000002	11	138.41600000000003	0	189.90271347448282	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
445154	C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O	86	3	-0.5079662507800027	0.29309606656620196	0.29309606656620196	0.5079662507800027	228.24700000000007	3	3	5	959.8677752605923	-2.42	116.03113655515344	2	0	0	0	3	3	0	60.69	0	0	0	2	2	0	0	0	0	0.0	0.9942076563239004	0.7122102306157742	0.0023749567414909534	0.10747621181888242	0.8929478805628247	0.0037469584305078723	3.915367482588441	2.973800000000002	66.80640000000001	17	207.05600000000004	0	276.4634741819608	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
445858	COC1=C(C=CC(=C1)C=CC(=O)O)O	74	4	-0.5042543435661512	0.3278212028831469	0.3278212028831469	0.5042543435661512	194.18600000000006	4	2	5	696.1048685098584	-1.97	95.2881488967744	1	0	0	0	4	2	0	66.76	0	0	0	1	1	0	0	0	0	0.1	0.9875551056268675	0.6022636733770758	0.002569795984893302	0.15727337139613462	0.8443910363919606	0.01788349860866162	3.281455834817562	1.4986	51.328600000000016	14	173.54400000000004	0	235.59513992934745	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0
449093	CC(=CCNC1=NC=NC2=C1NC=N2)CO	84	6	-0.39203399397184807	0.2105120682747875	0.2105120682747875	0.39203399397184807	219.24800000000013	5	3	6	967.0263165591928	-1.95	110.9277755154743	2	0	0	2	6	3	0	86.72000000000001	0	0	0	2	0	2	0	0	0	0.3	0.9862968680927556	0.5848512594839905	0.002065072479002219	0.16498026545748248	0.8807411200283048	0.1373926812589666	3.472809114516453	0.7033999999999998	61.01620000000002	16	198.66400000000004	0	277.7055867403151	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
466268	COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3	94	3	-0.49662359443405996	0.19282099339145672	0.19282099339145672	0.49662359443405996	252.26900000000006	3	0	3	1279.8880926996112	-2.5499999999999994	126.47463412726621	3	0	0	1	3	0	0	39.44	0	0	0	3	2	1	0	0	0	0.0625	0.9847597964752977	0.5688930707167513	0.0014935627522565252	0.17391993343469966	0.8270999003103517	0.009127387448342043	3.5536227607133237	3.468600000000002	74.47200000000002	19	221.26400000000004	0	286.3381306999617	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
466272	C1=CC=C2C(=C1)C(=O)C=C(O2)C3=CC(=CC=C3)Cl	88	3	-0.4558190239169148	0.19281620771349656	0.19281620771349656	0.4558190239169148	256.68800000000005	2	0	1	1174.0679150316132	-2.0599999999999996	121.08450150974097	3	0	0	1	2	0	0	30.21	0	0	0	3	2	1	0	0	0	0.0	0.9885909513478711	0.6161883915299015	0.001726847267858161	0.15062513373640873	0.8493748662666095	9.782857570342455e-12	3.566738199901973	4.113400000000002	72.93000000000002	18	212.16000000000005	0	262.0175048785651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
466273	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)Cl	88	3	-0.4557640378548052	0.19281802209381566	0.19281802209381566	0.4557640378548052	256.68800000000005	2	0	1	1174.0679150316137	-2.0599999999999996	121.08450150974095	3	0	0	1	2	0	0	30.21	0	0	0	3	2	1	0	0	0	0.0	0.9811370457547118	0.5321698841694608	0.0013069296895814413	0.19331346939030544	0.806686530634425	6.08251096927348e-11	3.5268943482260005	4.113400000000002	72.93000000000002	18	212.44000000000005	0	261.8329778330148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
520466	CC(=O)OC1=C(C=CC(=C1)Cl)Cl	64	4	-0.4250736305611847	0.307576074466874	0.307576074466874	0.4250736305611847	205.04000000000005	2	0	2	484.28425385772715	-0.73	88.47271013261101	1	0	0	0	2	0	0	26.3	0	0	0	1	1	0	0	0	0	0.125	0.948513274668011	0.33571347283848446	0.001594342162655206	0.31673737982525235	0.7502462006830831	0.10164389312409654	2.736501533498148	2.918700000000001	47.77100000000002	12	160.26400000000004	0	205.14849496530437	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
521184	COC(=O)C1=CC(=CC=C1)F	58	3	-0.46541628062022344	0.33744844333886703	0.33744844333886703	0.46541628062022344	154.14000000000004	2	0	2	482.14254440765086	-1.3800000000000001	73.43668358194172	1	0	0	0	2	0	0	26.3	0	0	0	1	1	0	0	0	0	0.125	0.9726109031007447	0.46422612692458026	0.003407337152883684	0.23243930642116836	0.7709672258661396	0.03248698674758567	2.515170820653579	1.6122999999999998	37.739500000000014	11	133.29600000000002	0	185.27939313479908	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0
522000	CC(=O)OC1=C(C(=C(C=C1)Cl)Cl)Cl	70	5	-0.42506995004918036	0.307576114929137	0.307576114929137	0.42506995004918036	239.48500000000004	2	0	2	485.4295008854538	-0.44	97.37100585932487	1	0	0	0	2	0	0	26.3	0	0	0	1	1	0	0	0	0	0.125	0.9587588856441787	0.377966752109686	0.0015282653939610793	0.2842206874918376	0.7858598322216618	0.10386335061074438	2.7963065260357856	3.5721000000000007	52.78100000000002	13	174.65600000000003	0	210.7248618112294	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
577969	CC(=O)OC1=CC=CC(=C1)C(=O)OC	74	4	-0.4654158782506639	0.33748144270787855	0.33748144270787855	0.4654158782506639	194.18600000000006	4	0	4	690.5950935055315	-1.8399999999999999	95.49101123786278	1	0	0	0	4	0	0	52.60000000000001	0	0	0	1	1	0	0	0	0	0.2	0.9707776342013359	0.44592646637049493	0.002038736602103893	0.2399808011788802	0.8226555386627753	0.07015900733993943	2.9883232946080143	1.3985	49.09050000000003	14	174.04800000000003	0	247.82135977111307	0	0	2	2	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0
578495	CC(=O)OC1=CC=C(C=C1)C(=O)OC	74	4	-0.46541749761421064	0.33734606000446427	0.33734606000446427	0.46541749761421064	194.18600000000006	4	0	4	661.3450935055316	-1.8399999999999999	95.49101123786278	1	0	0	0	4	0	0	52.60000000000001	0	0	0	1	1	0	0	0	0	0.2	0.9944274590925882	0.7181221377167581	0.0046658882494116935	0.10542309330814952	0.956986392042983	0.0693856759492131	3.214262415260716	1.3985	49.09050000000003	14	174.12000000000003	0	248.99598725496037	0	0	2	2	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0
579331	C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2F	86	3	-0.4571466304804157	0.34095689987361805	0.34095689987361805	0.4571466304804157	230.23800000000006	2	0	3	947.7478821621005	-2.1599999999999993	114.11365978867698	2	0	0	0	2	0	0	26.3	0	0	0	2	2	0	0	0	0	0.07142857142857142	0.9798070698928986	0.5189915296184154	0.002021595876671402	0.1999452569777355	0.9265413691325018	0.2447154904388381	3.2535501902179367	3.1827000000000014	61.96150000000003	17	204.29600000000005	0	281.8381360759022	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0
584904	COC1=CC=CC=C1C(=O)OCC2=CC=CC=C2	92	3	-0.4958555073100322	0.3417540491454127	0.3417540491454127	0.4958555073100322	242.2740000000001	3	0	5	1079.2619979030837	-2.2899999999999996	125.64152323015769	2	0	0	0	3	0	0	35.53	0	0	0	2	2	0	0	0	0	0.13333333333333333	0.9882863684795851	0.6108497327964818	0.0018642272744189435	0.15261079213946138	0.903429282798623	0.14349497812255693	3.6707297744974716	3.052200000000002	68.55550000000004	18	223.91200000000006	0	308.1143589314032	0	0	1	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	6	0	0	0	0
592453	COC1=CC2=C(C=C1)OCO2	58	3	-0.49661983227351825	0.23080373896621278	0.23080373896621278	0.49661983227351825	152.14900000000006	3	0	2	538.0211876804501	-1.3800000000000001	75.73585588462406	2	0	0	1	3	0	0	27.69	1	0	1	1	1	0	0	0	0	0.25	0.9874665643119865	0.6006152625143509	0.005973054867084618	0.15782833828524398	0.8517031103871923	0.06395981243073817	2.442593669457883	1.4238999999999997	39.11700000000001	11	133.53600000000003	0	188.53722251638433	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0
595377	COC1=CC=CC=C1C=CC(=O)OC	74	3	-0.4961371454060346	0.3299873913020068	0.3299873913020068	0.4961371454060346	192.21400000000008	3	0	5	761.400892443521	-1.77	99.81476922036698	1	0	0	0	3	0	0	35.53	0	0	0	1	1	0	0	0	0	0.18181818181818182	0.9822924123684945	0.5429039522286527	0.0022177092880136928	0.18735425429726366	0.8159573975426692	0.0266350576553395	3.1990159630283395	1.8813999999999997	54.044000000000025	14	181.03200000000004	0	251.90689800842281	0	1	1	1	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	6	0	0	0	0
596339	C1=CC2=C(C=CC(=O)O2)C=C1F	60	3	-0.42272581058078207	0.3356903558826217	0.3356903558826217	0.42272581058078207	164.13500000000002	2	0	0	694.3164085559046	-1.64	74.26979447905026	2	0	0	1	2	0	0	30.21	0	0	0	2	1	1	0	0	0	0.0	0.9855113255638573	0.5774733862794652	0.004786230441953261	0.16960963175883836	0.8303903682426231	1.3204630694666126e-11	2.4964248318384823	1.9321	42.44200000000001	12	132.56000000000003	0	171.72773070455293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
607716	CC(=O)OC1=CC=C(C=C1)C(=O)C2=CC=CC=C2	90	3	-0.4267331493169086	0.307523943140958	0.307523943140958	0.4267331493169086	240.25800000000007	3	0	4	1031.7308734819878	-2.4199999999999995	121.87955910035893	2	0	0	0	3	0	0	43.370000000000005	0	0	0	2	2	0	0	0	0	0.06666666666666667	0.9911760156073974	0.6545202199390168	0.0021926265612507104	0.13255227679917192	0.9169536202068023	0.08154389305508385	3.668330130172	2.842900000000001	67.62550000000003	18	219.04000000000005	0	299.7435554543543	0	0	2	2	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
607798	C1=CC=C(C=C1)C=CC2=CC(=CC=C2)F	74	1	-0.2069892882294272	0.1233044475960491	0.1233044475960491	0.2069892882294272	198.24000000000007	0	0	2	828.8312172156878	-1.8899999999999995	104.14898942694208	2	0	0	0	0	0	0	0.0	0	0	0	2	2	0	0	0	0	0.0	0.9956258095284427	0.7458964176702227	0.0038124643704090396	0.09343044151042605	0.9065695585277079	9.619767254803617e-11	3.5830908839547173	3.996100000000002	61.770000000000024	15	186.41600000000005	0	250.0099116203206	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
610875	COC1=CC=CC(=C1)C=CC2=CC=CC=C2	80	1	-0.4967458541699064	0.1189561962718652	0.1189561962718652	0.4967458541699064	210.2760000000001	1	0	4	1039.7144387483336	-2.0199999999999996	115.67685286842277	2	0	0	0	1	0	0	9.23	0	0	0	2	2	0	0	0	0	0.06666666666666667	0.99335191069876	0.6943584319592263	0.002697058696917375	0.11511725114474704	0.8860641211200583	0.009862566776210694	3.685110760902544	3.8656000000000024	68.36400000000003	16	205.42400000000004	0	277.4181000575586	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
611808	C1=CC=C(C=C1)C=CC2=CC(=CC=C2)Cl	74	1	-0.08432176680170494	0.06447629976011976	0.06447629976011976	0.08432176680170494	214.69500000000008	0	0	2	828.8312172156878	-1.5299999999999994	110.2867202508975	2	0	0	0	0	0	0	0.0	0	0	0	2	2	0	0	0	0	0.0	0.9949375539205902	0.728812511173485	0.002988982884406902	0.10049509340516215	0.8995049068115225	5.002865364420664e-10	3.7347080697581374	4.510400000000002	66.82200000000003	15	196.28000000000006	0	251.31781948776975	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615442	C1=CC=C2C(=C1)C(=O)C3=C(O2)C=C(C=C3)Cl	78	3	-0.45576189621398555	0.20002401368039568	0.20002401368039568	0.45576189621398555	230.65000000000003	2	0	0	993.5054699828711	-1.7999999999999998	105.89913083507652	3	0	0	1	2	0	0	30.21	0	0	0	3	2	1	0	0	0	0.0	0.9862455745382834	0.5860991405407573	0.0022669093781252357	0.16528661985669435	0.8347133801446925	2.5758250023082785e-12	3.10782123184662	3.5996000000000015	65.00000000000001	16	184.91200000000003	0	227.5220066517875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
622751	CC(=O)OC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=C(C=C3)OC	116	5	-0.49676778655283643	0.3075261461522712	0.3075261461522712	0.49676778655283643	310.3049999999998	5	0	5	1490.4221687860809	-3.0799999999999996	151.28952668594567	3	0	0	1	5	0	0	65.74000000000001	0	0	0	3	2	1	0	0	0	0.1111111111111111	0.987201935340478	0.5966115201972907	0.0009543019702233069	0.15947519825983772	0.8630876942426866	0.02860244924247272	4.299120415963211	3.393900000000002	85.78100000000003	23	268.00800000000004	0	352.741958372544	0	0	1	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0
625694	CC(=O)OC1=C(C=CC(=C1)Cl)OC2=C(C=C(C=C2)Cl)Cl	104	6	-0.45186969946481625	0.3076577510557644	0.3076577510557644	0.45186969946481625	331.5819999999998	3	0	4	995.343337749775	-1.4199999999999995	143.16152729556703	2	0	0	0	3	0	0	35.53	0	0	0	2	2	0	0	0	0	0.07142857142857142	0.9541201021043346	0.35381778008335424	0.0006779017261654624	0.2994241652913374	0.8141807232647266	0.19542272305720632	3.575485699409363	5.3644000000000025	79.29700000000003	20	254.52000000000007	0	319.23607477902635	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
627458	COC1=C(C=CC(=C1)Cl)OC2=C(C=C(C=C2)Cl)Cl	94	5	-0.4927890511334686	0.16895112378608082	0.16895112378608082	0.4927890511334686	303.57199999999983	2	0	4	901.952418023046	-1.0899999999999994	132.63506308112665	2	0	0	0	2	0	0	18.46	0	0	0	2	2	0	0	0	0	0.07692307692307693	0.9776588430444788	0.499224542849665	0.001198350736704546	0.21019797005901614	0.9127523426084088	0.23195042862263604	3.559543517420249	5.447700000000002	74.54000000000003	18	235.15200000000004	0	289.79652758995366	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
637540	C1=CC=C(C(=C1)C=CC(=O)O)O	62	3	-0.5073345137608306	0.3278234995405217	0.3278234995405217	0.5073345137608306	164.16000000000005	3	2	3	597.5908356321365	-1.7699999999999998	80.99972055253528	1	0	0	0	3	2	0	57.53	0	0	0	1	1	0	0	0	0	0.0	0.9863230902977544	0.5870177037906259	0.003947704254662277	0.164823425354188	0.8353278153591537	0.0011903928839657341	2.79659416655971	1.4899999999999995	44.77660000000001	12	147.36000000000004	0	199.5463300565323	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
637541	C1=CC(=CC(=C1)O)C=CC(=O)O	62	3	-0.5079442741939237	0.3278212027391188	0.3278212027391188	0.5079442741939237	164.16000000000005	3	2	3	597.5908356321365	-1.7699999999999996	80.99972055253528	1	0	0	0	3	2	0	57.53	0	0	0	1	1	0	0	0	0	0.0	0.9740252726638449	0.4742796953895995	0.002796347788526158	0.22643932567494238	0.7750488763362013	0.013428059222518472	2.7316237144218363	1.4899999999999995	44.77660000000001	12	148.08000000000004	0	205.43579891867736	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
