cid	smiles	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	MolecularWeight	HBondAcceptorCount	HBondDonorCount	RotatableBondCount	Complexity	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	TPSA	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount	VanDerWaalsVolume	Charge	SASA	AtomStereoCount	BondStereoCount	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino
15956	COC1=CC(=CC(=C1OC)OC)C(=O)OC	88	5	-0.49268769336543233	0.3376257574453922	0.3376257574453922	0.49268769336543233	226.2280000000001	5	0	8	759.9429776070692	-1.9100000000000001	113.54140371190061	1	0	0	0	5	0	0	53.99000000000001	0	0	0	1	1	0	0	0	0	0.36363636363636365	0.9336146416235139	0.30153783197193285	0.0008999833869263632	0.3582788033727333	0.6663743795991344	0.08150302587376504	3.0410144664125256	1.4989999999999997	57.43750000000003	16	205.72000000000006	0	292.4265531282275	0	0	1	1	0	0	4	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0
15965	C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N	70	7	-0.47646793467944343	0.3556981274906749	0.3556981274906749	0.47646793467944343	241.46100000000004	4	2	2	443.51720390426783	-0.71	92.63913346784496	1	0	0	1	4	3	0	76.21	0	0	0	1	0	1	0	0	0	0.0	0.9426102060821747	0.33242772025499495	0.001068669283069593	0.33389519222312875	0.6671394350709163	0.021406084478506504	2.783366315283529	2.3222	50.63869999999999	13	164.97600000000003	0	190.18393045490677	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
16125	COC1=C(C=CC(=C1)Cl)Cl	54	3	-0.49514389988506624	0.1384329052853064	0.1384329052853064	0.49514389988506624	177.03000000000006	1	0	2	400.8608319477011	-0.4000000000000002	77.94624591817065	1	0	0	0	1	0	0	9.23	0	0	0	1	1	0	0	0	0	0.14285714285714285	0.9585220592073258	0.3879758333907138	0.0022219817733703587	0.2850183538176934	0.7177904048096857	0.04450057483611049	2.532056970598715	3.0020000000000016	43.01400000000002	10	139.20000000000005	0	173.30344082502504	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
16126	COC1=C(C(=CC=C1)Cl)Cl	54	3	-0.4951421455194044	0.13847726275572295	0.13847726275572295	0.4951421455194044	177.03000000000006	1	0	2	400.8608319477011	-0.4000000000000002	77.94624591817066	1	0	0	0	1	0	0	9.23	0	0	0	1	1	0	0	0	0	0.14285714285714285	0.940079398746151	0.3246909293791726	0.0019833860940467107	0.34095560422593923	0.6625128372080857	0.046205203072713655	2.354493092645568	3.0020000000000016	43.01400000000002	10	139.76800000000003	0	175.13501801020374	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
16666	CC1CCC(C(C1)O)C(C)C	66	1	-0.39282090888948124	0.21045980546925236	0.21045980546925236	0.39282090888948124	156.26900000000018	1	1	5	700.9428729450635	-0.04	97.99821291754922	1	0	0	0	1	1	0	20.23	1	1	0	0	0	0	1	0	1	1.0	0.9303170931556728	0.2694210217122672	0.0026617268462979936	0.36675619447035807	0.7766998010282788	0.36329945532756525	2.3359416877858945	2.4395000000000007	47.34980000000002	11	174.06400000000005	0	254.16780518036452	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
16668	COC1=CC=CC2=CC=CC=C21	60	1	-0.49611415540625864	0.12618034203420422	0.12618034203420422	0.49611415540625864	158.20000000000007	1	0	2	771.2473810312543	-1.5	85.64125999681374	2	0	0	0	1	0	0	9.23	0	0	0	2	2	0	0	0	0	0.09090909090909091	0.9417910162308151	0.3292534934878291	0.002217030387609175	0.33619887231656287	0.6675055152434394	0.025779373247163083	2.381453287993885	2.8484000000000007	50.50000000000003	12	151.33600000000004	0	209.93260643376667	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
17090	CC(CCC=C(C)C)C=C	58	0	-0.10281362783747308	0.057513384064901675	0.057513384064901675	0.10281362783747308	138.25400000000005	0	0	7	633.3244772645952	-0.52	89.93399299605106	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.6	0.9774839874175797	0.496253052560794	0.004314192795435085	0.21100960722732215	0.8861219822524437	0.2540602920757571	2.7170952085955054	3.5549000000000026	48.02600000000003	10	165.96800000000005	0	256.2194063492665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
17100	CC1=CCC(CC1)C(C)(C)O	64	1	-0.39017057506874137	0.21084081819892891	0.21084081819892891	0.39017057506874137	154.25300000000016	1	1	5	676.9010643439059	-0.3	94.49866888502933	1	0	0	0	1	1	0	20.23	1	1	0	0	0	0	0	0	0	0.8	0.9677304248288292	0.42721040548278916	0.004224882512362151	0.2519877474414456	0.8987063402577111	0.2793207328853454	2.4258804001318315	2.5037000000000007	47.39580000000002	11	168.55200000000005	0	249.12319553972446	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	3	27	0	0	0
18950	C(C1C(C(C(C(O1)O)O)O)O)O	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8755318314102382	0.16049066758970176	0.001902972251815216	0.4831604414554591	0.7520024859207878	0.3963318609428086	2.2524904337806135	-3.2213999999999987	35.98599999999999	12	151.36000000000004	0	219.20028034451622	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0
19089	COCCC1=CC=CC=C1	54	1	-0.3843454194131367	0.06256179895300135	0.06256179895300135	0.3843454194131367	136.19400000000005	1	0	4	560.2353318335923	-0.8200000000000001	78.49942069420739	1	0	0	0	1	0	0	9.23	0	0	0	1	1	0	0	0	0	0.3333333333333333	0.9899356492936492	0.6361926855227211	0.007308974782780774	0.14151823295095642	0.9403764094747308	0.19251205659342155	2.636038936618576	1.8755	42.02200000000002	10	141.58400000000003	0	213.52530340303582	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0
19212	CC(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)C(CCC(C)(C)O)O	188	6	-0.39283984698196794	0.21136622813142641	0.21136622813142641	0.39283984698196794	464.6429999999994	6	5	15	2439.4000510362694	-0.7900000000000003	259.8995625148838	4	0	0	0	6	5	0	118.22000000000001	4	4	0	0	0	0	3	0	3	0.8888888888888888	0.9911146837698325	0.6545928314889287	0.0006723839155354423	0.13301008839868153	0.9400717930069261	0.16839618198519937	4.8424271144603805	2.7391000000000023	125.14200000000007	33	445.1120000000001	0	552.3693333465349	10	0	1	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	15	36	0	0	0
19309	CC1C(=O)C(=C(O1)C)O	50	3	-0.5019496330505867	0.29341078905273327	0.29341078905273327	0.5019496330505867	128.12699999999995	3	1	3	379.7022048426539	-0.99	64.26426275531551	1	0	0	1	3	1	0	46.53	1	0	1	0	0	0	0	0	0	0.5	0.9161118901953778	0.264023288519134	0.0030881893668203617	0.40092269160357097	0.6346562870322157	0.16311962315692055	2.0178815292148844	0.7637	30.88279999999999	9	117.20800000000003	0	179.33185797264602	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	5	3	0	0	0	0
19710	COCCC(=O)OC	48	3	-0.46893246235667524	0.3073470165498058	0.3073470165498058	0.46893246235667524	118.13199999999993	3	0	5	314.4552910918339	-0.5700000000000001	62.637337046151664	0	0	0	0	3	0	0	35.53	0	0	0	0	0	0	0	0	0	0.8	0.985850290260983	0.5801475353692175	0.009008481441135252	0.1676281754131308	0.9105569957939893	0.23831907070070907	2.3030194686009966	0.19589999999999996	28.508999999999986	8	116.38400000000003	0	182.99792739963632	0	0	1	1	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0
20421	CC1=CC(=C(C=C1)C(C)C)Cl	60	1	-0.08402053544487673	0.06413317977236344	0.06413317977236344	0.08402053544487673	168.66700000000012	0	0	4	607.6723138440991	-0.49000000000000005	91.45905430614657	1	0	0	0	0	0	0	0.0	0	0	0	1	1	0	0	0	0	0.4	0.9207959668628448	0.2544841175657205	0.001862396519804994	0.3900445966926332	0.7045449199962037	0.23217590278087133	2.4540337994522448	3.7718200000000026	50.278000000000034	11	163.83200000000005	0	231.75658566636022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20824	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C	138	9	-0.48039881311352484	0.3273993847027013	0.3273993847027013	0.48039881311352484	378.4059999999998	7	3	7	1446.1102407058681	-2.55	178.62233200605834	3	2	0	2	8	3	0	124.01	2	0	2	1	1	0	0	2	2	0.4117647058823529	0.9393160050757438	0.29577426674191487	0.0005353607059636412	0.343053119222877	0.8526533775957827	0.3245298189627802	3.6700794398712695	0.4864999999999998	92.47730000000006	26	318.7360000000001	0	433.20299897972416	4	0	4	2	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
21648	CC(=O)CCC1=CC=C(C=C1)O	64	2	-0.5079666452403971	0.29309207049632074	0.29309207049632074	0.5079666452403971	164.2040000000001	2	1	5	648.3917571177661	-1.31	88.79324368946412	1	0	0	0	2	1	0	37.3	0	0	0	1	1	0	0	0	0	0.3	0.9944439204193978	0.7172689444037246	0.005896548150297392	0.10526770226854103	0.9289038485209548	0.1153038745755168	3.044568914176291	1.9137999999999997	47.10880000000003	12	161.55200000000005	0	239.0137011481086	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
21671	CC1=CCC(CC1)C(C)C	58	0	-0.08532444770707237	0.05753415745518104	0.05753415745518104	0.08532444770707237	138.25400000000005	0	0	4	655.950561654494	-0.26	89.61776487470608	1	0	0	0	0	0	0	0.0	1	1	0	0	0	0	0	0	0	0.8	0.9606416890099735	0.38519480183121607	0.004480769002619474	0.27779047020383035	0.8607086671761915	0.3086168133355817	2.3125643601862063	3.3888000000000025	45.93600000000002	10	160.46400000000003	0	241.74972466559976	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
22503	COC1=CC(=C(C=C1Cl)Cl)Cl	60	4	-0.49514201149050097	0.13854169052451143	0.13854169052451143	0.49514201149050097	211.47500000000005	1	0	2	402.0060789754278	-0.11000000000000021	86.84454164488452	1	0	0	0	1	0	0	9.23	0	0	0	1	1	0	0	0	0	0.14285714285714285	0.9476721574519443	0.3473384913951082	0.0013907051183872474	0.3192451753595929	0.6829936438362282	0.045700628299135626	2.698622003477338	3.655400000000001	48.024000000000015	11	154.87200000000004	0	182.25307058118463	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
22812	CC(=O)OC1=C(C=C(C=C1)Cl)Cl	64	4	-0.4251283254872111	0.3075752473721335	0.3075752473721335	0.4251283254872111	205.04000000000005	2	0	2	484.28425385772715	-0.73	88.47271013261101	1	0	0	0	2	0	0	26.3	0	0	0	1	1	0	0	0	0	0.125	0.972877177360354	0.4599800521856531	0.002386098837796959	0.23132228118222922	0.84441937499314	0.10280890605910856	2.782777626383541	2.918700000000001	47.77100000000002	12	159.65600000000003	0	205.95092225824837	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
26305	CC(C)(C1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O	94	4	-0.4866673661956376	0.3356925253663934	0.3356925253663934	0.4866673661956376	246.26200000000009	4	1	4	1165.6191372051737	-1.81	123.56232223591827	3	0	0	2	4	1	0	59.67	1	0	1	2	1	1	0	0	0	0.35714285714285715	0.9936493990851639	0.7001736559220063	0.0028381910637558265	0.11252053900374308	0.9252924545249093	0.09725385678860064	3.462352322671677	1.8673999999999995	66.90180000000002	18	216.24800000000005	0	290.27065720624734	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	27	1	0	0
26945	CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Fe+2]	220	9	-0.657364532966481	2.0	0.657364532966481	2.0	616.4990000000016	6	2	12	3232.6341231268475	-4.46051948051948	305.17466158801574	5	0	8	5	8	2	0	128.58	2	0	2	3	0	3	0	0	0	0.23529411764705882	0.8827988192177679	0.21232085534811296	0.00010034725281903012	0.4697512584205759	0.6034459757914024	0.13312840962439515	4.639504520724512	6.455140000000007	165.6975999999997	43	530.6240000000001	0	689.5204194157302	0	0	2	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	2	0	0	0	0	0
26955	CC1=C(C(CCC1)(C)C)C=CC(=O)C	78	1	-0.2951807665268281	0.15212328706486747	0.15212328706486747	0.2951807665268281	192.30200000000016	1	0	6	902.0753403950475	-0.8500000000000001	114.99445128609105	1	0	0	0	1	0	0	17.07	1	1	0	0	0	0	0	0	0	0.6153846153846154	0.9556359329484232	0.362001909565436	0.0018501760669665716	0.29455044331624586	0.7940650559194103	0.24539535924527456	2.8129630173560862	3.6582000000000026	60.15300000000004	14	205.97600000000006	0	292.22977033379226	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
27582	C1=CC(=C(C(=C1O)Cl)Cl)Cl	54	4	-0.5063360989163133	0.29317549304618634	0.29317549304618634	0.5063360989163133	197.44800000000004	1	1	1	326.4630927223895	-0.10999999999999999	77.43701731096867	1	0	0	0	1	1	0	20.23	0	0	0	1	1	0	0	0	0	0.0	0.9357980367633554	0.3152363880511097	0.0016165657806193506	0.3525365717054753	0.6474634282999253	1.4828873725810217e-11	2.398736108130281	3.3524000000000007	43.13680000000001	10	137.36800000000002	0	156.41937520249485	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28659	CC(C(=O)OC)Cl	42	3	-0.4679204227179384	0.32297127555048244	0.32297127555048244	0.4679204227179384	122.55099999999997	2	0	3	228.82474393448558	-0.24000000000000005	57.247204428626404	0	0	0	0	2	0	0	26.3	0	0	0	0	0	0	0	0	0	0.75	0.9191078764143582	0.24460817305120824	0.006080933954240789	0.3940059790321573	0.9331041129294076	0.3496960313117088	1.9229302865459652	0.7867	27.330999999999992	7	106.68000000000002	0	157.8820037952735	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0
30479	CC(C)(C)C1=NN=C(N(C1=O)N)SC	78	6	-0.3339599872840598	0.29465358329853397	0.29465358329853397	0.3339599872840598	214.29400000000015	6	1	3	737.9580253092176	-1.04	106.47384179880231	1	0	0	1	5	2	0	73.8	0	0	0	1	0	1	0	0	0	0.625	0.976348924943188	0.48648194363398783	0.002455660071332348	0.2162007788197834	0.8531835228268912	0.21776991174489535	2.785537759315758	0.3715000000000003	56.923400000000015	14	191.43200000000004	0	261.5484276717686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
30553	COC(=O)C1=CC2=CC=CC=C2OC1=O	76	4	-0.4652249665089228	0.35051898330782927	0.35051898330782927	0.4652249665089228	204.18100000000004	4	0	2	882.6864273607937	-2.1	96.3241221349713	2	0	0	1	4	0	0	56.51	0	0	0	2	1	1	0	0	0	0.09090909090909091	0.9863075430158545	0.5866908918610114	0.0029492548544396333	0.1649164351725693	0.8369891731186663	0.01727378757109532	2.904497027903368	1.5796000000000001	53.82350000000001	15	172.16000000000005	0	228.23126877476966	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	3	0	1	0	0
31211	CC(=O)CCC1=CC(=C(C=C1)O)OC	76	3	-0.5042546045039152	0.29329374159579724	0.29329374159579724	0.5042546045039152	194.2300000000001	3	1	7	778.4531525258419	-1.51	103.08167203370324	1	0	0	0	3	1	0	46.53	0	0	0	1	1	0	0	0	0	0.36363636363636365	0.9566480174956578	0.3652292538067767	0.001916771922937402	0.2912465804462392	0.8553138397669268	0.2315512226904956	2.9096819392262976	1.9223999999999997	53.66080000000004	14	186.98400000000004	0	268.2179159065562	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	3	0	0	0	0
31229	CC(=O)OC1=CC=CC=C1	52	2	-0.42673393771714485	0.30752393768931896	0.30752393768931896	0.42673393771714485	136.15000000000006	2	0	2	477.7940288620541	-1.31	70.67611867918332	1	0	0	0	2	0	0	26.3	0	0	0	1	1	0	0	0	0	0.125	0.9808453626387079	0.5299520885311415	0.007075063034587552	0.19478802476061438	0.9411341302692519	0.10238244123673779	2.314453009521923	1.6118999999999999	37.75100000000001	10	128.44800000000004	0	189.50414600529191	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
31244	COC1=CC=C(C=C1)C=O	52	2	-0.49676779267846277	0.14955258130421192	0.14955258130421192	0.49676779267846277	136.15000000000006	2	0	3	477.7940288620541	-1.31	70.67611867918333	1	0	0	0	2	0	0	26.3	0	0	0	1	1	0	0	0	0	0.125	0.9914288167192215	0.6590608106675712	0.008153083524292226	0.13064800564388462	0.8736063779746945	0.037941157184399374	2.4569604203501973	1.5076999999999998	38.38150000000001	10	128.18400000000003	0	178.8460425281198	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
