cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12
UNKNOWN1	-0.4745352124950677	1.4855304718700097	0.3093983685927997	0.08694354542049194	0.8050293178898755	0.8299766960679643	-0.38269203388229917	-0.019038670200251993	-0.24685222605852972	0.9397809713925337	0.16265129750781668	-0.2621985711629443
UNKNOWN2	1.2175827153745107	0.5228103218973436	0.5653995843231584	-0.2511208084171728	0.20710512293947878	0.7919291419661695	-1.7101576833847878	-0.903414222215755	0.07607180528562729	-0.9134907979058249	-0.11472085710874987	-0.6901847375508462
UNKNOWN3	1.2131844030929395	0.5713365451356655	0.6513685196655564	-0.336866620118713	0.1300405124782685	0.8147454103311732	-1.6719892757084711	-1.0778976681658394	0.11189933141270121	-0.9115092607581735	-0.13158675317176907	-0.8381132767197089
UNKNOWN4	0.7823991649236014	1.6731912224435008	0.16751104181425144	-1.5231423590361883	1.5409475599057145	1.374993559672639	-1.0005258067958838	-1.0387887886310863	0.35831586391996456	-0.22048446902728056	-0.5978139766313165	-0.8172871205842346
UNKNOWN5	0.5154285689436263	1.500880327418156	-0.27051650928673004	-1.182040356541238	1.499249582408692	1.2349845630112508	-1.37444878355418	-1.2759263719050329	0.30946610882677544	-0.6011569825533928	-0.5302792395737529	-0.6594443511490095
UNKNOWN6	0.9582339433030104	-0.03390536658875992	0.4235046402108195	-0.6329874113433314	0.1239893486396005	0.23875548970676638	-2.2562816954958502	-1.5207819465716843	-0.1775734368936578	-1.4471365552991144	-0.33913628589837774	-0.9035092696268768
13	-0.010853945955483627	-0.5429031580106519	1.1557854382134904	0.09727241248410778	-1.062086175883056	-0.2918735563401777	-0.37842560660117386	0.5911095082615514	0.07661590352775094	-0.32201852879791454	0.3003719709073342	0.4230937419473352
66	0.4898354762300756	-0.816054325414698	1.37288660478765	0.12511750243183622	-0.3945741372016455	-0.3099423147729587	-0.028616437592454563	0.48452048854372765	0.06029738431572006	-0.20354359982992856	0.38580974973389437	0.5236503327324015
72	0.06095992816601902	-0.46072028002838117	0.8971371759385924	-0.5286496758118325	0.7371486609132694	-0.4520702163813522	0.9831841729253967	0.10309257377954319	-0.28264915296242565	0.3008821409106958	0.3615825193335305	-0.04905875328400935
102	0.6273093965622581	-0.8191792826886171	1.544760021278847	-0.23229597143576422	0.0018645417921713126	-0.06357884142152012	-0.1681819049145238	-0.13475466922372822	0.005411053023754784	0.028697018123624067	0.16556481289658675	0.06723736804860707
125	0.7926190117379505	-0.4333146726311636	1.5997101966814478	-0.17382812788190907	0.12347183947673826	0.09422795776428021	-0.10887350007018748	-0.14498402353201253	0.06251775062346068	0.00759998231068083	0.22391377911133853	0.12873802464367537
135	0.1515674569297665	-0.19299778469129084	0.9560597106153464	-0.7813875460087794	0.5992162443348195	-0.5031885207625074	0.9185433288758109	0.03321450327236212	-0.2881643426338719	0.174889346480878	0.29033378840212776	-0.1140316186107728
240	-0.28786465261506783	-0.1644338050487654	0.994440093005588	-0.0388499307188054	-0.9030178131677923	-0.4689989602350069	0.08069331618856203	0.24177593648912563	-0.16502552911735724	-0.5967066126448057	-0.5062424465718516	-0.31348849205909546
241	0.08601281635213141	0.1598498941634139	1.0890791965836195	-0.11171643696522994	-1.1330407184568478	0.09024612480221104	-0.34381357657392536	0.2132648288029498	-0.09469877335336795	-0.16545833839683158	0.04118608625958241	-0.054303550670674695
244	0.3021272936044197	-0.10902438968051092	1.49717679017577	-0.3796213930193219	-0.6015063686191428	0.02583005536667344	-0.5556454601367163	-0.2182236297332415	-0.272473168511079	-0.028063876260785065	0.16368066328620307	-0.12151127782547928
289	0.4449984971183334	-0.5897115420079349	1.3317989312676368	-0.02199214978017045	-0.4737881067126119	-0.26008251779928276	0.09850237795628539	0.041390866665020225	-0.2652617725272765	0.005004477693583641	0.19103598238997513	0.12769494252065097
323	0.16540709631361245	-0.8521100621242523	-0.09042198186784633	-0.6936810738453446	-1.1729882251871355	0.2219262938932013	-0.16149944047558362	0.2556574909268832	-0.4092346460786545	-0.20969364679535055	-0.140909408386712	-0.27618366754902796
338	-0.021465893822415108	-0.23524464381137053	0.9132873780076357	-0.9187449924278279	0.3091341634360485	-0.6339954069189481	0.730386570336043	-0.08726158467001535	-0.6083582052571485	0.21792028124772522	0.2616383725612124	-0.20373618240592495
366	-1.2976050520768259	-0.6816893189805712	-1.9073012854224043	-1.2101920799608135	0.0023012192009485514	1.0194616705851502	0.3714129634163488	0.6952902525177228	0.6055187238185095	-0.3811077342434937	-0.059717170578254895	0.3391538827273021
681	0.6374973408479881	-0.7409953219216656	1.5690133990218829	0.09825324695622639	0.22783638020979521	0.08402592224172782	0.018909761031529398	-0.025388885116176412	0.022382068111356596	0.2405370686876366	0.4140747723915237	0.28745536375685915
780	0.2722726908667395	-0.46257904481143824	1.0742307102508895	-0.8296551109598473	1.023878363353002	-0.232139257608562	0.7858439637616991	-0.029187281078810436	-0.09773250040441943	0.34501877354590293	0.31475036860512723	-0.07479217299117462
802	-0.2544502808933618	0.14128413613528715	0.9460516092152468	-1.2419139350198485	0.08289028873628723	-0.13338519998989826	0.1807864208756118	-0.08151166736566359	-0.7783459508517352	0.10024111774859029	0.10977748251363184	-0.19748848068261152
931	-0.052277203376276525	-0.2418251337360761	1.0798148821899383	-0.17818115459141426	-1.2155943175871966	-0.26885502624831736	-0.3275629668823395	0.15296678339997205	-0.2469070359159467	-0.19961060471665937	0.05674720473513637	0.020806297791227744
932	2.271286109211848	-1.5514008410313924	-0.4594760733890128	-0.23981917034262432	-0.002427222270396484	-1.2480352719649759	0.7234926982123376	-0.7959019093024354	1.3557017544454901	0.06385926933498014	0.0008983716436677652	0.522627141033217
980	0.6553390856405775	-0.5922556773148693	1.1304453595364745	-0.21447083190385277	-0.02531869592253021	-0.20009973347785437	0.4732852845024827	0.1570872886975728	-0.12611361872157917	-0.005304195772369002	0.2074809745791252	0.10126561189537225
996	0.5713119862320556	-0.6771872257937099	1.3505182589440332	-0.15357775746262647	-0.41416601499115024	-0.32463594894830744	0.15773932311293987	0.05352809929447213	-0.1239557859339768	-0.1062698407846641	0.11105079085897551	0.11756778304890209
1140	-0.14005414749868542	0.0222216184877439	0.766207129346588	0.08259283791847723	-1.1507133078597611	-0.07206936387508558	-0.3254784904216215	0.27513987469534107	-0.23431448305810354	-0.1653791858615377	0.04607932800986737	0.17812058389690857
1254	1.396615960510091	1.4884321669288196	0.2820053660777169	0.5577965548811078	-0.597229694307892	0.38347752094146975	-0.3435658554871835	0.13840605265515651	0.12659947172741504	0.3535467095198637	0.10867106160373641	0.08419624531590635
1738	-0.7836477498794524	-0.4741972000341341	0.3203982828673768	0.8987687252043721	1.606029454798176	0.03533061797154276	0.04859086576836073	-0.6161913927690665	-0.36336458961053786	1.0546305384239536	0.6903149513042603	0.09290173594949734
2345	-1.0908575657506392	0.20588436685938247	0.8175975011167266	-1.180730117068684	-0.16557788740499732	-0.5698371587199776	-0.2501260189833978	-0.6990348974474324	-0.7724573079130348	0.3739369064972715	0.6796779133494857	-0.39185754069536904
2355	-0.36764994523621297	-1.3948190654205685	-1.138364393539011	0.5346006525813302	-0.36524604705344765	0.9963844332366647	-0.48033523395441824	0.44415261937480993	-0.33727693885630533	0.12664065653187656	-0.027766869560310024	-0.20374464203137194
3102	-0.7130457214234155	0.09964185882951679	0.7262062744800102	-1.042297735138193	-0.57221520777799	-0.6566332614881074	0.24542827953925528	-0.07710784122200741	-0.5647167424565349	0.05721390550556853	0.22602335257121076	-0.2962483491929637
3197	0.5877768435288914	0.9036892506035947	-1.2219521021698254	-1.7337025168041569	-0.9357320485819658	-1.3523004283231268	-0.9398501650117991	-0.34443297762315783	-3.0780608745474187	6.842157670653268	-9.752312813442293	3.3878907462263466
3314	-0.3652980194518942	-0.6937551968654203	0.8906113495048482	1.9516440592079265	0.9487207262473363	0.44601087003439954	-0.5533851316760896	-0.4397147506646346	0.23951891972348782	0.5359397136362427	0.29450082196478156	0.6020708490019544
3469	0.265381048234119	-0.6131709864740131	0.8615758843328618	-0.6393758040988987	0.857372202369104	-0.5033990679792409	1.0255309081046788	0.11099922641528816	-0.1812228797408837	0.21923087397064525	0.2719807747497346	0.0073749722770238635
3830	0.22545807697438205	-0.23016721389696895	1.2336965337706796	-0.6304404260238505	-1.1013345335921096	0.33188031631120896	-1.080403024407404	-0.038009744949301046	-0.380151297564919	-0.04149129861242755	-0.5499623026383196	0.5298399030409109
4114	-0.36333781217318667	-1.169180010774089	-0.98409480394754	0.6758490685529902	-0.33887488366178986	0.6710060617087211	-0.5094817289503715	0.2137384634212576	-0.23159666781661276	0.17090497837442653	0.04466222930596751	-0.08830140519814704
4133	-0.7939793682232218	-0.17186801112586414	0.17848489292538938	-0.09471547996074058	0.5924612121220008	-0.5386540327653049	0.3273140181263959	-0.4411027158809925	-0.7141675979171271	0.36953278100273435	0.3577786115421983	-0.25950207495016786
4175	0.7000564655236393	1.606709225633723	-1.5253697654104812	-0.27875751314449837	-0.19610967433327084	0.055311770104487595	-0.2405893746228578	-0.7840151924226131	0.0643932975518005	1.2269878414857367	0.37428282242915817	-0.32948475327589805
4477	0.04356129916432679	-0.5676312920609661	1.0809293685712114	-0.7685819949977444	0.5160036474487956	-0.6178460259078289	0.5574458612707816	0.28354432942597213	-0.5109348785982001	0.06018507136333192	0.42229154670527763	0.5569311072291278
4534	0.7474037678305515	-0.46248065436964575	1.2969369650631515	0.36579098392553516	0.3791500202918732	0.20020633927238066	0.002617399938097726	0.18243640223110458	0.09105292338848504	0.7301437521073543	0.41249238491325024	0.551960861251259
4592	0.20470059395666831	0.1811379731506448	1.53204293073383	-0.3648770048538697	-0.5474769496756714	0.30199424055249197	-1.0478530059706623	-0.31824389565023453	-0.49424002120510674	0.4866234278269026	-0.2703434354112572	0.33616117923595845
4684	0.6442009526649135	-0.6303566355996827	1.4322421504786456	-0.00586263418150761	-0.3624746364921431	-0.27458179019918144	0.13136425185233402	0.3047692283157349	0.039047339342324135	-0.19728800560869414	0.2715145525922514	0.35537545009299487
4685	0.02198453157578645	-0.19215597442323626	1.1571729316304686	-0.027539188269210032	-1.1550158887118218	-0.214268500713449	-0.3534210274023196	0.40211245953919267	-0.08086705645759647	-0.2886639365420604	0.21333689627963384	0.2549808542469776
4788	0.38208222935892855	-0.7162371156797991	1.3192333507575913	-0.8870719567483452	1.2940174193918954	-0.28460387913437174	0.7714780969319684	-0.3425267561130548	0.0894805493195935	0.511275161633886	0.5056341379649139	0.02001169452171694
4947	-0.1684037389110391	0.0457638903838651	0.485273687731794	-0.29379033014822814	1.3137458568212512	0.1817924232787477	0.4566414146038591	-0.4435852850879746	-0.20888785386865802	0.677801137566306	0.7338479856810912	-0.0040244641954390635
5146	0.5589367277975453	-0.4062417959504132	1.563955177885435	-0.36745357576355114	-0.23851378166782403	-0.035004770826226016	-0.31689867650544723	-0.22355734790316276	-0.21069251210396392	0.005172592914171144	0.18652194182237783	0.012168679263180165
5564	0.058991076518983276	-0.9694152077395531	1.1730510982019824	0.6070550792074513	-0.14808424176216237	-0.3387950462679135	-0.3002894404566952	0.29048166486029375	0.06139377965080056	-0.07644407734384386	0.7420535478870284	0.8139810269358864
5793	1.4598991303565192	0.6797602833367407	0.8447384786586554	-0.39346218884230916	0.08884513880795318	0.9233573560295806	-1.1898283733908934	-0.6818167236433045	0.2835532090435227	-0.6190572891529031	-0.20327971271558812	-0.5205051993011164
5959	0.012866810548114069	0.57273963751398	1.2415973508557074	-1.0524514148320547	0.37015817809314294	-0.00038822122840625827	-0.1462387140051487	0.09399376651122791	-0.5287974055466841	0.45033927997465945	0.20469139344365664	-0.0793169630254455
6032	1.692890951199038	1.0102080663675201	0.3234434085974966	-0.2278895111297702	0.3320900151598199	0.8775069868171052	-1.9174630448830774	-1.2701540807776588	0.33200916134633524	-1.0132997005932203	-0.17627414741542036	-0.833960407656463
6047	0.2004318572810384	-0.2057989711982373	1.1705945189983094	-0.6434652865215661	1.0253578272640265	-0.17747092606269824	0.6388516950317079	0.03166575862213327	-0.2774046103944893	0.6970723052776354	0.4230868275114216	-0.015039913391634062
6054	0.26542509687232324	-0.11656712272413516	1.586409269960267	-0.4449653778867413	-0.5824334179986126	0.019237263118308385	-0.6146788740917994	-0.3023288755933367	-0.31438038479264657	0.06202382044786405	0.25708877752496934	-0.10609901969360518
6072	0.9421097686732652	-0.6397481052845385	0.4637065417918471	-1.0191345367630886	2.3367014002788573	-0.053247966160587364	-0.5616883310914861	-1.6362294294881863	0.10323750796455984	-0.2803793526156811	0.3213203928803981	-0.3674641414400188
6199	0.31285834393508377	-1.1277481656947417	-0.23502273296812148	-0.4018549236252227	-0.7957128308787195	0.49151008690901427	-0.0031101216044360316	0.48145072006032885	-0.10374324591491915	-0.18023603808980818	-0.10558536342602767	-0.07349144255521485
6288	0.07299436645417418	1.2807194612202069	0.5604932875196881	-0.3845348690493564	0.3454242101451293	0.4403347286613965	0.3275397005270451	0.4943536203138774	-0.20153498750278054	0.6007669537474422	0.12170075225512057	-0.19148547079477216
6406	0.46789530482017627	0.6952276214411621	0.9877647999208987	0.3310289803118445	-0.5146427303140357	0.8143805625030238	-0.2404304560690872	0.3530633664852447	0.29496806864442765	-0.0008384544428803697	0.09625195118431368	0.15973930261124228
6466	1.4517022220485527	1.5453932631120404	-1.2523425196854898	-0.30031376757348627	0.006009387659222191	-0.2525514491213625	1.048054700546751	0.28437052464627705	-0.5854858131247437	0.04290686157343024	0.3354638253246189	-0.49064708572726073
6549	0.012259531011472929	1.481793047246965	1.3002853234800078	0.03751309373707176	0.21113190772091475	1.7202322453763355	-0.20759236130850897	0.4483260453198521	1.448457596374257	-0.25647266723045464	-0.5071888705108047	0.7646511304297215
6884	-0.5544203763532415	-0.28672726063907983	0.3169413890494573	1.2774710486643657	-0.5556586724077027	0.1166149546125819	-0.8311484273359325	0.3550263449927799	0.031928278851130656	0.10524481634612812	0.4455310673119488	0.27521879141734135
6895	-0.14297228073164506	-0.2779123638755849	1.2061214990535216	-0.21341103251924912	-1.3485094131034128	-0.416733483991585	-0.5033295262574571	0.34611157452843283	-0.23556268846738024	-0.2738691107626739	0.21536116004347527	0.17557479606995824
6914	0.6149571110134502	-0.5119870208587579	1.2561482745905435	0.2606565588713142	-0.31312574318692077	-0.013870707846820849	0.04006968135403507	0.5026000337802129	0.009924149958426163	-0.15206814875604427	0.40917875984736607	0.43089273667674227
6989	0.7084521223688419	-0.3281531974847258	0.8175814072876801	0.5552290141438991	-0.040801842054856326	0.07934738415916572	0.22007842610652742	0.5576573171690891	-0.04022119786856187	0.3775640252601565	0.24005949023311027	0.5535845366891312
6995	-0.2329752762136403	0.05296027695868742	1.1385620911225678	-0.16874318878946343	-1.0481255784478654	-0.005155788496095605	-0.8227470465578641	0.11940253811421682	-0.15305030514806012	0.00497057938548501	0.2915196102886453	0.16407999802826748
6996	-0.27728265813748065	-0.17591909967478755	1.05120644663968	-0.21724077926108099	-1.1039943926464957	-0.49882163529403434	-0.1624452203899228	0.4050716226957088	-0.20548152130293199	-0.4956173324814435	-0.1497658541819284	-0.07627303496242148
6997	0.37754788503815756	-0.2181405385273548	1.2487800637872228	-0.08701900754279925	-0.2525798022953664	0.10865708592800312	-0.2836072725421369	-0.1594521171507506	-0.16530514020296963	0.2107798385668498	0.2527875360282613	0.12866596709711256
6998	0.3358491771956086	-0.46385696052286346	1.1547813532037163	-0.1437141493766548	-0.29228819165441633	-0.3802342877976085	0.3825900581344464	0.11847946351019194	-0.2170626390075836	-0.27720393477669203	-0.17515835000742808	-0.11060042592793666
7003	-0.14655348700531817	-0.37908966749319306	1.1188050753484848	-0.2932700675512727	-1.3648442254133084	-0.27404818685879717	-0.49421900500525645	0.42351720515070157	-0.31872230579899413	-0.3450035019171763	0.16967621323216744	0.17055503715755405
7005	0.5004134169751264	-0.713232794581099	1.2164069747906738	-0.2059220447690322	-0.5255799647707147	-0.1634980465775416	0.08195927748431797	0.13271481314619843	-0.32551014712813187	-0.09991214127360626	0.15704903163592857	0.11771884696177103
7020	0.1707208394816809	-1.0868870696652595	-0.2089740468544733	-0.8924363703225139	-1.2431437195179238	0.5534244969798652	-0.13021476168392962	0.5311100653822209	-0.5896335434484189	-0.31945592316359567	-0.2578801570796323	-0.4322827777830316
7041	-0.3965976222577095	-0.6399877222541864	0.5050372751268221	1.1872894099435367	-0.03488092187180457	-0.05607003192545916	-0.5487124030830511	-0.3959214951270268	-0.5177447427308257	0.3661934140210573	0.41713048597790625	0.23089313976816922
7058	-0.06070720524707138	-0.5835955679685988	1.0577730411188053	-0.06379849228034039	-1.1370715640875073	-0.30998983542762076	-0.2919863783631575	0.2719569541372023	-0.10879691904490933	-0.22718856872672835	0.07732393142856861	0.1186333914116177
7127	-0.88257016848862	-0.3578442785820315	0.6430799494851611	1.7700275979314424	0.16028197555214851	0.4006671352713163	-0.9737840861213272	-0.3150123277420642	0.242366334275967	0.2812888519019004	0.13893208149277825	0.4561752156187412
7128	-1.0544104561714984	-0.523791442700019	0.43216592938281345	2.237901695040222	0.06582976872198333	-0.19393539105066834	-0.487526177033039	-0.013105584607258155	0.13519378817002972	-0.28468852311712267	-0.4340019680939438	0.09703750851612387
7136	-2.045101254350579	0.14518964186286745	-0.32145908746883706	0.4921164997568284	0.9277961361744897	0.30232681188536265	-0.17399224344519207	-0.28418342910321254	0.8959903934976369	0.27815314115084994	0.2705955707323309	0.7728948165524789
