cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12	SESA	MolecularWeight	smiles	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	AtomStereoCount	BondStereoCount	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	VanDerWaalsVolume	SASA	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino	SolventExcludedVolume	VoidVolume	PackingDensity
398789	0.06145292522917308	4.608398359108166	-0.1233950088917531	-1.011592582213781	2.991864694053485	-0.49965247743336233	-1.849382313984649	-1.8868942367950856	0.5360882290840583	1.7888251121536556	-0.14120172026051794	-0.5293363031797511	1172.881	329.3	CC(=C)C(COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC)O	74.0	445	0	1	6	6	24	1	0	126	6	-0.4952047490194601	0.22982729748390202	0.22982729748390202	0.4952047490194601	-2.7300000000000004	165.58968039861497	3	0	0	2	6	1	0	0	0	0	3	1	2	0	0	0	0.2777777777777778	0.9833384330284647	0.5511508474972706	0.0009405178797202194	0.1817842846043726	0.8653349144630197	0.09776765638143821	3.966037653168752	3.3140000000000023	90.93480000000005	293.308	412.7248309989072	0	0	1	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	314.537	21.229	0.933
439174	-1.7841380160580576	2.0953837159086577	0.24932596915152483	2.4503958199334748	-0.9664860918259865	-1.8103329574715215	-0.6424073846065271	0.4719270643580746	-1.6121936619535282	-1.904683615402911	0.687651831163531	-0.8895750967747426	766.398	221.21	CC(=O)NC1C(C(C(OC1O)CO)O)O	119.0	235	0	5	6	2	15	5	0	88	7	-0.39356652265812636	0.21685645022632133	0.21685645022632133	0.39356652265812636	-0.7300000000000002	107.76917436428378	1	1	0	1	7	5	0	1	0	1	0	0	0	0	1	1	0.875	0.9350924166019354	0.2978314034164629	0.0020915278911791753	0.35440396782986555	0.9855917148552275	0.3751665931648162	2.651908516629886	-3.077599999999998	47.58390000000002	189.550	272.6356829999721	1	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	203.879	14.329	0.930
439194	-0.39724845815344434	0.9612605017295435	-0.1779366892775759	1.9913624634317177	-0.8376979117674318	-0.5354857378889697	-0.3907519154409888	-1.7029051197910052	1.237407554005265	-1.0033973872034452	-0.45544546867971736	0.28408613456238696	333.658	106.08	C(C(C(=O)O)O)O	77.8	69	0	3	4	2	7	1	0	42	4	-0.4792612455457332	0.3344517208485956	0.3344517208485956	0.4792612455457332	-0.6100000000000001	48.70319238864316	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0.6666666666666666	0.9446553968211044	0.3206914774328792	0.0065352773637086005	0.3280642943948054	0.7487627602218582	0.3791217674461781	1.8489926190821135	-1.5757999999999999	20.7284	89.849	135.9435345212781	1	0	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	94.903	5.054	0.947
439378	-1.559827623816607	2.0449923650085777	-1.5302331158500193	1.813446192602964	-1.5727398617192578	-1.1719795957289525	-0.5258052226374145	-1.0204033464949183	1.4164491528845389	-0.035538723553259675	-1.6502448299430503	0.5781728333727564	655.063	174.2	CCNC(=O)CCC(C(=O)O)N	92.4	170	0	3	4	5	12	1	0	70	5	-0.4800862864621434	0.3199828456533458	0.3199828456533458	0.4800862864621434	-1.1	90.8663617043051	0	1	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0.7142857142857143	0.9916000426263787	0.6619812285556971	0.004899147842269389	0.1293420096618417	0.9267175407282356	0.15711454056364882	2.937801093081515	-0.6853999999999989	43.5289	165.558	256.2667939865321	2	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	178.071	12.512	0.930
439533	1.6967527950290713	-1.0810980498651137	1.7380659078940959	-1.4260712415889671	0.41120484321794165	-2.3920886209514447	2.4245220719718286	-1.4213434390937685	-0.9936839399638239	-1.4197950917087185	0.34976778512342555	-2.250138293921211	965.162	304.25	C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	127.0	428	0	5	7	1	22	2	0	114	7	-0.5076785668317747	0.2932938006079734	0.2932938006079734	0.5076785668317747	-2.9300000000000006	141.11672589840222	3	0	0	1	7	5	0	1	0	1	2	2	0	0	0	0	0.13333333333333333	0.9796006771049962	0.5144704435815465	0.0010486229940743286	0.2009540082094236	0.8539402099221444	0.11805741420695666	3.699280780264467	1.1863000000000006	73.2495	244.609	320.63094706938006	1	1	1	4	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	6	6	0	0	0	0	256.256	11.647	0.955
439653	3.577827476632365	1.6285274878227913	-1.7737662145968545	-1.1584540617785857	2.698654172425735	-2.5338055347479487	0.009119605666528252	1.5699387191661003	-1.5185101280371225	-0.18218914228151095	-1.8748471735932348	-0.6395146754679405	1252.534	329.4	CN1CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)O)O)OC	62.2	407	0	2	5	4	24	1	0	128	5	-0.5042480017726654	0.2932939115028084	0.2932939115028084	0.5042480017726654	-2.4	174.1003146265313	3	0	0	1	5	2	0	1	0	1	2	2	0	0	0	0	0.3684210526315789	0.9897024875197661	0.6318916258176775	0.0011495015613663918	0.14313974359760215	0.9270317247249242	0.17285213801451615	4.207667361032975	2.886700000000003	92.09660000000005	304.514	410.681903595304	0	0	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	6	6	0	0	0	0	321.756	17.242	0.946
442793	-0.3446741620181463	2.628464703053789	-0.8993312049987425	0.0758883932074595	1.6351750946813033	-3.5424711683806946	0.18053658296236266	-2.6647269211465634	0.02545019998981164	1.4481355653716415	1.3793423170899708	2.3292079705330084	1204.016	294.4	CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O	66.8	293	0	2	4	10	21	1	0	118	4	-0.5042546045039152	0.2932937415957972	0.2932937415957972	0.5042546045039152	-1.55	163.01187473241987	1	0	0	0	4	2	0	0	0	0	1	1	0	0	0	0	0.5882352941176471	0.9879631750769902	0.6069988391980456	0.0009624660598435904	0.15468925202415487	0.9173061774805881	0.15331358573814458	4.656413201836158	3.233800000000002	82.75260000000004	294.048	427.8899114840695	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	6	6	0	0	0	0	316.107	22.059	0.930
443210	0.9373826090555429	0.1778599005959832	3.6647959572526276	0.7510478895371793	2.0732310089698696	0.6867229875770317	-0.7411942358830762	-5.247534681973134	-2.9635519589977775	1.1808664944114136	-3.250471117870887	-1.9545705352644225	1657.796	564.3	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O	271.0	978	0	8	16	9	36	8	0	206	20	-0.393566513612445	0.48305823965894623	0.393566513612445	0.48305823965894623	-1.3400000000000005	238.19192303912249	3	0	0	3	18	8	0	2	0	2	1	0	1	0	2	2	0.75	0.9939175763867257	0.708347636880943	0.0005253271281434276	0.11012652427792845	0.9717280107482792	0.11616345389948195	5.566152538231386	-3.456079999999996	112.13330000000002	425.138	577.6136542684037	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	31	0	0	0	0	470.115	44.977	0.904
444539	0.8363559359494867	-1.3892903919147785	-0.2988083057618705	0.17510390578005305	-1.0259507879375374	0.9166563565943564	-1.096046674053291	-1.206686910973374	1.3715118094878231	-0.8609496693940238	-0.13586387158538163	2.1949206078559	529.691	148.16	C1=CC=C(C=C1)C=CC(=O)O	37.3	155	0	1	2	2	11	0	1	56	2	-0.47807360446595853	0.327821184684523	0.327821184684523	0.47807360446595853	-1.5699999999999998	76.11881654221203	1	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0.0	0.9929429217434395	0.6863738426139495	0.006373023296219107	0.11859322982194972	0.8823624924569559	0.008131889543743862	2.8077446541835616	1.7844	43.11180000000002	138.746	189.6363259779812	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	142.862	4.116	0.971
445154	1.98826508747734	-2.398520292811623	-0.9394305762621515	0.6028586025861639	1.1968608844560515	-0.37621621055955107	0.5330318317923533	-1.937364873248027	0.9581789297357495	0.8880177558258087	-0.9861389444063643	0.549252556650194	812.713	228.24	C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O	60.7	246	0	3	3	2	17	0	1	86	3	-0.5079662507800027	0.2930960665662019	0.2930960665662019	0.5079662507800027	-2.42	116.03113655515344	2	0	0	0	3	3	0	0	0	0	2	2	0	0	0	0	0.0	0.9942626560389499	0.713410524691693	0.0023973059631587647	0.10696621338709118	0.8935098632455986	0.0044969145517325	3.9076330653258804	2.973800000000002	66.80640000000001	206.678	278.1703803110797	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.396	7.718	0.964
445675	-2.11573251238431	5.118723336879228	3.4847575881037507	-1.424684034433203	0.5806786279176188	0.13801885378559217	-2.273348722746239	-2.3602817164115164	-2.764972082190456	-0.14917764824169352	-0.4107407342852681	-3.7499424364321974	1771.425	607.4	CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	300.0	1080	0	9	17	10	39	9	0	222	22	-0.3935665198394022	0.4830384666830205	0.3935665198394022	0.4830384666830205	-1.8700000000000003	255.7312765695771	3	1	0	3	20	9	0	2	0	2	1	0	1	0	2	2	0.7058823529411765	0.9900924427793899	0.6372147313211907	0.0003326082651804615	0.14041707428635705	0.9142153183991122	0.09330933746286997	5.754114909671885	-4.649899999999994	120.38400000000006	456.293	613.4350865534307	1	1	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	31	0	0	0	0	497.392	41.099	0.917
445858	2.514210808699238	0.5461089980390952	-1.2576874929539252	-1.2632194081162051	1.1463816799888316	-1.2650315314277514	-0.057573368668842224	-0.8857356874726433	-0.5752959325187418	-0.4045278007942376	0.5233556661031495	3.144553165246938	660.283	194.18	COC1=C(C=CC(=C1)C=CC(=O)O)O	66.8	224	0	2	4	3	14	0	1	74	4	-0.5042543435661512	0.3278212028831469	0.3278212028831469	0.5042543435661512	-1.97	95.2881488967744	1	0	0	0	4	2	0	0	0	0	1	1	0	0	0	0	0.1	0.9868224896062697	0.5929452405420456	0.0025178190534840077	0.16180659444931045	0.8405386209690295	0.025711761253401234	3.2614745309627318	1.4986	51.328600000000016	172.825	234.34247568131693	1	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	179.289	6.464	0.964
448873	-2.9563097661950906	2.581827635510225	-0.8649392650865174	2.053701866669864	3.7410302367332666	-1.0648925093753916	-1.0712127264051656	-2.632749002968787	-1.2646596858791017	1.7201008124958364	-3.766806762122606	-2.86326084983174	1614.329	566.3	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O	292.0	964	0	9	17	9	36	9	0	206	21	-0.393566513612445	0.4830582396590093	0.393566513612445	0.4830582396590093	-1.3800000000000006	233.89794393471354	3	0	0	3	19	9	0	2	0	2	1	0	1	0	2	2	0.7333333333333333	0.9929023030716063	0.6881108248354949	0.0005341868067325686	0.11893282370775538	0.969210310740942	0.15890884824107088	5.303378891773359	-4.793699999999996	108.78610000000003	415.549	549.7764735920609	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	34	0	0	0	0	456.527	40.979	0.910
449093	-2.8009225050078874	0.13378098794079743	1.3057205993179863	0.11830557998729956	-0.2577105993027322	-1.6303205584994742	-2.6520069264903063	-0.9963275976049054	-2.490061867167339	-0.9881564577472822	-0.8997037493815648	2.2206847849109455	778.432	219.24	CC(=CCNC1=NC=NC2=C1NC=N2)CO	86.7	258	0	3	5	4	16	0	1	84	6	-0.39203399397184807	0.2105120682747875	0.2105120682747875	0.39203399397184807	-1.95	110.92777551547431	2	0	0	2	6	3	0	0	0	0	2	0	2	0	0	0	0.3	0.9879735396755627	0.6064247643979795	0.0022270740842286925	0.15462304130025176	0.8922425442520138	0.1450911212337459	3.477754090896751	0.7033999999999998	61.01620000000002	196.105	274.46387807941466	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	205.310	9.205	0.955
466268	-1.309164373609663	-0.049502583385073344	-0.33443364904761863	-3.3823139594756846	1.5567954697410489	1.1543377986534549	-1.2567097280159651	1.2310077095731011	-1.0251912582009297	0.8706465824396166	1.9586831717784277	-2.1309917182598004	885.356	252.26	COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3	35.5	368	0	0	3	2	19	0	0	94	3	-0.49662359443405996	0.19282099339145675	0.19282099339145675	0.49662359443405996	-2.5499999999999994	126.47463412726621	3	0	0	1	3	0	0	0	0	0	3	2	1	0	0	0	0.0625	0.9841454381413568	0.5621888523020399	0.001464355144027759	0.17736334622902486	0.8236470191755386	0.009066080857483134	3.546444343091494	3.468600000000002	74.47200000000002	222.306	287.4213383563128	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	229.621	7.315	0.968
466273	-2.8058567787280957	-1.1613951133209495	0.7461352782524516	-2.211879608579693	0.8351766796876872	2.269253708858757	0.02611814122435421	0.294517996376609	-0.6838260554589488	-1.5581290159724226	1.5196486112835441	-1.822176770640807	804.196	256.68	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)Cl	26.3	358	0	0	2	1	18	0	0	88	3	-0.45576403785480524	0.19281802209381568	0.19281802209381568	0.45576403785480524	-2.0599999999999996	121.08450150974096	3	0	0	1	2	0	0	0	0	0	3	2	1	0	0	0	0.0	0.981138562879236	0.5321840534938944	0.0013051761949396377	0.1933057692653474	0.8066942307691436	9.607130584216801e-11	3.5293498672190937	4.113400000000002	72.93000000000002	210.782	262.44888489725355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217.519	6.737	0.969
521184	0.15250242806440545	1.1167636355038217	-0.30254345466442595	-1.401120536860915	-0.7438461729265724	-0.07398189620598107	0.06717609301492924	1.3579732092033243	2.9861758585314515	1.0709908364837009	0.5975700309297687	0.2465487274160319	502.430	154.14	COC(=O)C1=CC(=CC=C1)F	26.3	147	0	0	3	2	11	0	0	58	3	-0.46541628062022344	0.337448443338867	0.337448443338867	0.46541628062022344	-1.3800000000000001	73.43668358194174	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.125	0.9825828572318741	0.5457970505835712	0.00439006282199231	0.1858249947505621	0.8173660381122787	0.030880528189056896	2.5515810656722273	1.6122999999999998	37.739500000000014	133.127	185.12867737733578	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	137.429	4.302	0.969
577969	-0.4670705705505816	1.6415168357741436	0.014327176361124017	-0.5686026580079274	0.08641397075271569	1.2369541691517423	0.6050235842425868	1.723364069450995	1.189415894057845	0.539596515882279	2.105500441668123	2.5460692122395643	660.283	194.18	CC(=O)OC1=CC=CC(=C1)C(=O)OC	52.6	224	0	0	4	4	14	0	0	74	4	-0.4654158782506639	0.3374814427078785	0.3374814427078785	0.4654158782506639	-1.8399999999999999	95.49101123786278	1	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0.2	0.983083220667898	0.5484227309325361	0.002747270581926201	0.1831594421296185	0.880009452220268	0.06700818917166139	3.0480474922595278	1.3985	49.09050000000003	173.652	250.65734729511811	2	2	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	182.338	8.686	0.952
578495	-0.22003407014665266	2.989542236624489	-0.5078842469771123	-0.8483829888752309	-1.3298125002022518	0.8145571458724777	-1.3810398543059783	0.5346878449943014	0.05227074345579508	0.5954424910233546	1.8624205077978104	1.0885100825510323	660.283	194.18	CC(=O)OC1=CC=C(C=C1)C(=O)OC	52.6	216	0	0	4	4	14	0	0	74	4	-0.46541749761421064	0.3373460600044642	0.3373460600044642	0.46541749761421064	-1.8399999999999999	95.49101123786278	1	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0.2	0.9945047998095259	0.7197918700805981	0.0047210843338430395	0.1046909888950091	0.9562873788440331	0.06913188310779046	3.2042872569432195	1.3985	49.09050000000003	173.269	248.05897845249822	2	2	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	181.550	8.281	0.954
592453	2.5956712745047303	0.7650316428058925	0.036751094848810645	-0.5188825111151718	1.9231472539069023	1.6472032094135969	-0.02118475825522899	0.7349376196909345	0.1724889987298424	0.4380532918362002	-0.12970540287351276	-0.4843780053028244	522.408	152.15	COC1=CC2=C(C=C1)OCO2	27.7	137	0	0	3	1	11	0	0	58	3	-0.49661983227351825	0.23080373896621278	0.23080373896621278	0.49661983227351825	-1.3800000000000001	75.73585588462406	2	0	0	1	3	0	0	1	0	1	1	1	0	0	0	0	0.25	0.9773068969438005	0.4981105352294881	0.00441275194267418	0.21182830119245108	0.7962178350533392	0.06670296558553782	2.3708632021103444	1.4238999999999997	39.11700000000001	132.957	185.6649474781969	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	136.582	3.625	0.973
607716	-0.8958643478644298	2.0230853357146414	-1.4722571221431313	0.8389704369486214	-1.8722724042398393	2.724825481748255	-0.39660422785590815	0.2407373442685056	0.9065470580600582	1.2486307874945368	1.6536038925925673	0.8503841597162786	849.037	240.25	CC(=O)OC1=CC=C(C=C1)C(=O)C2=CC=CC=C2	43.4	297	0	0	3	4	18	0	0	90	3	-0.42673314931690864	0.30752394314095804	0.30752394314095804	0.42673314931690864	-2.4199999999999995	121.87955910035893	2	0	0	0	3	0	0	0	0	0	2	2	0	0	0	0	0.06666666666666667	0.9910942197870153	0.6530959807556683	0.0021642361071401535	0.13316248535066955	0.9142085664771167	0.0804114366994411	3.676408237779403	2.842900000000001	67.62550000000003	218.816	301.96242885525317	2	2	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	228.764	9.948	0.957
607797	-0.04296372175096794	-2.1161625088189684	-0.11341342963614796	0.5256030383741935	0.12015096559536886	1.7741111201407378	-0.7196786958054376	-0.890177385937743	1.7653053021838379	2.0933604097250034	-1.256780842113221	0.8290660697995134	734.672	198.23	C1=CC=C(C=C1)C=CC2=CC=C(C=C2)F	0.0	195	0	0	1	2	15	0	1	74	1	-0.20701177004730115	0.1227500214102972	0.1227500214102972	0.20701177004730115	-1.8899999999999995	104.14898942694208	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0.0	0.9976194810406654	0.8073885178509546	0.00510452816014172	0.06895919843032766	0.9310408017464765	4.5386393540437435e-10	3.652706757447977	3.996100000000002	61.770000000000024	186.680	247.65766591544454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.118	5.438	0.972
610875	1.1956050283805777	-1.3601785316324566	-0.7322051594962268	-2.823736941407425	1.6749279558463928	2.167433097395367	-1.3153960937591898	0.043451604144273986	-0.2611684816370843	1.0856959654597353	-0.647548915148458	1.7936309829534232	827.163	210.27	COC1=CC=CC(=C1)C=CC2=CC=CC=C2	9.2	216	0	0	1	3	16	0	1	80	1	-0.4967458541699064	0.11895619627186524	0.11895619627186524	0.4967458541699064	-2.0199999999999996	115.67685286842277	2	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0.06666666666666667	0.9965975670652697	0.7730951333783708	0.003644885785235736	0.08242141299192586	0.9186289984372374	0.00888781583128193	3.814408918063608	3.8656000000000024	68.36400000000003	206.739	276.95176850748015	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	213.177	6.438	0.970
