cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12	SESA	MolecularWeight	smiles	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	AtomStereoCount	BondStereoCount	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	VanDerWaalsVolume	SASA	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino	SolventExcludedVolume	VoidVolume	PackingDensity
72	1.0202434585995346	-0.12925585823796715	0.44392716881454086	0.010415789693608374	-0.11538365839092775	-1.334001452880167	0.8794341908745866	-1.6617464158740658	0.7222353642751315	-1.4120990184704343	1.1646392181169452	1.2478935545117094	478.931	154.12	C1=CC(=C(C=C1C(=O)O)O)O	77.8	157	0	3	4	1	11	0	0	58	4	-0.5042595843842756	0.33532252564441734	0.33532252564441734	0.5042595843842756	-1.71	71.03040236591397	1	0	0	0	4	3	0	0	0	0	1	1	0	0	0	0	0.0	0.9743032607660758	0.4762966621160314	0.003718825003002165	0.22524021856807067	0.7759664400829959	0.010571888256867713	2.452424752887584	0.7959999999999998	36.7309	128.330	175.7449933309594	1	0	0	2	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	132.791	4.461	0.966
135	0.7702121818933607	-0.9643973787579126	-0.5515497337644908	-0.340506392426518	-1.7845044054516241	-1.718600153525785	-0.3126784650565934	-0.5401114986660817	0.642409917810921	-1.2371350033337998	0.6970271531599794	-0.23497016331144058	449.897	138.12	C1=CC(=CC=C1C(=O)O)O	57.5	125	0	2	3	1	10	0	0	52	3	-0.507966178790397	0.33518285963636446	0.33518285963636446	0.507966178790397	-1.51	66.14949835559072	1	0	0	0	3	2	0	0	0	0	1	1	0	0	0	0	0.0	0.9858104664825715	0.580657277515402	0.0064067229494211494	0.16786221782585528	0.8356999186591125	0.025782887073412853	2.3740273093915265	1.0903999999999996	35.06609999999999	119.722	169.8094592898834	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	124.193	4.471	0.964
240	-0.273216782033891	-1.0682618898152583	0.5914900374642155	-0.907386603591739	-0.5723118772552237	0.7674491523135042	-0.7590126968262122	-1.5112315370987375	0.7912123709493698	1.3289267175781487	-0.8517093743001904	0.24219293498694006	391.828	106.12	C1=CC=C(C=C1)C=O	17.1	72	0	0	1	1	8	0	0	40	1	-0.2978964116504968	0.14954802883036308	0.14954802883036308	0.2978964116504968	-1.11	56.387690334944224	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0.0	0.9737763772648933	0.4727568307126504	0.008266091533285646	0.22750729017079924	0.7724927099421104	1.5294615307980077e-10	1.9673998119043268	1.4990999999999999	31.829499999999996	102.690	145.21046894330345	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.307	2.617	0.975
323	-0.5744628105550251	0.09580636217626365	1.6438304972610078	0.3136214516088809	1.69135153167461	1.9713978620975812	0.37250558106125253	-0.27196424895676075	0.9156620521337255	-0.632631937381917	0.9680193142844691	-1.033058947136178	493.498	146.14	C1=CC=C2C(=C1)C=CC(=O)O2	26.3	196	0	0	2	0	11	0	0	54	2	-0.4227294736611369	0.33569031616433825	0.33569031616433825	0.4227294736611369	-1.5699999999999998	71.50922957629184	2	0	0	1	2	0	0	0	0	0	2	1	1	0	0	0	0.0	0.972465757670935	0.46379361661655205	0.004514558970202687	0.23304581128502191	0.7669541887202844	1.260086405504869e-11	2.23338921807867	1.7929999999999997	42.484000000000016	126.797	169.39006702718513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	129.901	3.104	0.976
681	-0.5712931757394097	-0.6640677683668766	-0.7291305323249562	-0.027414740779231218	2.6139484956612997	-1.3644682137566673	0.40496977259350647	-1.2220864875080188	0.7368192200044673	-1.1259328801129262	-0.8395248897026549	0.1924625234859018	577.859	153.18	C1=CC(=C(C=C1CCN)O)O	66.5	119	0	3	3	2	11	0	0	60	3	-0.5042598931005379	0.293293782830755	0.293293782830755	0.5042598931005379	-1.22	80.83377483227201	1	0	0	0	3	4	0	0	0	0	1	1	0	0	0	0	0.25	0.96982037103216	0.4388135473300158	0.0038813835071397473	0.2438205240151936	0.8607591321463117	0.21452857081321303	2.499641044690215	0.5989999999999995	42.53000000000001	145.840	213.6551639960257	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.687	7.847	0.949
802	-0.5551202453776248	-0.33394764961866247	0.9218838600192498	-1.3504662395484848	-2.61474581317629	-1.7734629485203024	-1.289445279876329	-1.3049203491046029	1.722239724357351	-0.5212122138569841	0.6388901366191301	-0.6959746455837821	614.306	175.18	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	53.1	205	0	2	2	2	13	0	0	66	3	-0.4809852150164579	0.3073964894414978	0.3073964894414978	0.4809852150164579	-1.77	87.79732954515534	2	0	0	1	3	2	0	0	0	0	2	1	1	0	0	0	0.1	0.96833697643108	0.4299934754734463	0.0027753883122041763	0.24964675058232558	0.8182874144737208	0.16298758356042023	2.6401616481266807	1.7949999999999995	49.638500000000015	156.203	219.6238209456621	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	162.275	6.072	0.963
931	-1.1358721941083236	-1.3942202907465213	0.31655554187862456	-0.3174122018572716	0.314658238394597	0.6735290229535783	-0.3928210285804731	0.48003569195766904	1.0115831864709601	-0.14369024722135632	-0.8288171433644688	-0.06289030029823638	507.939	128.17	C1=CC=C2C=CC=CC2=C1	0.0	80	0	0	0	0	10	0	0	48	0	-0.06162971144687501	0.06292384158258316	0.06162971144687501	0.06292384158258316	-1.2999999999999998	71.35283165257466	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0.0	0.9612593332290578	0.40100469654748244	0.004726791152433848	0.27564559543012324	0.7243544045796584	5.613247766238307e-11	2.0826526733742132	2.839800000000001	43.94800000000003	126.313	175.40783001537451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.521	3.207	0.975
932	2.342126667157859	-2.9151316845682573	1.1368467432890408	0.3072381043206853	-1.0057069153015148	-1.1834897085780762	2.300055418072121	-0.30393936379387426	-1.1913222172486158	0.7797607378400592	-0.18335346572437472	-1.7098618712482638	907.105	272.25	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O	87.0	363	0	3	5	1	20	1	0	102	5	-0.5079666065471226	0.2931358479950834	0.2931358479950834	0.5079666065471226	-2.6899999999999995	131.35491787775572	3	0	0	1	5	3	0	1	0	1	2	2	0	0	0	0	0.13333333333333333	0.9824789439627956	0.5426019789011916	0.0012784471424280997	0.1863736158090781	0.848171627008538	0.09320855299084443	3.6470205849898822	2.5099000000000022	70.19490000000002	228.830	305.9284150104799	1	1	0	3	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	3	3	0	0	0	0	239.294	10.464	0.956
1254	-0.147213517980938	0.5556217662573296	-0.6129717756328911	0.19284443715110125	-1.0524497947060913	-0.16779162789694432	-0.6829454616732732	0.778268634246199	-0.7650752312588255	-0.9942735963036217	-3.727742301357478	-0.8535386220344153	754.149	156.26	CC1CCC(C(C1)O)C(C)C	20.2	120	0	1	1	1	11	3	0	66	1	-0.39282090888948124	0.21045980546925236	0.21045980546925236	0.39282090888948124	-0.04	97.99821291754922	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	1.0	0.9387096243550868	0.29535907841856907	0.0034394918665052367	0.34470892234337636	0.8831873695290081	0.43469696737823305	2.3043534315417706	2.4395000000000007	47.34980000000002	174.821	254.2395930586404	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	188.568	13.747	0.927
1738	0.4084380439648236	1.4220364708280329	-0.22672371760751	-0.28192855326871497	0.9735024378055925	-3.3742046232455465	0.5448666261735692	0.32812394957420227	0.5791681280384411	0.5203669771410199	0.6493792827430555	1.259519354705122	623.962	182.17	COC1=C(C=CC(=C1)CC(=O)O)O	66.8	181	0	2	4	3	13	0	0	70	4	-0.504254602281173	0.3073171596154548	0.3073171596154548	0.504254602281173	-1.71	89.61280981456204	1	0	0	0	4	2	0	0	0	0	1	1	0	0	0	0	0.2222222222222222	0.963321129979677	0.39975328011087014	0.0022971203665659696	0.2683512633372133	0.8238024358919277	0.1328532094235823	2.770162488088967	1.0278999999999998	45.99860000000002	161.965	231.70282264489572	1	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	170.948	8.983	0.947
3102	-0.6954332034152355	-0.8585993032582795	-0.31176453820178585	-0.32285739425544346	-2.0283464837290452	1.2636690784378062	-0.5056933082845646	-0.006817964441739571	1.6097975110259621	-0.5932757031923998	0.7262901452447804	0.19051199256549628	682.135	182.22	C1=CC=C(C=C1)C(=O)C2=CC=CC=C2	17.1	165	0	0	1	2	14	0	0	68	1	-0.2886159649049109	0.1925196653354077	0.1925196653354077	0.2886159649049109	-1.8899999999999997	97.06466654167946	2	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0.0	0.9850940865027927	0.5707699968857581	0.0032817682817333407	0.1720163967103959	0.8615999211929524	0.03785427319335702	2.9183209462931274	2.917600000000001	56.31650000000003	173.689	233.81719801246848	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.760	5.071	0.972
3314	1.1253682596297265	0.25886317301118883	-0.9517385129331228	-0.7332813915454783	1.755133888780041	-2.4216751830955623	-0.48848373993011823	-0.843499135262923	-0.7187539427129276	2.3696862787147293	-0.6596683168982471	0.48615108784126754	638.404	164.2	COC1=C(C=CC(=C1)CC=C)O	29.5	145	0	1	2	3	12	0	0	64	2	-0.5042546024667084	0.2932937416067047	0.2932937416067047	0.5042546024667084	-1.4400000000000002	89.055663786743	1	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0.2	0.9597615844143261	0.3838206240847099	0.0024295831877746486	0.2808161339426604	0.7790354340428264	0.1582070208755307	2.676164406899886	2.1293	48.559800000000024	161.792	234.01922259841837	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	0	0	170.451	8.658	0.949
3469	0.474964113893154	-1.0332972965266283	-1.0284404749792262	-1.1749874939277538	-0.8899716696259262	-1.372421442980126	0.9827189749851488	0.1318111465517905	1.1276936663620245	-2.0554569722067106	0.5729171727368204	0.19947226339472848	478.931	154.12	C1=CC(=C(C=C1O)C(=O)O)O	77.8	157	0	3	4	1	11	0	0	58	4	-0.5079347947605579	0.33911025159610136	0.33911025159610136	0.5079347947605579	-1.7099999999999997	71.03040236591397	1	0	0	0	4	3	0	0	0	0	1	1	0	0	0	0	0.0	0.9391890635408097	0.32259563705971617	0.0023026774258336252	0.34340049930851413	0.6593820975054189	0.022750391682492824	2.327676170413637	0.7959999999999998	36.730900000000005	127.221	175.78493104469842	1	0	0	2	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	131.769	4.548	0.965
3830	-2.4839300236542923	-1.698114488115553	2.329141659754574	-0.4824059803078951	0.5163180375280514	-0.5240383760810872	-3.233493388373356	-1.6021634373273006	-1.13751793968166	-0.1649114221498946	0.18444839755308282	0.3448744103366203	706.042	215.21	C1=COC(=C1)CNC2=NC=NC3=C2NC=N3	79.6	239	0	2	5	3	16	0	0	80	6	-0.4674773222118137	0.18224874143013195	0.18224874143013195	0.4674773222118137	-2.3700000000000006	103.5082475492185	3	0	0	3	6	2	0	0	0	0	3	0	3	0	0	0	0.1	0.9895719789291452	0.6300433092756714	0.002505716153336312	0.14403922562363136	0.8572861948241548	0.015141541335547863	3.3232511993652643	1.5579999999999996	57.71840000000001	180.887	241.29253545609652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.344	5.457	0.971
4114	1.4382020108284146	1.9250985866634969	-0.12961426824997838	-1.8446774459690216	1.9052866198712277	0.4944140365823782	-1.6567582061631032	0.32888914032396244	-1.821395816220641	-0.8703154072127774	1.5147615942571708	-1.8077725777469664	696.723	216.19	COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2	48.7	325	0	0	4	1	16	0	0	80	4	-0.48967879538466075	0.3358255779446716	0.3358255779446716	0.48967879538466075	-2.23	101.27365171634298	3	0	0	2	4	0	0	0	0	0	3	1	2	0	0	0	0.08333333333333333	0.954448917927486	0.36722558287705276	0.0014899422719672117	0.29837436730900846	0.7209611330428477	0.049028166399306454	2.7520725748611055	2.5478000000000005	58.80800000000002	177.646	237.8152740693058	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1	0	0	185.075	7.429	0.960
4133	0.0778489178166405	0.6372074086254428	0.0016586918507283301	-2.7578674695233447	-1.0759187957540184	-1.1724873065923938	0.7124169137697745	-0.041604800240318124	0.5334287471783548	-0.19976526171871728	0.2321676641789865	1.5832605657782546	522.407	152.15	COC(=O)C1=CC=CC=C1O	46.5	144	0	1	3	2	11	0	0	58	3	-0.5070528008609642	0.3411321188257538	0.3411321188257538	0.5070528008609642	-1.51	75.55702268950655	1	0	0	0	3	1	0	0	0	0	1	1	0	0	0	0	0.125	0.963008407414352	0.4086002358938333	0.003183208157169415	0.2694713477334341	0.7344164786017748	0.03087315640368723	2.374485621916464	1.1787999999999998	39.446300000000015	135.939	190.6357774421931	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	3	0	0	0	0	140.208	4.269	0.970
4175	-0.7170417354540638	2.2315510005785546	-4.022409206142311	1.5925515273512554	-1.364481215827946	2.4973423316811902	0.643973413686843	2.5842648509376454	1.6568969952433583	-1.6537217316487443	-1.7185737208291114	-3.405125500924932	1639.091	388.5	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CCCC(=O)O3)C	52.6	635	0	0	4	7	28	7	0	156	4	-0.46236333845849953	0.3084308049809095	0.3084308049809095	0.46236333845849953	-1.58	219.86529279913773	3	0	0	1	4	0	0	3	2	1	0	0	0	0	1	1	0.75	0.8648254461462237	0.15432796176031519	0.00025066134370998214	0.5020726518124493	0.7054912200999945	0.3755728258153989	3.9905995044441527	5.224700000000006	109.44800000000006	388.092	548.9343999522357	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	6	0	0	0	0	427.895	39.804	0.907
4477	-2.047887400690821	-2.50004235376025	-0.8538302767209333	-2.9965899090115578	0.13343235989249821	-0.38764868648819534	1.6752619953012582	-0.7823829330328681	-0.545886485374533	-2.6972399826514377	-0.4120813134206787	3.4652659242666886	870.398	327.12	C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O	95.2	404	0	2	4	2	21	0	0	108	8	-0.5071197044152095	0.29313070802271574	0.29313070802271574	0.5071197044152095	-2.3099999999999996	140.0030565437766	2	1	0	0	6	2	0	0	0	0	2	2	0	0	0	0	0.0	0.9862214696535375	0.5858104787246031	0.0009035820080750224	0.16543038655101003	0.8345696135173981	5.1762339265910485e-11	4.131276990752385	3.859500000000001	79.17640000000002	244.780	292.8215563865535	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	254.062	9.282	0.963
4592	-1.0725119669243968	-0.5595113744694634	-2.077173859692398	2.7026938039610093	3.421598683386881	1.12892656677837	-2.3260587304920786	-0.4980561317824208	2.615144170415856	-0.23231371625304073	-0.8403340664002684	-0.6107320793062999	1080.689	298.34	CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3	87.9	338	0	3	6	6	22	0	0	114	7	-0.39454403524175874	0.22636583155932258	0.22636583155932258	0.39454403524175874	-2.6699999999999995	153.09421681036838	3	0	0	2	7	3	0	0	0	0	3	1	2	0	0	0	0.26666666666666666	0.9768604380533499	0.49189898613055594	0.0008251756018406881	0.21387773274985308	0.8225268766602192	0.09039977076317394	3.988164749340896	1.3795999999999997	85.64820000000003	269.932	386.905466797338	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	0	0	0	0	286.841	16.908	0.941
4788	-0.553948607316307	-0.5067539685158344	-4.078307734169538	-0.3037922271384344	0.11275072869924811	-1.4678164365904864	0.9754043647598857	-1.0227476249857046	1.337281490213962	-0.8633244387541549	0.28619917496944997	-1.0179507648526807	943.293	274.27	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O	98.0	312	0	4	5	4	20	0	0	104	5	-0.5079666452403732	0.29313584637847967	0.29313584637847967	0.5079666452403732	-2.6900000000000004	134.9380488124369	2	0	0	0	5	4	0	0	0	0	2	2	0	0	0	0	0.13333333333333333	0.9808740812345293	0.5292688172407314	0.0013679888089937853	0.19464335786848216	0.9316263782715734	0.222405186573273	3.6826739208925177	2.3245000000000013	72.1947	239.062	325.1171833379095	1	1	0	4	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	250.631	11.569	0.954
5793	-0.9926347841726854	0.6281927506988118	-0.03419408265490514	2.5554836995312993	0.8579190162733913	0.05778050998459291	-0.45927487962151564	-0.9210728370326929	-0.30739217139108327	-1.369748161605224	-1.3205729213449826	-2.182444103979012	609.267	180.16	C(C1C(C(C(C(O1)O)O)O)O)O	110.0	151	0	5	6	1	12	5	0	72	6	-0.3935665160029449	0.21346340981011272	0.21346340981011272	0.3935665160029449	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	1	0	1	0	0	0	0	1	1	1.0	0.9145526938796923	0.25235073111408096	0.001687763846623772	0.40446677257519936	0.6568308000509224	0.2621794767393038	2.346175378539483	-3.2213999999999987	35.98599999999999	149.111	209.03944207464775	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	159.084	9.973	0.937
5959	1.3169933367890407	-1.2492777909117014	0.9610694496710814	1.4131250485056353	-1.1159276361318549	-0.7938707910576972	-2.2782132478849886	0.06566490077945665	4.235648644466838	-2.9629161865912326	-0.560858461489669	-0.16256701231228493	899.182	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]	115.0	342	0	3	5	5	20	2	0	110	9	-0.3941232075520646	0.26894513302429984	0.26894513302429984	0.3941232075520646	-1.4099999999999997	140.9065168062935	1	1	0	0	7	3	0	0	0	0	1	1	0	0	0	0	0.36363636363636365	0.9543425214839711	0.35559347077786974	0.0006255686350474371	0.298714498623043	0.7997541367779141	0.2661345687691338	3.7278538072369396	0.9089999999999998	72.5667	249.207	320.3547513728901	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	1	271.573	22.366	0.918
6047	-0.08411703438763746	-0.47614333832365324	-1.1293522764021995	0.44927050714034156	0.6230662141333744	-1.982011896089965	-0.8050387770165811	-1.3574339873266228	0.9604280345697132	-3.0210511458337113	0.7290065416785964	0.9180074614644348	672.255	197.19	C1=CC(=C(C=C1CC(C(=O)O)N)O)O	104.0	209	0	4	5	3	14	1	0	76	5	-0.5042598930844389	0.32031552163797705	0.32031552163797705	0.5042598930844389	-1.75	96.24114305703563	1	0	0	0	5	5	0	0	0	0	1	1	0	0	0	0	0.2222222222222222	0.9874327675071419	0.5993645618307948	0.0031596173248773464	0.15803964582719934	0.8980925541355961	0.1669321008898871	3.0621633667001675	0.05219999999999969	49.08680000000001	173.336	245.89958794587065	1	0	0	2	0	0	0	1	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	185.182	11.846	0.936
