acceptor	enzyme	reaction
Gibberellin A3	At_72D1	0
Gibberellin A3	At_72C1	0
Gibberellin A3	At_72B3	0
Gibberellin A3	At_72B1	0
Gibberellin A3	At_73C3	0
Gibberellin A3	At_73C4	0
Gibberellin A3	At_73C5	0
Gibberellin A3	At_73C6	0
Gibberellin A3	At_73C1	0
Gibberellin A3	At_73C7	0
Gibberellin A3	At_73B2	0
Gibberellin A3	At_73B3	0
Gibberellin A3	At_73B4	0
Gibberellin A3	At_73B5	0
Gibberellin A3	At_73B1	0
Gibberellin A3	At_89B1	0
Gibberellin A3	At_89C1	0
Gibberellin A3	At_84A3	0
Gibberellin A3	At_84A4	0
Gibberellin A3	At_84A2	0
Gibberellin A3	At_84A1	0
Gibberellin A3	At_84B1	0
Gibberellin A3	At_84B2	0
Gibberellin A3	At_75B1	0
Gibberellin A3	At_75D1	0
Gibberellin A3	At_74F1	0
Gibberellin A3	At_74F2	0
Gibberellin A3	At_74B1	0
Gibberellin A3	At_76E5	0
Gibberellin A3	At_76E4	0
Gibberellin A3	At_76E1	0
Gibberellin A3	At_76E2	0
Gibberellin A3	At_76E12	0
Gibberellin A3	At_76E11	0
Gibberellin A3	At_76C4	0
Gibberellin A3	At_85A5	0
Gibberellin A3	At_85A4	0
Gibberellin A3	At_78D2	0
Gibberellin A3	At_78D1	0
Gibberellin A3	VVGT1	0
Gibberellin A4	At_71C1	0
Gibberellin A4	At_71C2	0
Gibberellin A4	At_71C3	0
Gibberellin A4	At_71C4	0
Gibberellin A4	At_71C5	0
Gibberellin A4	At_71B8	0
Gibberellin A4	At_71B6	0
Gibberellin A4	At_71B5	0
Gibberellin A4	At_71B1	0
Gibberellin A4	At_88A1	0
Gibberellin A4	At_72E2	0
Gibberellin A4	At_72E3	0
Gibberellin A4	At_72E1	0
Gibberellin A4	At_72D1	0
Gibberellin A4	At_72C1	0
Gibberellin A4	At_72B3	0
Gibberellin A4	At_72B1	0
Gibberellin A4	At_73C3	0
Gibberellin A4	At_73C4	0
Gibberellin A4	At_73C5	0
Gibberellin A4	At_73C6	0
Gibberellin A4	At_73C1	0
Gibberellin A4	At_73C7	0
Gibberellin A4	At_73B2	0
Gibberellin A4	At_73B3	0
Gibberellin A4	At_73B4	0
Gibberellin A4	At_73B5	0.5
Gibberellin A4	At_73B1	0
Gibberellin A4	At_89B1	0
Gibberellin A4	At_89C1	0
Gibberellin A4	At_84A3	0
Gibberellin A4	At_84A4	0
Gibberellin A4	At_84A2	0
Gibberellin A4	At_84A1	0
Gibberellin A4	At_84B1	0
Gibberellin A4	At_84B2	0
Gibberellin A4	At_75B1	0
Gibberellin A4	At_75D1	0
Gibberellin A4	At_74F1	0
Gibberellin A4	At_74F2	0
Gibberellin A4	At_74B1	0
Gibberellin A4	At_76E5	0
Gibberellin A4	At_76E4	0
Gibberellin A4	At_76E1	0
Gibberellin A4	At_76E2	0
Gibberellin A4	At_76E12	0
Gibberellin A4	At_76E11	0
Gibberellin A4	At_76C4	0
Gibberellin A4	At_85A5	0
Gibberellin A4	At_85A4	0
Gibberellin A4	At_78D2	0
Gibberellin A4	At_78D1	0
Gibberellin A4	VVGT1	0
(±)-Jasmonic acid	At_71C1	0
(±)-Jasmonic acid	At_71C2	0
(±)-Jasmonic acid	At_71C3	0
(±)-Jasmonic acid	At_71C4	0
(±)-Jasmonic acid	At_71C5	0
(±)-Jasmonic acid	At_71B8	0
(±)-Jasmonic acid	At_71B6	0
(±)-Jasmonic acid	At_71B5	0
(±)-Jasmonic acid	At_71B1	0
(±)-Jasmonic acid	At_88A1	0
(±)-Jasmonic acid	At_72E2	0
(±)-Jasmonic acid	At_72E3	0
(±)-Jasmonic acid	At_72E1	0
(±)-Jasmonic acid	At_72D1	0
(±)-Jasmonic acid	At_72C1	0
(±)-Jasmonic acid	At_72B3	0
(±)-Jasmonic acid	At_72B1	0
(±)-Jasmonic acid	At_73C3	0
(±)-Jasmonic acid	At_73C4	0
(±)-Jasmonic acid	At_73C5	0
(±)-Jasmonic acid	At_73C6	0
(±)-Jasmonic acid	At_73C1	0
(±)-Jasmonic acid	At_73C7	0
(±)-Jasmonic acid	At_73B2	0
(±)-Jasmonic acid	At_73B3	0
(±)-Jasmonic acid	At_73B4	0
(±)-Jasmonic acid	At_73B5	0
(±)-Jasmonic acid	At_73B1	0
(±)-Jasmonic acid	At_89B1	0
(±)-Jasmonic acid	At_89C1	0
(±)-Jasmonic acid	At_84A3	0
(±)-Jasmonic acid	At_84A4	0
(±)-Jasmonic acid	At_84A2	1
(±)-Jasmonic acid	At_84A1	1
(±)-Jasmonic acid	At_84B1	0
(±)-Jasmonic acid	At_84B2	0
(±)-Jasmonic acid	At_75B1	1
(±)-Jasmonic acid	At_75D1	0
(±)-Jasmonic acid	At_74F1	0
(±)-Jasmonic acid	At_74F2	0
(±)-Jasmonic acid	At_74B1	0
(±)-Jasmonic acid	At_76E5	0
(±)-Jasmonic acid	At_76E4	0
(±)-Jasmonic acid	At_76E1	0
(±)-Jasmonic acid	At_76E2	0
(±)-Jasmonic acid	At_76E12	0
(±)-Jasmonic acid	At_76E11	0
(±)-Jasmonic acid	At_76C4	0
(±)-Jasmonic acid	At_85A5	0
(±)-Jasmonic acid	At_85A4	0
(±)-Jasmonic acid	At_78D2	0
(±)-Jasmonic acid	At_78D1	0
(±)-Jasmonic acid	VVGT1	0
(±)- cis, trans Abscisic acid	At_71C1	0
(±)- cis, trans Abscisic acid	At_71C2	0
(±)- cis, trans Abscisic acid	At_71C3	0
(±)- cis, trans Abscisic acid	At_71C4	0
(±)- cis, trans Abscisic acid	At_71C5	0
(±)- cis, trans Abscisic acid	At_71B8	0
(±)- cis, trans Abscisic acid	At_71B6	1
(±)- cis, trans Abscisic acid	At_71B5	0
(±)- cis, trans Abscisic acid	At_71B1	0
(±)- cis, trans Abscisic acid	At_88A1	0
(±)- cis, trans Abscisic acid	At_72E2	0
(±)- cis, trans Abscisic acid	At_72E3	0
(±)- cis, trans Abscisic acid	At_72E1	0
(±)- cis, trans Abscisic acid	At_72D1	0
(±)- cis, trans Abscisic acid	At_72C1	0
(±)- cis, trans Abscisic acid	At_72B3	0
(±)- cis, trans Abscisic acid	At_72B1	0
(±)- cis, trans Abscisic acid	At_73C3	0
(±)- cis, trans Abscisic acid	At_73C4	0
(±)- cis, trans Abscisic acid	At_73C5	0
(±)- cis, trans Abscisic acid	At_73C6	0
(±)- cis, trans Abscisic acid	At_73C1	0
(±)- cis, trans Abscisic acid	At_73C7	0
(±)- cis, trans Abscisic acid	At_73B2	0
(±)- cis, trans Abscisic acid	At_73B3	0
(±)- cis, trans Abscisic acid	At_73B4	0
(±)- cis, trans Abscisic acid	At_73B5	0
(±)- cis, trans Abscisic acid	At_73B1	1
(±)- cis, trans Abscisic acid	At_89B1	0
(±)- cis, trans Abscisic acid	At_89C1	0
(±)- cis, trans Abscisic acid	At_84A3	0
(±)- cis, trans Abscisic acid	At_84A4	0
(±)- cis, trans Abscisic acid	At_84A2	1
(±)- cis, trans Abscisic acid	At_84A1	1
(±)- cis, trans Abscisic acid	At_84B1	1
(±)- cis, trans Abscisic acid	At_84B2	1
(±)- cis, trans Abscisic acid	At_75B1	1
(±)- cis, trans Abscisic acid	At_75D1	0
(±)- cis, trans Abscisic acid	At_74F1	0
(±)- cis, trans Abscisic acid	At_74F2	0
(±)- cis, trans Abscisic acid	At_74B1	0
(±)- cis, trans Abscisic acid	At_76E5	0
(±)- cis, trans Abscisic acid	At_76E4	0
(±)- cis, trans Abscisic acid	At_76E1	0
(±)- cis, trans Abscisic acid	At_76E2	0
(±)- cis, trans Abscisic acid	At_76E12	0
(±)- cis, trans Abscisic acid	At_76E11	0
(±)- cis, trans Abscisic acid	At_76C4	0
(±)- cis, trans Abscisic acid	At_85A5	0
(±)- cis, trans Abscisic acid	At_85A4	0
(±)- cis, trans Abscisic acid	At_78D2	0
(±)- cis, trans Abscisic acid	At_78D1	0
(±)- cis, trans Abscisic acid	VVGT1	0
Kinetin	At_71C1	0
Kinetin	At_71C2	0
Kinetin	At_71C3	0
Kinetin	At_71C4	0
Kinetin	At_71C5	0
Kinetin	At_71B8	0
Kinetin	At_71B6	0
Kinetin	At_71B5	0
Kinetin	At_71B1	0
Kinetin	At_88A1	0
Kinetin	At_72E2	0
Kinetin	At_72E3	0
Kinetin	At_72E1	0
Kinetin	At_72D1	0
Kinetin	At_72C1	0
Kinetin	At_72B3	0
Kinetin	At_72B1	0
Kinetin	At_73C3	0
Kinetin	At_73C4	0
Kinetin	At_73C5	0
Kinetin	At_73C6	0
Kinetin	At_73C1	0
Kinetin	At_73C7	0
Kinetin	At_73B2	0
Kinetin	At_73B3	0
Kinetin	At_73B4	0
Kinetin	At_73B5	0
Kinetin	At_73B1	0
Kinetin	At_89B1	0
Kinetin	At_89C1	0
Kinetin	At_84A3	0
Kinetin	At_84A4	0
Kinetin	At_84A2	0
Kinetin	At_84A1	0
Kinetin	At_84B1	0
Kinetin	At_84B2	0
Kinetin	At_75B1	0
Kinetin	At_75D1	0
Kinetin	At_74F1	0
Kinetin	At_74F2	0
Kinetin	At_74B1	0
Kinetin	At_76E5	0
Kinetin	At_76E4	0
Kinetin	At_76E1	0
Kinetin	At_76E2	0
Kinetin	At_76E12	0
Kinetin	At_76E11	0
Kinetin	At_76C4	0
Kinetin	At_85A5	0
Kinetin	At_85A4	0
Kinetin	At_78D2	0
Kinetin	At_78D1	0
Kinetin	VVGT1	0
trans-Zeatin	At_71C1	0
trans-Zeatin	At_71C2	0
trans-Zeatin	At_71C3	0
trans-Zeatin	At_71C4	0
trans-Zeatin	At_71C5	0
trans-Zeatin	At_71B8	0
trans-Zeatin	At_71B6	0
trans-Zeatin	At_71B5	0
trans-Zeatin	At_71B1	0
trans-Zeatin	At_88A1	0
trans-Zeatin	At_72E2	0
trans-Zeatin	At_72E3	0
trans-Zeatin	At_72E1	0
trans-Zeatin	At_72D1	0
trans-Zeatin	At_72C1	0
trans-Zeatin	At_72B3	0
trans-Zeatin	At_72B1	0
trans-Zeatin	At_73C3	0
trans-Zeatin	At_73C4	0
trans-Zeatin	At_73C5	1
trans-Zeatin	At_73C6	0
trans-Zeatin	At_73C1	1
trans-Zeatin	At_73C7	0
trans-Zeatin	At_73B2	0
trans-Zeatin	At_73B3	0
trans-Zeatin	At_73B4	0
trans-Zeatin	At_73B5	0
trans-Zeatin	At_73B1	0
trans-Zeatin	At_89B1	0
trans-Zeatin	At_89C1	0
trans-Zeatin	At_84A3	0
trans-Zeatin	At_84A4	0
trans-Zeatin	At_84A2	0
trans-Zeatin	At_84A1	0
trans-Zeatin	At_84B1	0
trans-Zeatin	At_84B2	0
trans-Zeatin	At_75B1	0
trans-Zeatin	At_75D1	0
trans-Zeatin	At_74F1	0
trans-Zeatin	At_74F2	0
trans-Zeatin	At_74B1	0
trans-Zeatin	At_76E5	0
trans-Zeatin	At_76E4	0
trans-Zeatin	At_76E1	0
trans-Zeatin	At_76E2	0
trans-Zeatin	At_76E12	0
trans-Zeatin	At_76E11	0
trans-Zeatin	At_76C4	0
trans-Zeatin	At_85A5	1
trans-Zeatin	At_85A4	0
trans-Zeatin	At_78D2	0
trans-Zeatin	At_78D1	0
trans-Zeatin	VVGT1	0
Luteolin	At_71C1	1
Luteolin	At_71C2	1
Luteolin	At_71C3	1
Luteolin	At_71C4	1
Luteolin	At_71C5	0.5
Luteolin	At_71B8	1
Luteolin	At_71B6	1
Luteolin	At_71B5	1
Luteolin	At_71B1	1
Luteolin	At_88A1	1
Luteolin	At_72E2	0
Luteolin	At_72E3	0
Luteolin	At_72E1	0.5
Luteolin	At_72D1	1
Luteolin	At_72C1	0
Luteolin	At_72B3	0
Luteolin	At_72B1	0
Luteolin	At_73C3	1
Luteolin	At_73C4	0
Luteolin	At_73C5	1
Luteolin	At_73C6	1
Luteolin	At_73C1	1
Luteolin	At_73C7	1
Luteolin	At_73B2	1
Luteolin	At_73B3	1
Luteolin	At_73B4	1
Luteolin	At_73B5	1
Luteolin	At_73B1	1
Luteolin	At_89B1	0.5
Luteolin	At_89C1	0
Luteolin	At_84A3	1
Luteolin	At_84A4	1
Luteolin	At_84A2	1
Luteolin	At_84A1	1
Luteolin	At_84B1	1
Luteolin	At_84B2	1
Luteolin	At_75B1	1
Luteolin	At_75D1	1
Luteolin	At_74F1	1
Luteolin	At_74F2	1
Luteolin	At_74B1	1
Luteolin	At_76E5	0.5
Luteolin	At_76E4	0
Luteolin	At_76E1	1
Luteolin	At_76E2	0
Luteolin	At_76E12	1
Luteolin	At_76E11	0
Luteolin	At_76C4	1
Luteolin	At_85A5	1
Luteolin	At_85A4	1
Luteolin	At_78D2	1
Luteolin	At_78D1	0
Luteolin	VVGT1	1
Quercetin	At_71C1	1
Quercetin	At_71C2	0.5
Quercetin	At_71C3	1
Quercetin	At_71C4	1
Quercetin	At_71C5	1
Quercetin	At_71B8	1
Quercetin	At_71B6	1
Quercetin	At_71B5	1
Quercetin	At_71B1	1
Quercetin	At_88A1	1
Quercetin	At_72E2	0
Quercetin	At_72E3	0
Quercetin	At_72E1	1
Quercetin	At_72D1	1
Quercetin	At_72C1	0
Quercetin	At_72B3	1
Quercetin	At_72B1	0
Quercetin	At_73C3	1
Quercetin	At_73C4	1
Quercetin	At_73C5	1
Quercetin	At_73C6	1
Quercetin	At_73C1	1
Quercetin	At_73C7	1
Quercetin	At_73B2	1
Quercetin	At_73B3	1
Quercetin	At_73B4	1
Quercetin	At_73B5	1
Quercetin	At_73B1	1
Quercetin	At_89B1	0
Quercetin	At_89C1	1
Quercetin	At_84A3	1
Quercetin	At_84A4	1
Quercetin	At_84A2	1
Quercetin	At_84A1	1
Quercetin	At_84B1	1
Quercetin	At_84B2	0
Quercetin	At_75B1	1
Quercetin	At_75D1	0
Quercetin	At_74F1	0
Quercetin	At_74F2	1
Quercetin	At_74B1	1
Quercetin	At_76E5	1
Quercetin	At_76E4	0
Quercetin	At_76E1	0
Quercetin	At_76E2	0
Quercetin	At_76E12	1
Quercetin	At_76E11	1
Quercetin	At_76C4	1
Quercetin	At_85A5	1
Quercetin	At_85A4	0
Quercetin	At_78D2	1
Quercetin	At_78D1	1
Quercetin	VVGT1	1
Fisetin	At_71C1	1
Fisetin	At_71C2	1
Fisetin	At_71C3	1
Fisetin	At_71C4	1
Fisetin	At_71C5	1
Fisetin	At_71B8	1
Fisetin	At_71B6	1
Fisetin	At_71B5	1
Fisetin	At_71B1	1
Fisetin	At_88A1	1
Fisetin	At_72E2	0
Fisetin	At_72E3	0
Fisetin	At_72E1	1
Fisetin	At_72D1	1
Fisetin	At_72C1	0
Fisetin	At_72B3	1
Fisetin	At_72B1	0
Fisetin	At_73C3	1
Fisetin	At_73C4	1
Fisetin	At_73C5	1
Fisetin	At_73C6	1
Fisetin	At_73C1	1
Fisetin	At_73C7	1
Fisetin	At_73B2	1
Fisetin	At_73B3	1
Fisetin	At_73B4	1
Fisetin	At_73B5	1
Fisetin	At_73B1	1
Fisetin	At_89B1	1
Fisetin	At_89C1	1
Fisetin	At_84A3	1
Fisetin	At_84A4	0
Fisetin	At_84A2	1
Fisetin	At_84A1	1
Fisetin	At_84B1	1
Fisetin	At_84B2	0
Fisetin	At_75B1	1
Fisetin	At_75D1	0
Fisetin	At_74F1	1
Fisetin	At_74F2	1
Fisetin	At_74B1	1
Fisetin	At_76E5	0
Fisetin	At_76E4	1
Fisetin	At_76E1	1
Fisetin	At_76E2	1
Fisetin	At_76E12	1
Fisetin	At_76E11	1
Fisetin	At_76C4	1
Fisetin	At_85A5	1
Fisetin	At_85A4	1
Fisetin	At_78D2	1
Fisetin	At_78D1	1
Fisetin	VVGT1	1
Kaempferol	At_71C1	1
Kaempferol	At_71C2	1
Kaempferol	At_71C3	1
Kaempferol	At_71C4	1
Kaempferol	At_71C5	1
Kaempferol	At_71B8	1
Kaempferol	At_71B6	1
Kaempferol	At_71B5	1
Kaempferol	At_71B1	1
Kaempferol	At_88A1	1
Kaempferol	At_72E2	0
Kaempferol	At_72E3	0
Kaempferol	At_72E1	1
Kaempferol	At_72D1	1
Kaempferol	At_72C1	0
Kaempferol	At_72B3	1
Kaempferol	At_72B1	0
Kaempferol	At_73C3	1
Kaempferol	At_73C4	1
Kaempferol	At_73C5	1
Kaempferol	At_73C6	1
Kaempferol	At_73C1	1
Kaempferol	At_73C7	1
Kaempferol	At_73B2	1
Kaempferol	At_73B3	1
Kaempferol	At_73B4	1
Kaempferol	At_73B5	1
Kaempferol	At_73B1	1
Kaempferol	At_89B1	1
Kaempferol	At_89C1	1
Kaempferol	At_84A3	1
Kaempferol	At_84A4	1
Kaempferol	At_84A2	1
Kaempferol	At_84A1	1
Kaempferol	At_84B1	1
Kaempferol	At_84B2	1
Kaempferol	At_75B1	1
Kaempferol	At_75D1	1
Kaempferol	At_74F1	1
Kaempferol	At_74F2	1
Kaempferol	At_74B1	1
Kaempferol	At_76E5	1
Kaempferol	At_76E4	1
Kaempferol	At_76E1	1
Kaempferol	At_76E2	1
Kaempferol	At_76E12	1
Kaempferol	At_76E11	1
Kaempferol	At_76C4	1
Kaempferol	At_85A5	1
Kaempferol	At_85A4	1
Kaempferol	At_78D2	1
Kaempferol	At_78D1	1
Kaempferol	VVGT1	1
Cinnamic acid	At_71C1	0
Cinnamic acid	At_71C2	0
Cinnamic acid	At_71C3	0
Cinnamic acid	At_71C4	0
Cinnamic acid	At_71C5	0
Cinnamic acid	At_71B8	0
Cinnamic acid	At_71B6	0
Cinnamic acid	At_71B5	0
Cinnamic acid	At_71B1	0
Cinnamic acid	At_88A1	0
Cinnamic acid	At_72E2	0
Cinnamic acid	At_72E3	0
Cinnamic acid	At_72E1	0
Cinnamic acid	At_72D1	0
Cinnamic acid	At_72C1	0
Cinnamic acid	At_72B3	0
Cinnamic acid	At_72B1	0
Cinnamic acid	At_73C3	0
Cinnamic acid	At_73C4	0
Cinnamic acid	At_73C5	0
Cinnamic acid	At_73C6	0
Cinnamic acid	At_73C1	0
Cinnamic acid	At_73C7	0
Cinnamic acid	At_73B2	0
Cinnamic acid	At_73B3	0
Cinnamic acid	At_73B4	0
Cinnamic acid	At_73B5	0
Cinnamic acid	At_73B1	0
Cinnamic acid	At_89B1	0
Cinnamic acid	At_89C1	0.5
Cinnamic acid	At_84A3	1
Cinnamic acid	At_84A4	1
Cinnamic acid	At_84A2	1
Cinnamic acid	At_84A1	1
Cinnamic acid	At_84B1	1
Cinnamic acid	At_84B2	0
Cinnamic acid	At_75B1	1
Cinnamic acid	At_75D1	0
Cinnamic acid	At_74F1	0
Cinnamic acid	At_74F2	0
Cinnamic acid	At_74B1	0
Cinnamic acid	At_76E5	0
Cinnamic acid	At_76E4	0
Cinnamic acid	At_76E1	0
Cinnamic acid	At_76E2	0
Cinnamic acid	At_76E12	0
Cinnamic acid	At_76E11	0
Cinnamic acid	At_76C4	0
Cinnamic acid	At_85A5	0
Cinnamic acid	At_85A4	0
Cinnamic acid	At_78D2	0
Cinnamic acid	At_78D1	0
Cinnamic acid	VVGT1	0
4-hydroxy cinnamic acid	At_71C1	1
4-hydroxy cinnamic acid	At_71C2	1
4-hydroxy cinnamic acid	At_71C3	0
4-hydroxy cinnamic acid	At_71C4	0
4-hydroxy cinnamic acid	At_71C5	0
4-hydroxy cinnamic acid	At_71B8	0
4-hydroxy cinnamic acid	At_71B6	0
4-hydroxy cinnamic acid	At_71B5	0
4-hydroxy cinnamic acid	At_71B1	0
4-hydroxy cinnamic acid	At_88A1	0
4-hydroxy cinnamic acid	At_72E2	1
4-hydroxy cinnamic acid	At_72E3	0.5
4-hydroxy cinnamic acid	At_72E1	0
4-hydroxy cinnamic acid	At_72D1	0.5
4-hydroxy cinnamic acid	At_72C1	0
4-hydroxy cinnamic acid	At_72B3	0
4-hydroxy cinnamic acid	At_72B1	0
4-hydroxy cinnamic acid	At_73C3	0
4-hydroxy cinnamic acid	At_73C4	0
4-hydroxy cinnamic acid	At_73C5	0
4-hydroxy cinnamic acid	At_73C6	0
4-hydroxy cinnamic acid	At_73C1	0
4-hydroxy cinnamic acid	At_73C7	0
4-hydroxy cinnamic acid	At_73B2	0
4-hydroxy cinnamic acid	At_73B3	1
4-hydroxy cinnamic acid	At_73B4	0
4-hydroxy cinnamic acid	At_73B5	0
4-hydroxy cinnamic acid	At_73B1	0
4-hydroxy cinnamic acid	At_89B1	0.5
4-hydroxy cinnamic acid	At_89C1	0
4-hydroxy cinnamic acid	At_84A3	1
4-hydroxy cinnamic acid	At_84A4	1
4-hydroxy cinnamic acid	At_84A2	1
4-hydroxy cinnamic acid	At_84A1	1
4-hydroxy cinnamic acid	At_84B1	1
4-hydroxy cinnamic acid	At_84B2	0
4-hydroxy cinnamic acid	At_75B1	1
4-hydroxy cinnamic acid	At_75D1	0.5
4-hydroxy cinnamic acid	At_74F1	0.5
4-hydroxy cinnamic acid	At_74F2	0
4-hydroxy cinnamic acid	At_74B1	0.5
4-hydroxy cinnamic acid	At_76E5	0
4-hydroxy cinnamic acid	At_76E4	0.5
4-hydroxy cinnamic acid	At_76E1	0.5
4-hydroxy cinnamic acid	At_76E2	0
4-hydroxy cinnamic acid	At_76E12	0
4-hydroxy cinnamic acid	At_76E11	0
4-hydroxy cinnamic acid	At_76C4	0
4-hydroxy cinnamic acid	At_85A5	0
4-hydroxy cinnamic acid	At_85A4	0
4-hydroxy cinnamic acid	At_78D2	0
4-hydroxy cinnamic acid	At_78D1	0
4-hydroxy cinnamic acid	VVGT1	0
3,4-dihyroxy cinnamic acid	At_71C1	1
3,4-dihyroxy cinnamic acid	At_71C2	1
3,4-dihyroxy cinnamic acid	At_71C3	1
3,4-dihyroxy cinnamic acid	At_71C4	1
3,4-dihyroxy cinnamic acid	At_71C5	0
3,4-dihyroxy cinnamic acid	At_71B8	1
3,4-dihyroxy cinnamic acid	At_71B6	0
3,4-dihyroxy cinnamic acid	At_71B5	0
3,4-dihyroxy cinnamic acid	At_71B1	1
3,4-dihyroxy cinnamic acid	At_88A1	0
3,4-dihyroxy cinnamic acid	At_72E2	1
3,4-dihyroxy cinnamic acid	At_72E3	1
3,4-dihyroxy cinnamic acid	At_72E1	0
3,4-dihyroxy cinnamic acid	At_72D1	0
3,4-dihyroxy cinnamic acid	At_72C1	0
3,4-dihyroxy cinnamic acid	At_72B3	0
3,4-dihyroxy cinnamic acid	At_72B1	0
3,4-dihyroxy cinnamic acid	At_73C3	0
3,4-dihyroxy cinnamic acid	At_73C4	0
3,4-dihyroxy cinnamic acid	At_73C5	0
3,4-dihyroxy cinnamic acid	At_73C6	0
3,4-dihyroxy cinnamic acid	At_73C1	0.5
3,4-dihyroxy cinnamic acid	At_73C7	0
3,4-dihyroxy cinnamic acid	At_73B2	0
3,4-dihyroxy cinnamic acid	At_73B3	1
3,4-dihyroxy cinnamic acid	At_73B4	0
3,4-dihyroxy cinnamic acid	At_73B5	1
3,4-dihyroxy cinnamic acid	At_73B1	0
3,4-dihyroxy cinnamic acid	At_89B1	1
3,4-dihyroxy cinnamic acid	At_89C1	0
3,4-dihyroxy cinnamic acid	At_84A3	1
3,4-dihyroxy cinnamic acid	At_84A4	1
3,4-dihyroxy cinnamic acid	At_84A2	1
3,4-dihyroxy cinnamic acid	At_84A1	1
3,4-dihyroxy cinnamic acid	At_84B1	1
3,4-dihyroxy cinnamic acid	At_84B2	0
3,4-dihyroxy cinnamic acid	At_75B1	1
3,4-dihyroxy cinnamic acid	At_75D1	0
3,4-dihyroxy cinnamic acid	At_74F1	0.5
3,4-dihyroxy cinnamic acid	At_74F2	0
3,4-dihyroxy cinnamic acid	At_74B1	0
3,4-dihyroxy cinnamic acid	At_76E5	0
3,4-dihyroxy cinnamic acid	At_76E4	0
3,4-dihyroxy cinnamic acid	At_76E1	0
3,4-dihyroxy cinnamic acid	At_76E2	0
3,4-dihyroxy cinnamic acid	At_76E12	1
3,4-dihyroxy cinnamic acid	At_76E11	0
3,4-dihyroxy cinnamic acid	At_76C4	0
3,4-dihyroxy cinnamic acid	At_85A5	0
3,4-dihyroxy cinnamic acid	At_85A4	0
3,4-dihyroxy cinnamic acid	At_78D2	1
3,4-dihyroxy cinnamic acid	At_78D1	0
3,4-dihyroxy cinnamic acid	VVGT1	1
4-hydroxy 3-methoxy cinnamic acid	At_71C1	0
4-hydroxy 3-methoxy cinnamic acid	At_71C2	0
4-hydroxy 3-methoxy cinnamic acid	At_71C3	0
4-hydroxy 3-methoxy cinnamic acid	At_71C4	0
4-hydroxy 3-methoxy cinnamic acid	At_71C5	0
4-hydroxy 3-methoxy cinnamic acid	At_71B8	0
4-hydroxy 3-methoxy cinnamic acid	At_71B6	0
4-hydroxy 3-methoxy cinnamic acid	At_71B5	0
4-hydroxy 3-methoxy cinnamic acid	At_71B1	0
4-hydroxy 3-methoxy cinnamic acid	At_88A1	0
4-hydroxy 3-methoxy cinnamic acid	At_72E2	1
4-hydroxy 3-methoxy cinnamic acid	At_72E3	1
4-hydroxy 3-methoxy cinnamic acid	At_72E1	0
4-hydroxy 3-methoxy cinnamic acid	At_72D1	0
4-hydroxy 3-methoxy cinnamic acid	At_72C1	0
4-hydroxy 3-methoxy cinnamic acid	At_72B3	0
4-hydroxy 3-methoxy cinnamic acid	At_72B1	0
4-hydroxy 3-methoxy cinnamic acid	At_73C3	0
4-hydroxy 3-methoxy cinnamic acid	At_73C4	0
4-hydroxy 3-methoxy cinnamic acid	At_73C5	0
4-hydroxy 3-methoxy cinnamic acid	At_73C6	0
4-hydroxy 3-methoxy cinnamic acid	At_73C1	0
4-hydroxy 3-methoxy cinnamic acid	At_73C7	0
4-hydroxy 3-methoxy cinnamic acid	At_73B2	0
4-hydroxy 3-methoxy cinnamic acid	At_73B3	1
4-hydroxy 3-methoxy cinnamic acid	At_73B4	0
4-hydroxy 3-methoxy cinnamic acid	At_73B5	0.5
4-hydroxy 3-methoxy cinnamic acid	At_73B1	0
4-hydroxy 3-methoxy cinnamic acid	At_89B1	0
4-hydroxy 3-methoxy cinnamic acid	At_89C1	0.5
4-hydroxy 3-methoxy cinnamic acid	At_84A3	1
4-hydroxy 3-methoxy cinnamic acid	At_84A4	1
4-hydroxy 3-methoxy cinnamic acid	At_84A2	1
4-hydroxy 3-methoxy cinnamic acid	At_84A1	1
4-hydroxy 3-methoxy cinnamic acid	At_84B1	1
4-hydroxy 3-methoxy cinnamic acid	At_84B2	0
4-hydroxy 3-methoxy cinnamic acid	At_75B1	1
4-hydroxy 3-methoxy cinnamic acid	At_75D1	0.5
4-hydroxy 3-methoxy cinnamic acid	At_74F1	0
4-hydroxy 3-methoxy cinnamic acid	At_74F2	0
4-hydroxy 3-methoxy cinnamic acid	At_74B1	0
4-hydroxy 3-methoxy cinnamic acid	At_76E5	0
4-hydroxy 3-methoxy cinnamic acid	At_76E4	0
4-hydroxy 3-methoxy cinnamic acid	At_76E1	0
4-hydroxy 3-methoxy cinnamic acid	At_76E2	0
4-hydroxy 3-methoxy cinnamic acid	At_76E12	0
4-hydroxy 3-methoxy cinnamic acid	At_76E11	0
4-hydroxy 3-methoxy cinnamic acid	At_76C4	0
4-hydroxy 3-methoxy cinnamic acid	At_85A5	0
4-hydroxy 3-methoxy cinnamic acid	At_85A4	0
4-hydroxy 3-methoxy cinnamic acid	At_78D2	0
4-hydroxy 3-methoxy cinnamic acid	At_78D1	0
4-hydroxy 3-methoxy cinnamic acid	VVGT1	0
2-hydroxy cinnamic acid	At_71C1	1
2-hydroxy cinnamic acid	At_71C2	1
2-hydroxy cinnamic acid	At_71C3	1
2-hydroxy cinnamic acid	At_71C4	1
2-hydroxy cinnamic acid	At_71C5	0
2-hydroxy cinnamic acid	At_71B8	1
2-hydroxy cinnamic acid	At_71B6	0
