cid	enzyme	reaction	nMetabInESP	pred_ESP
6047	Pt_UGT1	0	8	0.0076251705
6047	At_72B1	0	8	0.00903972
6047	At_72E2	0	8	0.0036440666
6047	Mt_71G1	0	8	0.007271784
6047	Mt_78G1	0	8	0.053724054
6549	Fe_88J1	0	0	0.38680828
6549	Zm_15991	0	0	0.16434442
6549	Fe_72B19	0	0	0.75114053
6549	Ct_71E5	0	0	0.70851
6549	Zm_51683	0	0	0.54126453
6549	Os_88C1	0	0	0.33666122
6549	Zm_43295	0	0	0.86602634
6549	Dc_71F5	0	0	0.87427926
6549	Rc_GT1	0	0	0.7996977
6549	Sl_GT5	0	0	0.72375023
6549	Fi_88A10	0	0	0.65097517
6549	At_71D1	0	0	0.712472
6549	At_71C1	0	0	0.42430723
6549	Zm_62783	0	0	0.45516688
6549	Zm_85854	0	0	0.43100584
6549	Gm_88E3	0	0	0.51068145
6549	Zm_72068	0	0	0.7433341
6549	Lc_72B10	0	0	0.6363415
6549	Nt_UGT1	0	0	0.6434694
6549	Pt_UGT1	0	0	0.5528978
6549	At_72B1	0	0	0.8674558
6549	At_72E2	0	0	0.668633
6549	Mt_71G1	0	0	0.85463357
6549	Mt_78G1	0	0	0.6716178
6549	PpUGT85A2	1	0	0.5731376
114829	TwUGT2	0	0	0.023429777
53232	Nt_UGT1	0	0	0.010369453
53232	At_72B1	0	0	0.011953639
53232	At_72E2	0	0	0.008839944
53232	Mt_71G1	1	0	0.015233585
53232	Mt_78G1	0	0	0.0032328041
5280445	Nt_UGT1	0	6	0.024459997
5280445	Pt_UGT1	0	6	0.02091273
5280445	At_72B1	0	6	0.022488603
5280445	At_72E2	0	6	0.079341784
5280445	Mt_71G1	0	6	0.06944664
5280445	Mt_78G1	0	6	0.023534384
5280445	TwUGT2	0	6	0.006810521
5280445	ApUFGT1	1	6	0.09198497
5280445	ApUFGT2	1	6	0.0041394033
5280445	ApUFGT3	1	6	0.043887023
5280445	UGT73A17	1	6	0.015214934
5280445	UGT71L2	0	6	0.04242155
73412	Nt_UGT1	0	0	0.008079024
73412	Pt_UGT1	0	0	0.0106694745
73412	At_72B1	0	0	0.021913458
73412	At_72E2	0	0	0.01089527
73412	Mt_71G1	0	0	0.124106444
1254	Fe_88J1	0	1	0.009710843
1254	Zm_15991	0	1	0.016331216
1254	Fe_72B19	0	1	0.00410933
1254	Ct_71E5	0	1	0.013872158
1254	Zm_51683	0	1	0.005538507
1254	Os_88C1	0	1	0.0063372944
1254	Zm_43295	0	1	0.053686034
1254	Dc_71F5	0	1	0.034744196
1254	Rc_GT1	0	1	0.012342556
1254	Sl_GT5	0	1	0.043063067
1254	Fi_88A10	0	1	0.026115792
1254	At_71D1	0	1	0.017856028
1254	At_71C1	0	1	0.031796664
1254	Zm_62783	0	1	0.05245818
1254	Zm_85854	0	1	0.020393206
1254	Gm_88E3	0	1	0.014871444
1254	Zm_72068	0	1	0.029687777
1254	Lc_72B10	0	1	0.0069959727
4133	Nt_UGT1	1	6	0.09350875
4133	Pt_UGT1	0	6	0.020849878
4133	At_72B1	1	6	0.07726234
4133	At_72E2	0	6	0.05821896
4133	Mt_78G1	0	6	0.042185053
124219	Nt_UGT1	0	0	0.024419904
124219	Pt_UGT1	0	0	0.015017668
124219	At_72B1	0	0	0.04343776
124219	At_72E2	0	0	0.009985979
124219	Mt_71G1	0	0	0.034375742
124219	Mt_78G1	0	0	0.006098103
5281672	UGT73A17	1	2	0.0009183695
932	Nt_UGT1	0	0	0.01071251
932	Pt_UGT1	0	0	0.018947845
932	At_72B1	0	0	0.054798495
932	At_72E2	0	0	0.022843296
932	Mt_78G1	0	0	0.023761842
932	ApUFGT1	1	0	0.025693992
932	ApUFGT2	1	0	0.0023525804
932	ApUFGT3	1	0	0.010089086
932	UGT73A17	1	0	0.013286053
133766	TwUGT2	0	0	0.0070337746
5284507	Nt_UGT1	0	1	0.20883422
5284507	Pt_UGT1	0	1	0.23134717
5284507	At_72B1	0	1	0.21923774
5284507	At_72E2	0	1	0.31220204
5284507	Mt_71G1	0	1	0.3415458
5284507	Mt_78G1	0	1	0.20597629
26305	ApUFGT1	0	0	0.067283414
26305	ApUFGT2	0	0	0.025177462
26305	ApUFGT3	0	0	0.023841575
26305	TwUGT2	0	0	0.018414605
14427423	Nt_UGT1	0	0	0.016836695
14427423	Pt_UGT1	0	0	0.0050406842
14427423	At_72B1	0	0	0.0026884496
14427423	At_72E2	0	0	0.017018223
14427423	Mt_71G1	0	0	0.07833704
14427423	Mt_78G1	0	0	0.00720612
5320315	ApUFGT1	1	0	0.073264875
5320315	ApUFGT2	1	0	0.014893424
5320315	ApUFGT3	1	0	0.056825873
10955174	Nt_UGT1	0	0	0.021043243
10955174	Pt_UGT1	0	0	0.008513319
10955174	At_72B1	0	0	0.02314846
10955174	At_72E2	0	0	0.026770268
10955174	Mt_71G1	0	0	0.0523355
10955174	Mt_78G1	0	0	0.13102071
10819	Nt_UGT1	0	1	0.049801037
10819	Pt_UGT1	0	1	0.040972095
10819	At_72B1	0	1	0.0923872
10819	At_72E2	0	1	0.05359998
10819	Mt_71G1	0	1	0.057238024
10819	Mt_78G1	0	1	0.0384076
996	UGT71L2	1	2	0.30121598
4788	Fe_88J1	1	1	0.06753157
4788	Zm_15991	1	1	0.023750216
4788	Fe_72B19	0	1	0.05291854
4788	Ct_71E5	1	1	0.08454498
4788	Zm_51683	0	1	0.047650542
4788	Os_88C1	0	1	0.044911165
4788	Zm_43295	1	1	0.09697531
4788	Dc_71F5	0	1	0.24836272
4788	Rc_GT1	0	1	0.07626021
4788	Sl_GT5	0	1	0.1872573
4788	Fi_88A10	0	1	0.0969978
4788	At_71D1	0	1	0.12699404
4788	At_71C1	0	1	0.02058002
4788	Zm_62783	1	1	0.053360958
4788	Zm_85854	0	1	0.08179167
4788	Gm_88E3	1	1	0.047041513
4788	Zm_72068	0	1	0.09367461
4788	Lc_72B10	1	1	0.037439857
4788	TwUGT2	0	1	0.05454299
4788	ApUFGT1	1	1	0.13818257
4788	ApUFGT2	1	1	0.057352595
4788	ApUFGT3	1	1	0.075996555
68071	TwUGT2	1	0	0.014562797
73399	Fe_88J1	0	0	0.027218813
73399	Zm_15991	0	0	0.03691038
73399	Fe_72B19	0	0	0.018067352
73399	Ct_71E5	0	0	0.06576446
73399	Zm_51683	0	0	0.07471477
73399	Os_88C1	0	0	0.019716673
73399	Zm_43295	0	0	0.3061594
73399	Dc_71F5	0	0	0.08755407
73399	Rc_GT1	0	0	0.12300295
73399	Sl_GT5	0	0	0.1684021
73399	Fi_88A10	0	0	0.08818502
73399	At_71D1	0	0	0.13810217
73399	At_71C1	0	0	0.07489258
73399	Zm_62783	0	0	0.026910456
73399	Zm_85854	0	0	0.035124633
73399	Gm_88E3	0	0	0.012438748
73399	Zm_72068	0	0	0.064311534
73399	Lc_72B10	0	0	0.030470207
73399	Nt_UGT1	0	0	0.03945674
73399	Pt_UGT1	0	0	0.03707735
73399	At_72B1	0	0	0.0705954
73399	At_72E2	0	0	0.024767902
73399	Mt_71G1	0	0	0.08293061
73399	Mt_78G1	0	0	0.13529956
122738	Nt_UGT1	0	0	0.021958359
122738	Pt_UGT1	0	0	0.004216515
122738	At_72B1	0	0	0.055793103
122738	At_72E2	0	0	0.015345874
122738	Mt_71G1	0	0	0.01884807
122738	Mt_78G1	0	0	0.05232452
53377390	Nt_UGT1	0	0	0.02186216
53377390	Pt_UGT1	0	0	0.015556706
53377390	At_72B1	0	0	0.011032924
53377390	At_72E2	0	0	0.0192591
53377390	Mt_71G1	0	0	0.017788153
53377390	Mt_78G1	0	0	0.07922331
5280343	Fe_88J1	0	9	0.004590827
5280343	Zm_15991	0	9	0.002470365
5280343	Fe_72B19	0	9	0.0011290159
5280343	Ct_71E5	0	9	0.0030630773
5280343	Zm_51683	0	9	0.0012298403
5280343	Os_88C1	0	9	0.0010938998
5280343	Zm_43295	0	9	0.023054834
5280343	Dc_71F5	0	9	0.031984113
5280343	Rc_GT1	0	9	0.003609966
5280343	Sl_GT5	0	9	0.02701872
5280343	Fi_88A10	0	9	0.004742386
5280343	At_71C1	1	9	0.0046371534
5280343	Zm_62783	0	9	0.004880897
5280343	Gm_88E3	1	9	0.005245311
5280343	Zm_72068	1	9	0.00805686
5280343	Lc_72B10	0	9	0.0025145893
5280343	Nt_UGT1	0	9	0.008506315
5280343	Pt_UGT1	0	9	0.0008807564
5280343	At_72B1	0	9	0.0015247538
5280343	At_72E2	0	9	0.009253703
5280343	Mt_71G1	0	9	0.017155558
5280343	Mt_78G1	1	9	0.0015039573
5280343	TwUGT2	1	9	0.00059489824
5280343	UGT73A17	1	9	0.0007886247
5280343	UGT71L2	0	9	0.008424091
21648	Nt_UGT1	0	0	0.017080177
21648	Pt_UGT1	0	0	0.051679585
21648	At_72B1	0	0	0.035012048
21648	At_72E2	0	0	0.10855273
21648	Mt_71G1	0	0	0.043473955
21648	Mt_78G1	0	0	0.037423097
445154	Fe_88J1	0	0	0.08157156
445154	Zm_15991	0	0	0.023375489
445154	Fe_72B19	0	0	0.032952957
445154	Ct_71E5	0	0	0.039009206
445154	Zm_51683	0	0	0.04974492
445154	Os_88C1	0	0	0.044632494
445154	Zm_43295	0	0	0.22987652
445154	Dc_71F5	0	0	0.26147503
445154	Rc_GT1	0	0	0.12376787
445154	Sl_GT5	1	0	0.29084092
445154	Fi_88A10	0	0	0.16565566
445154	At_71D1	0	0	0.19711177
445154	At_71C1	0	0	0.031820748
445154	Zm_62783	0	0	0.06202177
445154	Zm_85854	0	0	0.05418788
445154	Gm_88E3	1	0	0.04003056
445154	Zm_72068	0	0	0.082196645
445154	Lc_72B10	0	0	0.11742296
439653	Nt_UGT1	0	1	0.012069639
439653	Pt_UGT1	0	1	0.035347793
439653	At_72B1	0	1	0.037855495
439653	At_72E2	0	1	0.028188305
439653	Mt_71G1	0	1	0.07282118
439653	Mt_78G1	0	1	0.10298839
5320954	TwUGT2	0	0	0.06821602
5146	UGT71L2	1	0	0.07480243
12731046	UGT71L2	0	0	0.25073627
12731045	UGT71L2	1	0	0.01875653
6998	UGT71L2	1	0	0.04994886
338	UGT71L2	0	8	0.03646524
188297	Nt_UGT1	0	0	0.13153127
188297	Pt_UGT1	0	0	0.18067528
188297	At_72B1	0	0	0.13988276
188297	At_72E2	0	0	0.25908735
188297	Mt_71G1	0	0	0.4816359
188297	Mt_78G1	0	0	0.098925285
5280460	Fe_88J1	0	1	0.13877238
5280460	Zm_15991	0	1	0.13955924
5280460	Fe_72B19	0	1	0.16376871
5280460	Ct_71E5	0	1	0.09871369
5280460	Zm_51683	0	1	0.12043237
5280460	Os_88C1	0	1	0.10339281
5280460	Zm_43295	0	1	0.47247997
5280460	Rc_GT1	0	1	0.09975761
5280460	Sl_GT5	0	1	0.42520452
5280460	Fi_88A10	0	1	0.33027852
5280460	At_71D1	0	1	0.39659056
5280460	At_71C1	1	1	0.12558365
5280460	Zm_62783	0	1	0.17595409
5280460	Zm_85854	1	1	0.12108448
5280460	Gm_88E3	0	1	0.125812
5280460	Zm_72068	1	1	0.12948164
5280460	Lc_72B10	0	1	0.13794723
5280460	Nt_UGT1	0	1	0.14975232
5280460	Pt_UGT1	0	1	0.16216512
5280460	At_72B1	1	1	0.24957922
5280460	At_72B1	0	1	0.24957922
5280460	At_72E2	1	1	0.26250738
5280460	At_72E2	0	1	0.26250738
5280460	Mt_71G1	0	1	0.2508515
5280460	Mt_78G1	0	1	0.1810659
68289	Fe_88J1	0	0	0.038353547
68289	Zm_15991	0	0	0.05512986
68289	Fe_72B19	0	0	0.014868377
68289	Zm_51683	1	0	0.029627413
68289	Os_88C1	0	0	0.047410935
68289	Zm_43295	0	0	0.06619148
68289	Dc_71F5	0	0	0.11176756
68289	Rc_GT1	0	0	0.055225067
68289	Sl_GT5	0	0	0.12304942
68289	At_71D1	0	0	0.11249307
68289	At_71C1	0	0	0.060209423
68289	Zm_62783	0	0	0.058446024
68289	Zm_85854	1	0	0.040287074
68289	Gm_88E3	0	0	0.03593908
68289	Zm_72068	0	0	0.077862196
68289	Lc_72B10	0	0	0.041307587
68289	Nt_UGT1	0	0	0.023584845
68289	Pt_UGT1	0	0	0.019971456
68289	At_72B1	1	0	0.035781667
68289	At_72E2	0	0	0.08097421
68289	Mt_71G1	0	0	0.060567275
68289	Mt_78G1	0	0	0.09576027
31553	Fe_88J1	0	0	0.00643928
31553	Zm_15991	0	0	0.007843385
31553	Fe_72B19	0	0	0.013282247
31553	Ct_71E5	1	0	0.0062910137
31553	Zm_51683	0	0	0.005639654
31553	Os_88C1	0	0	0.006133847
31553	Zm_43295	1	0	0.031722307
31553	Dc_71F5	0	0	0.022531243
31553	Rc_GT1	0	0	0.03405615
31553	Sl_GT5	0	0	0.08569964
31553	Fi_88A10	0	0	0.020019522
31553	At_71D1	1	0	0.037890125
31553	Zm_62783	0	0	0.019729951
31553	Zm_85854	0	0	0.011809041
31553	Gm_88E3	0	0	0.0060794065
31553	Zm_72068	0	0	0.064598806
31553	Lc_72B10	0	0	0.008403221
72936	Nt_UGT1	0	0	0.005408054
72936	Pt_UGT1	0	0	0.003066497
72936	At_72B1	0	0	0.0068778372
72936	At_72E2	0	0	0.02597858
72936	Mt_71G1	0	0	0.019047108
72936	Mt_78G1	0	0	0.0027116926
7172	Nt_UGT1	0	0	0.03530867
7172	Pt_UGT1	0	0	0.041996345
7172	At_72B1	0	0	0.06177931
7172	At_72E2	0	0	0.06619389
7172	Mt_71G1	0	0	0.069519766
7172	Mt_78G1	0	0	0.024785254
10742	Nt_UGT1	0	0	0.67715275
10742	Pt_UGT1	0	0	0.3006669
10742	At_72B1	0	0	0.7342292
10742	At_72E2	1	0	0.55935335
10742	Mt_71G1	1	0	0.6331184
10742	Mt_78G1	1	0	0.30939543
7041	Fe_88J1	0	0	0.1780446
7041	Zm_15991	1	0	0.262477
7041	Fe_72B19	1	0	0.13570975
7041	Ct_71E5	0	0	0.23459388
7041	Zm_51683	0	0	0.25696224
7041	Os_88C1	0	0	0.24004889
7041	Zm_43295	0	0	0.49437818
7041	Dc_71F5	1	0	0.42636368
7041	Rc_GT1	0	0	0.24404779
7041	Sl_GT5	1	0	0.5058171
7041	Fi_88A10	0	0	0.22117469
7041	At_71C1	0	0	0.31192428
7041	Zm_62783	0	0	0.19841923
7041	Zm_85854	0	0	0.2092156
7041	Gm_88E3	0	0	0.17048706
7041	Zm_72068	0	0	0.1794823
7041	Lc_72B10	1	0	0.39213285
7041	Nt_UGT1	1	0	0.2422343
7041	Pt_UGT1	1	0	0.1239499
7041	At_72B1	1	0	0.35458824
7041	At_72E2	1	0	0.2923294
7041	Mt_78G1	0	0	0.18696864
27582	Nt_UGT1	1	0	0.06086076
27582	Pt_UGT1	1	0	0.08043645
27582	At_72B1	1	0	0.05227491
27582	At_72E2	1	0	0.08113507
27582	Mt_71G1	0	0	0.23194787
27582	Mt_78G1	0	0	0.12316288
17100	Fe_88J1	0	0	0.09760064
17100	Zm_15991	0	0	0.12743749
17100	Fe_72B19	0	0	0.0506906
17100	Ct_71E5	0	0	0.0997148
17100	Zm_51683	0	0	0.19994435
17100	Os_88C1	0	0	0.11445632
17100	Zm_43295	0	0	0.41016114
17100	Dc_71F5	0	0	0.23346587
17100	Rc_GT1	0	0	0.36782664
17100	Sl_GT5	0	0	0.48027807
17100	Fi_88A10	0	0	0.17390975
17100	At_71D1	0	0	0.36414823
17100	At_71C1	0	0	0.28838792
17100	Zm_62783	0	0	0.1503946
17100	Zm_85854	0	0	0.2143087
17100	Gm_88E3	0	0	0.14644139
17100	Zm_72068	0	0	0.32442442
17100	Lc_72B10	0	0	0.34869418
17100	Nt_UGT1	0	0	0.11251612
17100	Pt_UGT1	0	0	0.070004374
17100	At_72B1	0	0	0.2903596
17100	At_72E2	0	0	0.18942747
17100	Mt_71G1	0	0	0.3203094
17100	Mt_78G1	0	0	0.39791778
135403798	Nt_UGT1	0	0	0.030274536
135403798	Pt_UGT1	0	0	0.002267047
135403798	At_72B1	0	0	0.008002256
135403798	At_72E2	0	0	0.0041505066
135403798	Mt_71G1	0	0	0.07609234
135403798	Mt_78G1	0	0	0.0061333696
6989	Fe_88J1	0	0	0.054711096
6989	Zm_15991	0	0	0.08100995
6989	Fe_72B19	0	0	0.04084226
6989	Ct_71E5	0	0	0.06127232
6989	Zm_51683	0	0	0.102554984
6989	Os_88C1	0	0	0.12389641
6989	Zm_43295	0	0	0.14359966
6989	Rc_GT1	0	0	0.09410176
6989	Sl_GT5	0	0	0.36655262
6989	At_71C1	0	0	0.16185528
6989	Zm_62783	0	0	0.060011506
6989	Zm_85854	0	0	0.15921995
6989	Gm_88E3	0	0	0.049367893
6989	Zm_72068	0	0	0.15481624
6989	Lc_72B10	0	0	0.11564741
6989	Nt_UGT1	0	0	0.04933172
6989	Pt_UGT1	0	0	0.08129495
6989	At_72B1	1	0	0.12714748
6989	At_72E2	0	0	0.070624605
6989	Mt_71G1	0	0	0.27336428
6989	Mt_78G1	0	0	0.11407877
5281701	UGT73A17	1	0	0.0073193964
107985	TwUGT2	0	0	0.0010325847
173273	TwUGT2	0	0	0.01225265
173273	TwUGT1	1	0	0.09214927
5281703	ApUFGT1	1	0	0.36932784
5281703	ApUFGT2	1	0	0.005992988
5281703	ApUFGT3	1	0	0.059809092
65090	Fe_88J1	0	0	0.024549931
65090	Zm_15991	1	0	0.022264544
65090	Fe_72B19	0	0	0.008868417
65090	Ct_71E5	1	0	0.02407474
65090	Zm_51683	0	0	0.014641872
65090	Os_88C1	0	0	0.013490748
65090	Zm_43295	0	0	0.13007765
65090	Dc_71F5	1	0	0.060092658
65090	Rc_GT1	0	0	0.017391099
65090	Fi_88A10	0	0	0.029406657
65090	At_71D1	1	0	0.1192162
65090	At_71C1	1	0	0.020288091
65090	Zm_85854	1	0	0.0762168
65090	Gm_88E3	0	0	0.022959938
65090	Zm_72068	0	0	0.024155559
65090	Lc_72B10	0	0	0.027482273
65090	Nt_UGT1	0	0	0.023420049
65090	Pt_UGT1	0	0	0.041600835
65090	At_72B1	0	0	0.02676804
65090	At_72E2	0	0	0.02379855
65090	Mt_71G1	1	0	0.043709822
65090	Mt_78G1	0	0	0.04307633
31211	Fe_88J1	0	0	0.061878923
31211	Zm_15991	0	0	0.026998822
31211	Fe_72B19	0	0	0.19981655
31211	Ct_71E5	0	0	0.05575679
31211	Zm_51683	0	0	0.049688227
31211	Os_88C1	0	0	0.04629113
31211	Zm_43295	0	0	0.13494857
31211	Dc_71F5	0	0	0.23145835
31211	Rc_GT1	0	0	0.22044906
31211	Sl_GT5	0	0	0.333139
31211	Fi_88A10	0	0	0.2899145
31211	At_71D1	0	0	0.1827782
31211	At_71C1	0	0	0.030612176
31211	Zm_62783	0	0	0.023850676
31211	Zm_85854	0	0	0.12653007
31211	Gm_88E3	0	0	0.085682586
31211	Zm_72068	0	0	0.11988009
31211	Lc_72B10	0	0	0.07502211
31211	Nt_UGT1	0	0	0.06628109
31211	Pt_UGT1	0	0	0.18684138
31211	At_72B1	0	0	0.18942198
31211	Mt_71G1	0	0	0.07326175
31211	Mt_78G1	0	0	0.12883355
6406	UGT85K14	0	0	0.42172197
13601	UGT71L2	0	0	0.31700447
128861	UGT85K14	0	2	0.056528676
637566	UGT85K14	0	1	0.2420197
5280863	UGT85K14	0	0	0.00072086893
6549	UGT85K14	0	0	0.50984967
220184	UGT74B1	1	0	0.41106158
3295299	UGT74B1	1	0	0.40435547
3295299	UGT74B1 mut H22A	1	0	0.25249922
3295299	UGT74B1 mut D113A	1	0	0.43020418
4118131	UGT74B1	1	0	0.3075932
102334912	UGT74B1	1	0	0.5741627
102334912	UGT74B1 mut H22A	1	0	0.4991161
102334912	UGT74B1 mut D113A	1	0	0.61467505
5280343	UGT85K14	0	9	0.0025414
7969	UGT74B1	1	0	0.4945852
444539	UGT85K14	0	11	0.054182235
445154	UGT85K14	0	0	0.04127879
449093	UGT85K14	0	0	0.10654654
5363817	UGT72AY1	1	0	0.13193698
5363817	UGT73A24	1	0	0.0562876
5363817	UGT73A25	1	0	0.057996023
5363817	UGT85A73	1	0	0.024861725
17100	PpUGT85A2	1	0	0.17115465
5373729	UGT72AY1	1	0	0.11029666
5373729	UGT73A24	1	0	0.13881221
5373729	UGT73A25	1	0	0.08731511
5373729	UGT85A73	1	0	0.011567878
5484169	UGT73B4	1	0	0.025735887
5375469	UGT73B4	1	0	0.07696107
5484169	UGT73C1	1	0	0.097923025
5375469	UGT73C1	1	0	0.13305694
21932272	OsCGT	1	0	0.034605384
90657995	OsCGT	1	0	0.03388811
4788	OsCGT	1	1	0.10539823
21611827	OsCGT	1	0	0.030991063
68146761	OsCGT	1	0	0.031464785
77093	OsCGT	1	0	0.24756075
21932272	ZmUGT/UGT708A6	0	0	0.047463853
21932272	FeCGTa/UGT708C1	1	0	0.012430211
90657995	FeCGTa/UGT708C1	1	0	0.013494499
42607887	FeCGTa/UGT708C1	1	0	0.010086691
4788	FeCGTa/UGT708C1	1	1	0.038721073
689111	FeCGTa/UGT708C1	1	0	0.03528572
68073	FeCGTa/UGT708C1	1	0	0.055727925
68099	FeCGTa/UGT708C1	1	0	0.03640097
21932272	FeCGTb/UGT708C2	1	0	0.012488048
90657995	FeCGTb/UGT708C2	1	0	0.0086124325
42607887	FeCGTb/UGT708C2	1	0	0.014854351
4788	FeCGTb/UGT708C2	1	1	0.07142919
689111	FeCGTb/UGT708C2	1	0	0.07895182
68073	FeCGTb/UGT708C2	1	0	0.052610718
68099	FeCGTb/UGT708C2	1	0	0.04004537
21932272	GmCGT/UGT708D1	0	0	0.013339851
5280443	GtUF6CGT1	1	2	0.028051423
5280445	GtUF6CGT1	1	6	0.09443977
68213	MiCGT	1	0	0.083668195
5281656	MiCGT	1	0	0.05255609
4788	MiCGTb	1	1	0.056485195
21932272	FcCGT/UGT708G1	1	0	0.016929073
42607887	FcCGT/UGT708G1	1	0	0.020954441
4788	FcCGT/UGT708G1	1	1	0.029413022
689111	FcCGT/UGT708G1	1	0	0.0058946833
68213	FcCGT/UGT708G1	1	0	0.01630575
68073	FcCGT/UGT708G1	1	0	0.02841762
68099	FcCGT/UGT708G1	1	0	0.027604487
129320322	FcCGT/UGT708G1	1	0	0.0014042218
21722188	FcCGT/UGT708G1	1	0	0.0050085993
6072	FcCGT/UGT708G1	1	0	0.19660549
21932272	CuCGT/UGT708G2	1	0	0.013749981
42607887	CuCGT/UGT708G2	1	0	0.01713319
4788	CuCGT/UGT708G2	1	1	0.03183571
689111	CuCGT/UGT708G2	1	0	0.006162899
68213	CuCGT/UGT708G2	1	0	0.014207599
68073	CuCGT/UGT708G2	1	0	0.026141383
68099	CuCGT/UGT708G2	1	0	0.019860024
129320322	CuCGT/UGT708G2	1	0	0.0015477807
21722188	CuCGT/UGT708G2	1	0	0.0057815863
6072	CuCGT/UGT708G2	1	0	0.18851942
5281708	PlUGT43	0	0	0.12158283
5280961	PlUGT43	0	0	0.013377125
5280443	TcCGT1	1	2	0.0036268032
5280445	TcCGT1	1	6	0.008975108
5280443	WjGT1/UGT84A57	1	2	0.040869616
5280445	WjGT1/UGT84A57	1	6	0.10112923
4788	WjGT1/UGT84A57	1	1	0.11699682
5280863	WjGT1/UGT84A57	1	0	0.002537249
5280343	WjGT1/UGT84A57	1	9	0.0054395227
932	WjGT1/UGT84A57	1	0	0.011660543
21722188	GgCGT/UGT708B4	1	0	0.015048601
4788	OsCGT2/UGT708A4	0	1	0.10539823
21932272	OsCGT2/UGT708A4	0	0	0.034605384
4788	OsCGT3/UGT708A2	0	1	0.10539823
4788	OsCGT6/UGT708A40	0	1	0.10539823
4788	TaCGT1-A/UGT708A14	0	1	0.01696001
21932272	TaCGT1-A/UGT708A14	0	0	0.025883717
4788	TaCGT1-B/UGT708A52	0	1	0.03363553
4788	TaCGT1-D/UGT708A53	0	1	0.034980807
21932272	TaCGT1-D/UGT708A53	0	0	0.03088675
4788	TaCGT2-A/UGT708A15	0	1	0.01696001
4788	TaCGT2-B/UGT708A54	0	1	0.060100373
4788	SbCGT1/UGT708A36	0	1	0.025302742
21932272	SbCGT1/UGT708A36	0	0	0.019405007
4788	SbCGT2/UGT708A35	0	1	0.046649616
4788	SbCGT3/UGT708A34	0	1	0.023754278
4788	ZmCGT2/UGT708A5	0	1	0.046573818
4788	ZmCGT3/UGT708A11	0	1	0.01696001
4788	ZmCGT4/UGT708A41	0	1	0.048592042
4788	ZmCGT5/UGT708A42	0	1	0.048592042
4788	SiCGT1/UGT708A31	0	1	0.038941648
21932272	SiCGT1/UGT708A31	0	0	0.020306956
4788	SiCGT2/UGT708A32	0	1	0.11908579
4788	SiCGT3/UGT708A33	0	1	0.06278473
4788	BdCGT1/UGT708A7	0	1	0.051511038
21932272	BdCGT1/UGT708A7	0	0	0.030743256
4788	BdCGT2/UGT708A8	0	1	0.045315288
4788	PhCGT1/UGT708A43	0	1	0.048592042
21932272	PhCGT1/UGT708A43	0	0	0.015777444
4788	PhCGT2/UGT708A46	0	1	0.048592042
4788	PgCGT1/UGT708A44	0	1	0.048592042
21932272	PgCGT1/UGT708A44	0	0	0.015777444
4788	PpCGT1/UGT708A45	0	1	0.048592042
34231	IroB	1	0	0.009021422
5327038	IroB	1	0	0.10206043
101763507	IroB	1	0	0.0048282715
9883304	DcUGT2	0	0	0.062137853
11727234	DcUGT2	0	0	0.051124286
