enzyme	source	reaction	cid
FeCGTa/UGT708C1	negatives H	0	179615
FeCGTa/UGT708C1	negatives F	0	76832036
FeCGTa/UGT708C1	negatives Cl	0	54182336
FeCGTa/UGT708C1	negatives OMe	0	7128
FeCGTa/UGT708C1	negatives OAc	0	7137
FeCGTa/UGT708C1	negatives H	0	7374
FeCGTa/UGT708C1	negatives F	0	157153
FeCGTa/UGT708C1	negatives Cl	0	9481
FeCGTa/UGT708C1	negatives OMe	0	54413375
FeCGTa/UGT708C1	negatives OAc	0	69560032
FeCGTa/UGT708C1	negatives H	0	10680
FeCGTa/UGT708C1	negatives H	0	10680
FeCGTa/UGT708C1	negatives H	0	10680
FeCGTa/UGT708C1	negatives H	0	10680
FeCGTa/UGT708C1	negatives H	0	10680
FeCGTa/UGT708C1	negatives H	0	10680
FeCGTa/UGT708C1	negatives H	0	10680
FeCGTa/UGT708C1	negatives H	0	10680
FeCGTa/UGT708C1	negatives H	0	10680
FeCGTa/UGT708C1	negatives F	0	261397
FeCGTa/UGT708C1	negatives Cl	0	151515
FeCGTa/UGT708C1	negatives Cl	0	151515
FeCGTa/UGT708C1	negatives OMe	0	94525
FeCGTa/UGT708C1	negatives OMe	0	94525
FeCGTa/UGT708C1	negatives OAc	0	15731437
FeCGTa/UGT708C1	negatives OMe	0	2355
FeCGTa/UGT708C1	negatives OAc	0	802311
FeCGTa/UGT708C1	negatives H	0	77793
FeCGTa/UGT708C1	negatives OMe	0	77793
FeCGTa/UGT708C1	negatives OMe	0	77793
FeCGTa/UGT708C1	negatives OMe	0	77793
FeCGTa/UGT708C1	negatives F	0	166154999
FeCGTa/UGT708C1	negatives OMe	0	688669
FeCGTa/UGT708C1	negatives OAc	0	622751
FeCGTa/UGT708C1	negatives F	0	261394
FeCGTa/UGT708C1	negatives Cl	0	466273
FeCGTa/UGT708C1	negatives Cl	0	466273
FeCGTa/UGT708C1	negatives Cl	0	466273
FeCGTa/UGT708C1	negatives OAc	0	11507421
FeCGTa/UGT708C1	negatives OAc	0	11507421
FeCGTa/UGT708C1	negatives OAc	0	11507421
FeCGTa/UGT708C1	negatives F	0	261393
FeCGTa/UGT708C1	negatives F	0	261393
FeCGTa/UGT708C1	negatives F	0	261393
FeCGTa/UGT708C1	negatives F	0	261393
FeCGTa/UGT708C1	negatives Cl	0	466272
FeCGTa/UGT708C1	negatives OMe	0	466268
FeCGTa/UGT708C1	negatives OMe	0	466268
FeCGTa/UGT708C1	negatives OMe	0	466268
FeCGTa/UGT708C1	negatives OMe	0	466268
FeCGTa/UGT708C1	negatives H	0	11240776
FeCGTa/UGT708C1	negatives OMe	0	11240776
FeCGTa/UGT708C1	negatives OMe	0	8417
FeCGTa/UGT708C1	negatives OAc	0	9991610
FeCGTa/UGT708C1	negatives H	0	11833
FeCGTa/UGT708C1	negatives F	0	15717462
FeCGTa/UGT708C1	negatives Cl	0	11446884
FeCGTa/UGT708C1	negatives OMe	0	390807
FeCGTa/UGT708C1	negatives OAc	0	366
FeCGTa/UGT708C1	negatives H	0	162886613
FeCGTa/UGT708C1	negatives H	0	72304
FeCGTa/UGT708C1	negatives H	0	72304
FeCGTa/UGT708C1	negatives F	0	11085875
FeCGTa/UGT708C1	negatives F	0	11085875
FeCGTa/UGT708C1	negatives Cl	0	12209506
FeCGTa/UGT708C1	negatives Cl	0	12209506
FeCGTa/UGT708C1	negatives OMe	0	15262172
FeCGTa/UGT708C1	negatives H	0	323
FeCGTa/UGT708C1	negatives H	0	323
FeCGTa/UGT708C1	negatives F	0	596339
FeCGTa/UGT708C1	negatives Cl	0	12732963
FeCGTa/UGT708C1	negatives Cl	0	12732963
FeCGTa/UGT708C1	negatives OAc	0	928228
FeCGTa/UGT708C1	negatives OAc	0	928228
FeCGTa/UGT708C1	negatives F	0	10057850
FeCGTa/UGT708C1	negatives OMe	0	10748
FeCGTa/UGT708C1	negatives F	0	261395
FeCGTa/UGT708C1	negatives Cl	0	248021
FeCGTa/UGT708C1	negatives OAc	0	1695558
FeCGTa/UGT708C1	negatives OAc	0	12553720
FeCGTa/UGT708C1	negatives OAc	0	12553720
FeCGTa/UGT708C1	negatives OAc	0	12553720
FeCGTa/UGT708C1	negatives F	0	10988376
FeCGTa/UGT708C1	negatives Cl	0	736736
FeCGTa/UGT708C1	negatives H	0	7020
FeCGTa/UGT708C1	negatives F	0	21928631
FeCGTa/UGT708C1	negatives Cl	0	615442
FeCGTa/UGT708C1	negatives OMe	0	71034
FeCGTa/UGT708C1	negatives OAc	0	10467474
FeCGTa/UGT708C1	negatives F	0	261391
FeCGTa/UGT708C1	negatives Cl	0	129883109
FeCGTa/UGT708C1	negatives OAc	0	1666397
FeCGTa/UGT708C1	negatives H	0	213728
FeCGTa/UGT708C1	negatives OMe	0	689014
FeCGTa/UGT708C1	negatives OMe	0	638006
FeCGTa/UGT708C1	negatives OAc	0	746449
FeCGTa/UGT708C1	negatives H	0	147157
FeCGTa/UGT708C1	negatives OMe	0	14349486
FeCGTa/UGT708C1	negatives H	0	30553
FeCGTa/UGT708C1	negatives OMe	0	5262584
FeCGTa/UGT708C1	negatives OAc	0	148791698
FeCGTa/UGT708C1	negatives H	0	119087140
FeCGTa/UGT708C1	negatives OMe	0	1383603
FeCGTa/UGT708C1	negatives OAc	0	12514018
FeCGTa/UGT708C1	negatives H	0	53694162
FeCGTa/UGT708C1	negatives H	0	53694162
FeCGTa/UGT708C1	negatives OMe	0	54139758
FeCGTa/UGT708C1	negatives OMe	0	54139758
FeCGTa/UGT708C1	negatives OAc	0	103607
FeCGTa/UGT708C1	negatives H	0	154128759
FeCGTa/UGT708C1	negatives OAc	0	3019951
FeCGTa/UGT708C1	negatives H	0	54005809
FeCGTa/UGT708C1	negatives H	0	54005809
FeCGTa/UGT708C1	negatives OMe	0	54056893
FeCGTa/UGT708C1	negatives OMe	0	54056893
FeCGTa/UGT708C1	negatives OAc	0	90720
FeCGTa/UGT708C1	negatives H	0	26955
FeCGTa/UGT708C1	negatives OAc	0	66856475
FeCGTa/UGT708C1	negatives F	0	44587007
FeCGTa/UGT708C1	negatives Cl	0	44587010
FeCGTa/UGT708C1	negatives OMe	0	3085295
FeCGTa/UGT708C1	negatives OMe	0	147795
FeCGTa/UGT708C1	negatives OMe	0	147795
FeCGTa/UGT708C1	negatives OAc	0	2817225
FeCGTa/UGT708C1	negatives F	0	11032058
FeCGTa/UGT708C1	negatives OMe	0	22716855
FeCGTa/UGT708C1	negatives Cl	0	67042231
FeCGTa/UGT708C1	negatives Cl	0	67042231
FeCGTa/UGT708C1	negatives OAc	0	54484293
FeCGTa/UGT708C1	negatives H	0	20976640
FeCGTa/UGT708C1	negatives F	0	137530204
FeCGTa/UGT708C1	negatives F	0	20083560
FeCGTa/UGT708C1	negatives OMe	0	11149475
FeCGTb/UGT708C2	negatives H	0	4685
FeCGTb/UGT708C2	negatives Cl	0	4685
FeCGTb/UGT708C2	negatives F	0	136173
FeCGTb/UGT708C2	negatives Cl	0	13
FeCGTb/UGT708C2	negatives H	0	13
FeCGTb/UGT708C2	negatives Cl	0	13
FeCGTb/UGT708C2	negatives OMe	0	16125
FeCGTb/UGT708C2	negatives OAc	0	520466
FeCGTb/UGT708C2	negatives H	0	7150
FeCGTb/UGT708C2	negatives H	0	7150
FeCGTb/UGT708C2	negatives H	0	7150
FeCGTb/UGT708C2	negatives H	0	7150
FeCGTb/UGT708C2	negatives F	0	67878
FeCGTb/UGT708C2	negatives F	0	67878
FeCGTb/UGT708C2	negatives Cl	0	14307
FeCGTb/UGT708C2	negatives Cl	0	14307
FeCGTb/UGT708C2	negatives OMe	0	8499
FeCGTb/UGT708C2	negatives OMe	0	8499
FeCGTb/UGT708C2	negatives OAc	0	578495
FeCGTb/UGT708C2	negatives OAc	0	578495
FeCGTb/UGT708C2	negatives H	0	1140
FeCGTb/UGT708C2	negatives H	0	1140
FeCGTb/UGT708C2	negatives F	0	9591
FeCGTb/UGT708C2	negatives F	0	9591
FeCGTb/UGT708C2	negatives Cl	0	7503
FeCGTb/UGT708C2	negatives OMe	0	10869
FeCGTb/UGT708C2	negatives OMe	0	10869
FeCGTb/UGT708C2	negatives OAc	0	8785
FeCGTb/UGT708C2	negatives H	0	241
FeCGTb/UGT708C2	negatives H	0	241
FeCGTb/UGT708C2	negatives F	0	10008
FeCGTb/UGT708C2	negatives F	0	10008
FeCGTb/UGT708C2	negatives Cl	0	7964
FeCGTb/UGT708C2	negatives Cl	0	7964
FeCGTb/UGT708C2	negatives H	0	7964
FeCGTb/UGT708C2	negatives OMe	0	7519
FeCGTb/UGT708C2	negatives OMe	0	7519
FeCGTb/UGT708C2	negatives OAc	0	31229
FeCGTb/UGT708C2	negatives OAc	0	31229
FeCGTb/UGT708C2	negatives H	0	10251
FeCGTb/UGT708C2	negatives H	0	10251
FeCGTb/UGT708C2	negatives H	0	10251
FeCGTb/UGT708C2	negatives H	0	10251
FeCGTb/UGT708C2	negatives H	0	10251
FeCGTb/UGT708C2	negatives H	0	10251
FeCGTb/UGT708C2	negatives H	0	10251
FeCGTb/UGT708C2	negatives F	0	5270543
FeCGTb/UGT708C2	negatives F	0	5270543
FeCGTb/UGT708C2	negatives F	0	5270543
FeCGTb/UGT708C2	negatives Cl	0	242065
FeCGTb/UGT708C2	negatives Cl	0	242065
FeCGTb/UGT708C2	negatives OMe	0	2825024
FeCGTb/UGT708C2	negatives OMe	0	2825024
FeCGTb/UGT708C2	negatives OAc	0	12669351
FeCGTb/UGT708C2	negatives H	0	2759713
FeCGTb/UGT708C2	negatives F	0	55273731
FeCGTb/UGT708C2	negatives Cl	0	55275176
FeCGTb/UGT708C2	negatives OMe	0	7127
FeCGTb/UGT708C2	negatives OAc	0	7136
FeCGTb/UGT708C2	negatives F	0	521184
FeCGTb/UGT708C2	negatives Cl	0	11895
FeCGTb/UGT708C2	negatives Cl	0	11895
FeCGTb/UGT708C2	negatives OMe	0	79332
FeCGTb/UGT708C2	negatives OAc	0	577969
FeCGTb/UGT708C2	negatives F	0	67854
FeCGTb/UGT708C2	negatives OMe	0	61151
FeCGTb/UGT708C2	negatives OAc	0	68484
FeCGTb/UGT708C2	negatives F	0	9604
FeCGTb/UGT708C2	negatives OMe	0	12167
FeCGTb/UGT708C2	negatives OAc	0	13410
FeCGTb/UGT708C2	negatives H	0	64802
FeCGTb/UGT708C2	negatives F	0	11368162
FeCGTb/UGT708C2	negatives Cl	0	247344
FeCGTb/UGT708C2	negatives OMe	0	10681515
FeCGTb/UGT708C2	negatives OAc	0	13807896
FeCGTb/UGT708C2	negatives Cl	0	7238
FeCGTb/UGT708C2	negatives OAc	0	10778
FeCGTb/UGT708C2	negatives H	0	42268
FeCGTb/UGT708C2	negatives Cl	0	34140
FeCGTb/UGT708C2	negatives OMe	0	627458
FeCGTb/UGT708C2	negatives OAc	0	625694
FeCGTb/UGT708C2	negatives H	0	7500
FeCGTb/UGT708C2	negatives H	0	7500
FeCGTb/UGT708C2	negatives F	0	285371
FeCGTb/UGT708C2	negatives Cl	0	231496
FeCGTb/UGT708C2	negatives OMe	0	19089
FeCGTb/UGT708C2	negatives OAc	0	7654
FeCGTb/UGT708C2	negatives H	0	17090
FeCGTb/UGT708C2	negatives F	0	14382157
FeCGTb/UGT708C2	negatives Cl	0	101693
FeCGTb/UGT708C2	negatives OMe	0	108507
FeCGTb/UGT708C2	negatives OAc	0	8294
FeCGTb/UGT708C2	negatives H	0	7950
FeCGTb/UGT708C2	negatives F	0	142093
FeCGTb/UGT708C2	negatives Cl	0	12468
FeCGTb/UGT708C2	negatives OMe	0	6884
FeCGTb/UGT708C2	negatives OAc	0	31894
FeCGTb/UGT708C2	negatives H	0	7463
FeCGTb/UGT708C2	negatives F	0	20596579
FeCGTb/UGT708C2	negatives Cl	0	20421
FeCGTb/UGT708C2	negatives OMe	0	14104
FeCGTb/UGT708C2	negatives OAc	0	68252
FeCGTb/UGT708C2	negatives F	0	11105361
FeCGTb/UGT708C2	negatives Cl	0	6995
FeCGTb/UGT708C2	negatives OMe	0	84654
FeCGTb/UGT708C2	negatives OAc	0	9898919
FeCGTb/UGT708C2	negatives H	0	240
FeCGTb/UGT708C2	negatives H	0	240
FeCGTb/UGT708C2	negatives F	0	67970
FeCGTb/UGT708C2	negatives F	0	67970
FeCGTb/UGT708C2	negatives Cl	0	6996
FeCGTb/UGT708C2	negatives Cl	0	6996
FeCGTb/UGT708C2	negatives OMe	0	8658
FeCGTb/UGT708C2	negatives OAc	0	237228
FeCGTb/UGT708C2	negatives H	0	931
FeCGTb/UGT708C2	negatives F	0	9450
FeCGTb/UGT708C2	negatives Cl	0	7003
FeCGTb/UGT708C2	negatives OMe	0	16668
FeCGTb/UGT708C2	negatives OAc	0	13247
FeCGTb/UGT708C2	negatives H	0	9025
FeCGTb/UGT708C2	negatives F	0	10796995
FeCGTb/UGT708C2	negatives Cl	0	13015717
FeCGTb/UGT708C2	negatives OMe	0	12462
FeCGTb/UGT708C2	negatives OAc	0	255587
FeCGTb/UGT708C2	negatives F	0	123059
FeCGTb/UGT708C2	negatives Cl	0	7270
FeCGTb/UGT708C2	negatives OMe	0	22503
FeCGTb/UGT708C2	negatives OAc	0	79367
FeCGTb/UGT708C2	negatives H	0	2345
FeCGTb/UGT708C2	negatives H	0	2345
FeCGTb/UGT708C2	negatives F	0	579331
FeCGTb/UGT708C2	negatives Cl	0	222393
FeCGTb/UGT708C2	negatives OMe	0	584904
FeCGTb/UGT708C2	negatives OAc	0	334306
FeCGTb/UGT708C2	negatives H	0	10943
FeCGTb/UGT708C2	negatives F	0	123112
FeCGTb/UGT708C2	negatives OMe	0	11119
FeCGTb/UGT708C2	negatives OAc	0	22812
FeCGTb/UGT708C2	negatives H	0	94156
FeCGTb/UGT708C2	negatives Cl	0	20452412
FeCGTb/UGT708C2	negatives OMe	0	45117142
FeCGTb/UGT708C2	negatives OAc	0	15725797
FeCGTb/UGT708C2	negatives H	0	85447335
FeCGTb/UGT708C2	negatives OMe	0	72648693
FeCGTb/UGT708C2	negatives OAc	0	3280140
FeCGTb/UGT708C2	negatives H	0	75074
FeCGTb/UGT708C2	negatives F	0	12398446
FeCGTb/UGT708C2	negatives Cl	0	12398447
FeCGTb/UGT708C2	negatives OMe	0	15956
FeCGTb/UGT708C2	negatives OAc	0	14299523
FeCGTb/UGT708C2	negatives H	0	7239
FeCGTb/UGT708C2	negatives F	0	119011
FeCGTb/UGT708C2	negatives Cl	0	6895
FeCGTb/UGT708C2	negatives H	0	6895
FeCGTb/UGT708C2	negatives OMe	0	16126
FeCGTb/UGT708C2	negatives OAc	0	182325
FeCGTb/UGT708C2	negatives H	0	21671
FeCGTb/UGT708C2	negatives Cl	0	162397
FeCGTb/UGT708C2	negatives OMe	0	85755
FeCGTb/UGT708C2	negatives OAc	0	111037
FeCGTb/UGT708C2	negatives H	0	85730
FeCGTb/UGT708C2	negatives OMe	0	61325
FeCGTb/UGT708C2	negatives OAc	0	61334
FeCGTb/UGT708C2	negatives F	0	142094
FeCGTb/UGT708C2	negatives Cl	0	12463
FeCGTb/UGT708C2	negatives OMe	0	41017
FeCGTb/UGT708C2	negatives OAc	0	522000
FeCGTb/UGT708C2	negatives H	0	13031970
FeCGTb/UGT708C2	negatives OMe	0	3020659
FeCGTb/UGT708C2	negatives OAc	0	21465661
FeCGTb/UGT708C2	negatives H	0	4175
FeCGTb/UGT708C2	negatives OMe	0	70884183
FeCGTb/UGT708C2	negatives OAc	0	10225624
FeCGTb/UGT708C2	negatives H	0	6199
FeCGTb/UGT708C2	negatives H	0	6199
FeCGTb/UGT708C2	negatives OMe	0	4114
FeCGTb/UGT708C2	negatives OAc	0	100617
FeCGTb/UGT708C2	negatives H	0	7410
FeCGTb/UGT708C2	negatives F	0	96744
FeCGTb/UGT708C2	negatives Cl	0	7467
FeCGTb/UGT708C2	negatives OMe	0	7476
FeCGTb/UGT708C2	negatives OAc	0	83063
FeCGTb/UGT708C2	negatives OMe	0	31244
FeCGTb/UGT708C2	negatives OAc	0	70144
FeCGTb/UGT708C2	negatives H	0	3102
FeCGTb/UGT708C2	negatives H	0	3102
FeCGTb/UGT708C2	negatives F	0	67650
FeCGTb/UGT708C2	negatives F	0	67650
FeCGTb/UGT708C2	negatives Cl	0	78838
FeCGTb/UGT708C2	negatives OMe	0	69146
FeCGTb/UGT708C2	negatives OMe	0	69146
FeCGTb/UGT708C2	negatives OAc	0	607716
FeCGTb/UGT708C2	negatives H	0	14909454
FeCGTb/UGT708C2	negatives OMe	0	12240636
FeCGTb/UGT708C2	negatives H	0	9229
FeCGTb/UGT708C2	negatives F	0	22096539
FeCGTb/UGT708C2	negatives Cl	0	138966
FeCGTb/UGT708C2	negatives OMe	0	592453
FeCGTb/UGT708C2	negatives OAc	0	67591
FeCGTb/UGT708C2	negatives Cl	0	8653
FeCGTb/UGT708C2	negatives OAc	0	10955672
FeCGTb/UGT708C2	negatives H	0	145858
FeCGTb/UGT708C2	negatives OMe	0	85777085
FeCGTb/UGT708C2	negatives H	0	163085752
FeCGTb/UGT708C2	negatives OMe	0	330542
FeCGTb/UGT708C2	negatives H	0	11124
FeCGTb/UGT708C2	negatives F	0	15655238
FeCGTb/UGT708C2	negatives Cl	0	28659
FeCGTb/UGT708C2	negatives OMe	0	19710
FeCGTb/UGT708C2	negatives OAc	0	221165
FeCGTb/UGT708C2	negatives Cl	0	2817223
FeCGTb/UGT708C2	negatives OMe	0	102928
FeCGTb/UGT708C2	negatives OAc	0	141006514
FeCGTb/UGT708C2	negatives H	0	11502
FeCGTb/UGT708C2	negatives F	0	607798
FeCGTb/UGT708C2	negatives Cl	0	611808
FeCGTb/UGT708C2	negatives OMe	0	610875
FeCGTb/UGT708C2	negatives OAc	0	66777173
FeCGTb/UGT708C2	negatives H	0	54105512
FeCGTb/UGT708C2	negatives OMe	0	54105512
FeCGTb/UGT708C2	negatives Cl	0	123866419
FeCGTb/UGT708C2	negatives OMe	0	94307
FeCGTb/UGT708C2	negatives OAc	0	226487
FeCGTb/UGT708C2	negatives H	0	7644
FeCGTb/UGT708C2	negatives H	0	7644
FeCGTb/UGT708C2	negatives H	0	7644
FeCGTb/UGT708C2	negatives H	0	7644
FeCGTb/UGT708C2	negatives F	0	1481671
FeCGTb/UGT708C2	negatives Cl	0	53441188
FeCGTb/UGT708C2	negatives OMe	0	595377
FeCGTb/UGT708C2	negatives OAc	0	223144
FeCGTb/UGT708C2	negatives F	0	53395455
FeCGTb/UGT708C2	negatives Cl	0	2755679
FeCGTb/UGT708C2	negatives Cl	0	2755679
FeCGTb/UGT708C2	negatives OAc	0	85773370
FeCGTb/UGT708C2	negatives OAc	0	85773370
FeCGTb/UGT708C2	negatives F	0	958750
FeCGTb/UGT708C2	negatives F	0	958750
FeCGTb/UGT708C2	negatives Cl	0	98955
FeCGTb/UGT708C2	negatives OMe	0	92841
FeCGTb/UGT708C2	negatives OMe	0	92841
FeCGTb/UGT708C2	negatives OAc	0	237447
FeCGTb/UGT708C2	negatives H	0	137614
FeCGTb/UGT708C2	negatives F	0	71339444
FeCGTb/UGT708C2	negatives Cl	0	99106
FeCGTb/UGT708C2	negatives OMe	0	75724
FeCGTb/UGT708C2	negatives OAc	0	7780
FeCGTb/UGT708C2	negatives H	0	5150599
FeCGTb/UGT708C2	negatives OMe	0	146047
FeCGTb/UGT708C2	negatives OAc	0	72738902
FeCGTb/UGT708C2	negatives H	0	9948
FeCGTb/UGT708C2	negatives F	0	12693379
FeCGTb/UGT708C2	negatives Cl	0	12689827
FeCGTb/UGT708C2	negatives OMe	0	244690
FeCGTb/UGT708C2	negatives OAc	0	45069335
FeCGTb/UGT708C2	negatives H	0	179615
FeCGTb/UGT708C2	negatives F	0	76832036
FeCGTb/UGT708C2	negatives Cl	0	54182336
FeCGTb/UGT708C2	negatives OMe	0	7128
FeCGTb/UGT708C2	negatives OAc	0	7137
FeCGTb/UGT708C2	negatives H	0	7374
FeCGTb/UGT708C2	negatives F	0	157153
FeCGTb/UGT708C2	negatives Cl	0	9481
FeCGTb/UGT708C2	negatives OMe	0	54413375
FeCGTb/UGT708C2	negatives OAc	0	69560032
FeCGTb/UGT708C2	negatives H	0	10680
FeCGTb/UGT708C2	negatives H	0	10680
FeCGTb/UGT708C2	negatives H	0	10680
FeCGTb/UGT708C2	negatives H	0	10680
FeCGTb/UGT708C2	negatives H	0	10680
FeCGTb/UGT708C2	negatives H	0	10680
FeCGTb/UGT708C2	negatives H	0	10680
FeCGTb/UGT708C2	negatives H	0	10680
FeCGTb/UGT708C2	negatives H	0	10680
FeCGTb/UGT708C2	negatives F	0	261397
FeCGTb/UGT708C2	negatives Cl	0	151515
FeCGTb/UGT708C2	negatives Cl	0	151515
FeCGTb/UGT708C2	negatives OMe	0	94525
FeCGTb/UGT708C2	negatives OMe	0	94525
FeCGTb/UGT708C2	negatives OAc	0	15731437
FeCGTb/UGT708C2	negatives OMe	0	2355
FeCGTb/UGT708C2	negatives OAc	0	802311
FeCGTb/UGT708C2	negatives H	0	77793
FeCGTb/UGT708C2	negatives OMe	0	77793
FeCGTb/UGT708C2	negatives OMe	0	77793
FeCGTb/UGT708C2	negatives OMe	0	77793
FeCGTb/UGT708C2	negatives F	0	166154999
FeCGTb/UGT708C2	negatives OMe	0	688669
FeCGTb/UGT708C2	negatives OAc	0	622751
FeCGTb/UGT708C2	negatives F	0	261394
FeCGTb/UGT708C2	negatives Cl	0	466273
FeCGTb/UGT708C2	negatives Cl	0	466273
FeCGTb/UGT708C2	negatives Cl	0	466273
FeCGTb/UGT708C2	negatives OAc	0	11507421
FeCGTb/UGT708C2	negatives OAc	0	11507421
FeCGTb/UGT708C2	negatives OAc	0	11507421
FeCGTb/UGT708C2	negatives F	0	261393
FeCGTb/UGT708C2	negatives F	0	261393
FeCGTb/UGT708C2	negatives F	0	261393
FeCGTb/UGT708C2	negatives F	0	261393
FeCGTb/UGT708C2	negatives Cl	0	466272
FeCGTb/UGT708C2	negatives OMe	0	466268
FeCGTb/UGT708C2	negatives OMe	0	466268
FeCGTb/UGT708C2	negatives OMe	0	466268
FeCGTb/UGT708C2	negatives OMe	0	466268
FeCGTb/UGT708C2	negatives H	0	11240776
FeCGTb/UGT708C2	negatives OMe	0	11240776
FeCGTb/UGT708C2	negatives OMe	0	8417
FeCGTb/UGT708C2	negatives OAc	0	9991610
FeCGTb/UGT708C2	negatives H	0	11833
FeCGTb/UGT708C2	negatives F	0	15717462
FeCGTb/UGT708C2	negatives Cl	0	11446884
FeCGTb/UGT708C2	negatives OMe	0	390807
FeCGTb/UGT708C2	negatives OAc	0	366
FeCGTb/UGT708C2	negatives H	0	162886613
FeCGTb/UGT708C2	negatives H	0	72304
FeCGTb/UGT708C2	negatives H	0	72304
FeCGTb/UGT708C2	negatives F	0	11085875
FeCGTb/UGT708C2	negatives F	0	11085875
FeCGTb/UGT708C2	negatives Cl	0	12209506
FeCGTb/UGT708C2	negatives Cl	0	12209506
FeCGTb/UGT708C2	negatives OMe	0	15262172
FeCGTb/UGT708C2	negatives H	0	323
FeCGTb/UGT708C2	negatives H	0	323
FeCGTb/UGT708C2	negatives F	0	596339
FeCGTb/UGT708C2	negatives Cl	0	12732963
FeCGTb/UGT708C2	negatives Cl	0	12732963
FeCGTb/UGT708C2	negatives OAc	0	928228
FeCGTb/UGT708C2	negatives OAc	0	928228
FeCGTb/UGT708C2	negatives F	0	10057850
FeCGTb/UGT708C2	negatives OMe	0	10748
FeCGTb/UGT708C2	negatives F	0	261395
FeCGTb/UGT708C2	negatives Cl	0	248021
FeCGTb/UGT708C2	negatives OAc	0	1695558
FeCGTb/UGT708C2	negatives OAc	0	12553720
FeCGTb/UGT708C2	negatives OAc	0	12553720
FeCGTb/UGT708C2	negatives OAc	0	12553720
FeCGTb/UGT708C2	negatives F	0	10988376
FeCGTb/UGT708C2	negatives Cl	0	736736
FeCGTb/UGT708C2	negatives H	0	7020
FeCGTb/UGT708C2	negatives F	0	21928631
FeCGTb/UGT708C2	negatives Cl	0	615442
FeCGTb/UGT708C2	negatives OMe	0	71034
FeCGTb/UGT708C2	negatives OAc	0	10467474
FeCGTb/UGT708C2	negatives F	0	261391
FeCGTb/UGT708C2	negatives Cl	0	129883109
FeCGTb/UGT708C2	negatives OAc	0	1666397
FeCGTb/UGT708C2	negatives H	0	213728
FeCGTb/UGT708C2	negatives OMe	0	689014
FeCGTb/UGT708C2	negatives OMe	0	638006
FeCGTb/UGT708C2	negatives OAc	0	746449
FeCGTb/UGT708C2	negatives H	0	147157
FeCGTb/UGT708C2	negatives OMe	0	14349486
FeCGTb/UGT708C2	negatives H	0	30553
FeCGTb/UGT708C2	negatives OMe	0	5262584
FeCGTb/UGT708C2	negatives OAc	0	148791698
FeCGTb/UGT708C2	negatives H	0	119087140
FeCGTb/UGT708C2	negatives OMe	0	1383603
FeCGTb/UGT708C2	negatives OAc	0	12514018
FeCGTb/UGT708C2	negatives H	0	53694162
FeCGTb/UGT708C2	negatives H	0	53694162
FeCGTb/UGT708C2	negatives OMe	0	54139758
FeCGTb/UGT708C2	negatives OMe	0	54139758
FeCGTb/UGT708C2	negatives OAc	0	103607
FeCGTb/UGT708C2	negatives H	0	154128759
FeCGTb/UGT708C2	negatives OAc	0	3019951
FeCGTb/UGT708C2	negatives H	0	54005809
FeCGTb/UGT708C2	negatives H	0	54005809
FeCGTb/UGT708C2	negatives OMe	0	54056893
FeCGTb/UGT708C2	negatives OMe	0	54056893
FeCGTb/UGT708C2	negatives OAc	0	90720
FeCGTb/UGT708C2	negatives H	0	26955
FeCGTb/UGT708C2	negatives OAc	0	66856475
FeCGTb/UGT708C2	negatives F	0	44587007
FeCGTb/UGT708C2	negatives Cl	0	44587010
FeCGTb/UGT708C2	negatives OMe	0	3085295
FeCGTb/UGT708C2	negatives OMe	0	147795
FeCGTb/UGT708C2	negatives OMe	0	147795
FeCGTb/UGT708C2	negatives OAc	0	2817225
FeCGTb/UGT708C2	negatives F	0	11032058
FeCGTb/UGT708C2	negatives OMe	0	22716855
FeCGTb/UGT708C2	negatives Cl	0	67042231
FeCGTb/UGT708C2	negatives Cl	0	67042231
FeCGTb/UGT708C2	negatives OAc	0	54484293
FeCGTb/UGT708C2	negatives H	0	20976640
FeCGTb/UGT708C2	negatives F	0	137530204
FeCGTb/UGT708C2	negatives F	0	20083560
FeCGTb/UGT708C2	negatives OMe	0	11149475
GmCGT/UGT708D1	negatives H	0	4685
GmCGT/UGT708D1	negatives Cl	0	4685
GmCGT/UGT708D1	negatives F	0	136173
GmCGT/UGT708D1	negatives Cl	0	13
GmCGT/UGT708D1	negatives H	0	13
GmCGT/UGT708D1	negatives Cl	0	13
GmCGT/UGT708D1	negatives OMe	0	16125
GmCGT/UGT708D1	negatives OAc	0	520466
GmCGT/UGT708D1	negatives H	0	7150
GmCGT/UGT708D1	negatives H	0	7150
GmCGT/UGT708D1	negatives H	0	7150
GmCGT/UGT708D1	negatives H	0	7150
GmCGT/UGT708D1	negatives F	0	67878
GmCGT/UGT708D1	negatives F	0	67878
GmCGT/UGT708D1	negatives Cl	0	14307
GmCGT/UGT708D1	negatives Cl	0	14307
GmCGT/UGT708D1	negatives OMe	0	8499
GmCGT/UGT708D1	negatives OMe	0	8499
GmCGT/UGT708D1	negatives OAc	0	578495
GmCGT/UGT708D1	negatives OAc	0	578495
GmCGT/UGT708D1	negatives H	0	1140
GmCGT/UGT708D1	negatives H	0	1140
GmCGT/UGT708D1	negatives F	0	9591
GmCGT/UGT708D1	negatives F	0	9591
GmCGT/UGT708D1	negatives Cl	0	7503
GmCGT/UGT708D1	negatives OMe	0	10869
GmCGT/UGT708D1	negatives OMe	0	10869
GmCGT/UGT708D1	negatives OAc	0	8785
