cid	MolecularWeight	smiles	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	AtomStereoCount	BondStereoCount	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount	VanDerWaalsVolume	SASA	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino
11727234	330.24	CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=CC(=C3O)O)O	152.0	574	0	5	8	1	24	0	0	122	8	-0.5070160320706429	0.3392696649173089	0.3392696649173089	0.5070160320706429	-3.5500000000000003	147.8812259830439	3	0	0	0	8	5	0	1	1	0	2	2	0	0	0	0	0.0625	0.9773328628832614	0.49920653159964734	0.0008372316033766411	0.2117084673044711	0.789261633505305	0.012256204381380217	3.672854963800368	1.29102	78.1045	24	257.22400000000005	312.7509579798614	3	2	0	4	0	0	0	0	1	1	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
11782	150.17	CC1=C(C(=CC=C1)C(=O)O)C	37.3	154	0	1	2	1	11	0	0	58	2	-0.47763192182171876	0.3354605726329041	0.3354605726329041	0.47763192182171876	-1.31	79.6183605747319	1	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0.2222222222222222	0.9459346462242402	0.3398318818391163	0.002632797879924872	0.32435727997475516	0.6845658182355832	0.06808221968650327	2.3155382874069725	2.00164	42.87530000000002	11	142.90400000000002	200.4070945264695	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
11876195	252.35	CC12CCCC(C1CC(CC2)C(=C)C(=O)O)(C)O	57.5	376	0	2	3	2	18	4	0	102	3	-0.47788170607192015	0.3307384060375734	0.3307384060375734	0.47788170607192015	-0.8300000000000001	142.78979741485705	2	0	0	0	3	2	0	2	2	0	0	0	0	2	0	2	0.8	0.9482509409607124	0.33202749724578234	0.001402385995763116	0.3175218936815595	0.9054447100327435	0.4562155962582771	2.9926554701998116	2.9847000000000015	70.18860000000004	18	249.72000000000006	328.34114439887327	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	27	0	0	0
122707150	532.29	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(=O)CO3)O)O)O	248.0	972	0	6	15	8	34	6	0	192	19	-0.3901474895102151	0.4830584651637163	0.3901474895102151	0.4830584651637163	-1.5900000000000005	220.60681300345186	3	0	0	3	17	6	0	2	0	2	1	0	1	0	2	2	0.6666666666666666	0.9741029243457966	0.47286961565887853	0.0003124005123753282	0.22610504811031343	0.9294094827760967	0.22277355573293314	5.16154470781122	-2.6087799999999977	105.12670000000003	34	402.9120000000001	546.7695519426599	1	1	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	26	25	0	0	0	0
122738	578.5	C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O	221.0	925	0	10	12	3	42	5	0	218	12	-0.5076790246058266	0.2932938006017614	0.2932938006017614	0.5076790246058266	-5.2	274.34603968361984	6	0	0	2	12	10	0	2	0	2	4	4	0	0	0	0	0.2	0.8690335482380468	0.15016961353909775	0.00018133527839484423	0.4947531627355104	0.9042470273146083	0.5576758516299031	4.571374549550733	2.995000000000006	143.38500000000005	42	475.5920000000001	613.8917323827825	0	0	2	8	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0
122850	288.25	C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	107.0	392	0	4	6	1	21	2	0	108	6	-0.5079666064362252	0.2931358699848075	0.2931358699848075	0.5079666064362252	-2.7300000000000004	136.23582188807896	3	0	0	1	6	4	0	1	0	1	2	2	0	0	0	0	0.13333333333333333	0.9788040827998779	0.5091197511804645	0.0010657642125629296	0.20479884641835727	0.817394804337274	0.06947403695828001	3.6243452875222433	1.4807000000000006	71.5847	21	238.76800000000006	316.9251411154203	1	1	1	3	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	6	6	0	0	0	0
12310492	302.5	CC(C)C1=C(C=C2C(=C1)CCC3C2(CCC(C3(C)C)O)C)O	40.5	416	0	2	2	1	22	3	0	122	2	-0.5076539207097541	0.2931082578835088	0.2931082578835088	0.5076539207097541	-1.02	176.4398534396718	3	0	0	0	2	2	0	2	2	0	1	1	0	1	0	1	0.7	0.9757899584367071	0.48467958818163465	0.0012433504639282628	0.2187097551873017	0.9193115094508588	0.26814563292212057	3.456678316911984	4.516600000000006	90.38060000000006	22	304.3040000000001	401.1832150701623	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
124219	284.31	CC1(C=CC2=C(O1)C3=CC=CC=C3C(=C2C(=O)OC)O)C	55.8	442	0	1	4	2	21	0	0	108	4	-0.5063670844648522	0.3419212102956829	0.3419212102956829	0.5063670844648522	-2.4899999999999998	144.72127283836068	3	0	0	1	4	1	0	1	0	1	2	2	0	0	0	0	0.23529411764705882	0.8966708228295606	0.24021962484319268	0.0004588229882020705	0.44269790544586823	0.5940819515363666	0.10858248835317003	3.2367345044447746	3.5162000000000013	80.69330000000002	21	252.54400000000007	337.94781016563695	1	1	0	1	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	6	9	0	0	0
12426239	168.23	CC(C)C1CCC(=CC1O)C=O	37.3	194	0	1	2	2	12	2	0	68	2	-0.38872386239259676	0.21092507139562763	0.21092507139562763	0.38872386239259676	-0.63	95.8502499847375	1	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0.7	0.9721643068868986	0.45477790688031555	0.0033889533900595278	0.23430015026695133	0.8532978923953383	0.29856910844536144	2.582142647450353	1.5386	47.71580000000002	12	171.64000000000004	244.29623717462079	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	0	0
1254	156.26	CC1CCC(C(C1)O)C(C)C	20.2	120	0	1	1	1	11	3	0	66	1	-0.39282090888948124	0.21045980546925236	0.21045980546925236	0.39282090888948124	-0.04	97.99821291754922	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	1.0	0.9357594676341081	0.28695382690609633	0.0034679990083763134	0.3526389353618381	0.8974389025606826	0.4800506361429633	2.2985036056279897	2.4395000000000007	47.34980000000002	11	174.32000000000005	251.11622212210133	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
12820	182.17	CC(=O)C1=C(C(=C(C=C1)OC)O)O	66.8	192	0	2	4	2	13	0	0	70	4	-0.5036601216319667	0.2934302528535642	0.2934302528535642	0.5036601216319667	-1.71	89.61280981456204	1	0	0	0	4	2	0	0	0	0	1	1	0	0	0	0	0.2222222222222222	0.9648188711331724	0.4175831756326231	0.002233316318392508	0.2629154729286789	0.742260909838673	0.04368511329385032	2.6376186553483616	1.3089999999999997	46.32810000000002	13	161.56800000000004	219.1219062133873	1	1	0	2	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	3	3	0	0	0	0
128861	287.24	C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O	102.0	364	1	5	5	1	21	0	0	106	6	-0.5074499554204104	0.4015955732141165	0.4015955732141165	0.5074499554204104	-3.1500000000000004	133.83417423476743	3	0	0	1	6	5	0	0	0	0	3	2	1	0	0	0	0.0	0.9822070861296002	0.5424045253359575	0.0010785598159085627	0.18780106484469197	0.812198935158778	1.0297591518850923e-11	3.736218908620883	2.9089000000000023	74.38099999999999	21	234.36000000000004	298.12747201544107	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12900885	250.29	COCC1C(C(C(C(O1)OC)OC)OC)OC	55.4	212	0	0	6	6	17	5	0	102	6	-0.3818842332078238	0.18607634316069074	0.18607634316069074	0.3818842332078238	-0.24000000000000002	132.97346339899948	1	0	0	1	6	0	0	1	0	1	0	0	0	0	1	1	1.0	0.8433697521189069	0.14209600840041092	0.0006591617810001822	0.5373336591084664	0.6622460688304541	0.3637802588704831	2.8663149037507014	0.04910000000000081	59.937000000000054	17	235.88800000000006	352.32142260149016	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	34	0	0	0	0
129320322	450.4	C1C(=O)C2=C(C=C(C(=C2O)C3C(C(C(C(O3)CO)O)O)O)O)OC1(C4=CC=C(C=C4)O)O	197.0	683	0	8	11	3	32	6	0	172	11	-0.5079665768048799	0.29315413282131075	0.29315413282131075	0.5079665768048799	-2.9299999999999997	212.10650969340742	4	0	0	2	11	8	0	2	0	2	2	2	0	0	1	1	0.38095238095238093	0.9915561094959204	0.6613200587232525	0.0007140714876525266	0.12967837800232648	0.928717352097041	0.11100248281595974	4.787285461018909	-0.8712000000000006	104.0709	32	366.5360000000001	472.4545683924904	1	1	5	3	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	23	22	0	0	0	0
129865704	229.23	C1=CC(=CC=C1C=CC2=CC(=CC(=O)N2)O)O	69.6	388	0	3	3	2	17	0	1	86	4	-0.5079662507798991	0.2930990330347853	0.2930990330347853	0.5079662507798991	-2.4899999999999998	113.18448875789097	2	0	0	1	4	3	0	0	0	0	2	1	1	0	0	0	0.0	0.9947152857770082	0.7235808117443098	0.002519960421109291	0.10267180840700613	0.8982444866913374	0.00871625642168776	3.8925465382901985	1.9565000000000001	65.76230000000001	17	202.88000000000005	270.27292903181484	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	138.12	C1=CC(=CC=C1C(=O)O)O	57.5	125	0	2	3	1	10	0	0	52	3	-0.507966178790397	0.33518285963636446	0.33518285963636446	0.507966178790397	-1.51	66.14949835559072	1	0	0	0	3	2	0	0	0	0	1	1	0	0	0	0	0.0	0.9865491925290977	0.5896173035464116	0.006556229258651899	0.1634646466982548	0.8384599137713238	0.01666147939217675	2.3811107352822733	1.0903999999999996	35.06609999999999	10	120.56800000000003	166.9660635684125	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
135398625	605.3	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N=C(NC2=O)N	327.0	1050	0	10	18	9	39	9	0	220	23	-0.393566513612445	0.4830582396590093	0.393566513612445	0.4830582396590093	-1.9100000000000006	251.70786923002296	4	0	0	4	21	11	0	2	0	2	2	0	2	0	2	2	0.6875	0.9981211649514957	0.8290962352827906	0.0007202382074373162	0.06127103782268766	0.9931730601625616	0.09810833051284716	6.179853403735883	-4.6284999999999945	120.02450000000003	39	450.2160000000001	585.6721944435303	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	35	34	0	0	0	0
