cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12
12900885	-0.2793258875745653	0.5923456842561744	0.3557142945452622	3.6188817574383543	0.6680349327544493	0.5758392006375226	-0.5079354396619731	-1.7717358628501196	1.1892142090465918	-1.0807781165057653	-3.115849305048528	-1.8848714021388109
47936	1.7481101455702848	-2.5347956823906297	3.125883114108326	-2.997625800330038	0.903105691356347	-0.7486930010082036	1.1760630400378869	1.691378598026319	2.063024426909419	2.6705187810081723	-3.1435127434156516	-1.8029222737649782
6293081	-0.5414674530131329	1.633572162727784	-1.5863842110478308	2.1819735081279954	3.050209372148416	2.041462602570733	-0.813996569477153	-0.17367444606091664	-2.8469909574668035	2.278728972277116	-0.9598281382612107	-0.8095933248030668
4534	1.4499767621225983	-1.4183646650048858	-0.15850628364963454	0.0007262688209721188	3.3244915418756973	1.5066533648654739	1.5040826902494957	-2.6387618995760596	0.6786886706576768	-1.0699900740891564	-0.3915912404765395	-0.7523512702174844
21648	1.2123680335045248	2.078570647348086	0.19447505285495778	-1.15181894492902	1.1642380570971826	1.685006958580295	0.4859957890489074	0.7495529617249959	0.10106446372255191	-0.12163341240089096	0.2931828558141292	1.450367157107528
227829	1.0962086428278073	-1.2268284782256265	2.3424788069460445	0.6190681023861031	-1.132237282438564	1.6985749030499642	3.2488456791032894	-0.769423011917747	1.0447764982455203	-0.2759881785340754	1.0695364855701512	-0.7581631004769116
62389	2.8524013858729504	-0.9258286081312715	-1.1357273227487477	0.8551072534040312	-0.5693788816893052	0.4850839426493348	0.024899674535077177	0.29030610069122803	3.7392368134279432	-0.5796393030459401	2.4358851189142317	0.7508354309266594
5281222	0.5386115444626	-0.8286045162652976	-0.03004839490757176	-0.304698837736479	0.7850899675849805	0.6066434936748668	0.33665229416276227	1.541689017146715	-3.330414896266505	3.0365959299247764	0.5322674328331404	2.379960110072627
5328791	2.165443242803959	1.6610183874734306	0.5479781330557125	-0.5002158839123984	2.2384896036677353	0.027882512264616754	-1.4249879156162635	1.071891445701595	-2.2729574174718135	0.39790594613175945	-0.19448777036986045	-1.311682936650389
681	0.1969442887119167	-0.1069088268159935	-0.3433869866439431	-1.5129286945945017	2.7151238769084927	-0.9067546566632103	0.03831448508769566	-0.9017547281891677	1.0586982763918393	-0.5762546434716855	-0.34032763922655473	-0.3643291350027761
6047	1.5406485322825305	0.8549067938812887	-1.7676049110222982	-2.5654599642132636	1.0226205495321927	0.11563708684304584	-0.4871259034050079	-1.7718977004035237	-0.7462463455546898	-0.267318268600924	0.38682052216761537	0.5237735174734732
32021	2.545001587688545	-2.1089876659359756	-0.5170860877578272	1.0486499181845121	-1.2573676608331112	-0.846500899497683	2.3653818538622415	-0.7173984879110419	3.4691683170703778	0.13296377846702198	0.4562479331325487	1.454435394420322
448873	-0.007385318615006576	3.9087425536855678	2.966125014799663	-1.7919573177965546	1.3363592076943036	-0.9636339247006981	-2.4362780550899745	1.075110119374875	-0.695603976944341	-4.656680821106764	-4.528830432683004	0.38429562401473066
5320954	-2.3051188702114764	-1.0755041530179423	0.3092665412027217	2.5013293300796007	2.658992232247405	1.6202847383733037	-0.38194719136193134	-0.4936718852473923	1.023553009677474	1.5280633250438673	0.284996464849805	0.5889737803202304
69867	1.8357795270078163	1.6502376358819821	0.8850022182711871	-1.474625949959066	-0.2143657177251205	-1.0501771793320716	-0.5789295061524448	1.6238183481537471	0.2614275090817544	1.5010304084662889	1.2619583188181522	1.8531049054655673
21487628	-0.14972395889193407	3.5707012086292096	-0.3754581429387606	1.6763608806624077	1.6609229649641317	-1.1005344687719125	-0.5463935423950168	-2.012100768622965	2.547140783002852	-0.9036447739092888	-0.3905384997499975	-1.5790754114480736
64685	-0.08272868774949556	-0.07366178689081845	1.18245289313206	0.347261537904238	-1.9091215802295944	0.9406686898122659	1.7774710531899134	0.40937501943770116	0.9088217037904327	0.4403829807602912	-1.398874233093431	-1.784982119629262
21611827	-1.6152723891541878	-1.2998094773478652	-0.7372579093488492	-1.8523082349636764	-2.8432836424767247	-0.6091916986031454	-1.4415258047439745	0.7847026075993869	-0.6070253427420749	-0.2919587580756986	3.1078611248230206	-0.8478769493173437
4133	-0.3500729449014289	-0.0935178878329443	0.3683496438220691	-0.5544874337606996	0.10233968093704149	-1.8479261136789575	-1.084764000870591	-0.5428975425812018	0.4306802744867117	3.0037574674832017	0.27892554524838387	0.8404779779080126
68289	-0.5587274235212564	-0.7095088835542008	-1.300508599193395	-1.0353753299814519	0.5526443008720191	0.6608694929012993	-0.7999795765796306	1.5520001985431453	1.4452907735405862	-0.5001960812346886	-0.26039465412336665	-0.8571722757532979
