acceptor	cid	enzyme	rate	reaction	source
2-HADNT	5484169	UGT73B41	0.05935637267999998	1	sebastian
4-HADNT	5375469	UGT73B41	0.06205438961999996	1	sebastian
2-HADNT	5484169	UGT73C11	0.045282911988	1	sebastian
4-HADNT	5375469	UGT73C11	0.11762512504199997	1	sebastian
2-hydroxynaringenin	21932272	OsCGT2,3	0.055312969749300105	1	sebastian
2-hydroxyeriodictyol	90657995	OsCGT2,3	0.023034713050200047	1	sebastian
phloretin	4788	OsCGT2,3	0.029015829528900056	1	sebastian
2,5,7-trihydroxyflavanone	21611827	OsCGT2,3	0.01888253301540004	1	sebastian
2’,4’,6’-trihydroxydihydrochalcone	68146761	OsCGT2,3	0.017300750145000033	1	sebastian
2,4,6-trihydroxybenzophenone	77093	OsCGT2,3	0.002372674305600005	1	sebastian
2-hydroxynaringenin	21932272	ZmUGT/UGT708A64		0	sebastian
2‐hydroxynaringenin	21932272	FeCGTa/UGT708C15	1.798353056640002	0	sebastian
2‐hydroxyeriodictyol	90657995	FeCGTa/UGT708C15	1.4155103891200016	0	sebastian
2‐hydroxypinocembrin	42607887	FeCGTa/UGT708C15	1.7227920038400018	0	sebastian
phloretin	4788	FeCGTa/UGT708C15	0.2619449830400003	0	sebastian
2‐phenyl‐2′,4′,6′-trihydroxyactophenone	689111	FeCGTa/UGT708C15	0.6397502470400006	0	sebastian
2′,4′,6′‐trihydroxyacetophenone	68073	FeCGTa/UGT708C15	0.5087777555200005	0	sebastian
2,4,6‐trihydroxybenzaldehyde	68099	FeCGTa/UGT708C15	0.11082287744000012	0	sebastian
2‐hydroxypinocembrin	42607887	FeCGTa/UGT708C15	1.7882782496000018	0	sebastian
2‐hydroxypinocembrin	42607887	FeCGTa/UGT708C15	0.09067326336000008	0	sebastian
2‐hydroxynaringenin	21932272	FeCGTb/UGT708C25	1.7399058837000014	0	sebastian
2‐hydroxyeriodictyol	90657995	FeCGTb/UGT708C25	1.205326104940001	0	sebastian
2‐hydroxypinocembrin	42607887	FeCGTb/UGT708C25	2.7788062084600025	0	sebastian
phloretin	4788	FeCGTb/UGT708C25	0.4236292586400004	0	sebastian
