cid	MolecularWeight	smiles	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	AtomStereoCount	BondStereoCount
466273	256.68	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)Cl	26.3	358	0	0	2	1	18	0	0
71422187	178.23	COCC=CC1=CC(=CC=C1)OC	18.5	154	0	0	2	4	13	0	1
56629747	228.26	C1CC2=CC=CC=C2OC1C3=CC=C(C=C3)F	9.2	247	0	0	2	1	17	1	0
4114	216.19	COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2	48.7	325	0	0	4	1	16	0	0
96744	138.14	CC(=O)C1=CC=CC=C1F	17.1	133	0	0	2	1	10	0	0
9025	138.16	COC1=CC(=CC=C1)OC	18.5	83	0	0	2	2	10	0	0
67591	180.16	CC(=O)OC1=CC2=C(C=C1)OCO2	44.8	204	0	0	4	2	13	0	0
1481671	180.17	COC(=O)C=CC1=CC=CC=C1F	26.3	201	0	0	3	3	13	0	1
11507421	280.27	CC(=O)OC1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2	52.6	446	0	0	4	3	21	0	0
16716	178.18	CC(=O)C1=CC=CC=C1OC(=O)C	43.4	210	0	0	3	3	13	0	0
79332	166.17	COC1=CC=CC(=C1)C(=O)OC	35.5	156	0	0	3	3	12	0	0
6199	186.16	C1=CC(=O)OC2=CC3=C(C=CO3)C=C21	39.4	284	0	0	3	0	14	0	0
5150599	222.24	COC1=CC(=CC(=C1)C=CC(=O)OC)OC	44.8	237	0	0	4	5	16	0	1
148791698	262.21	CC(=O)OC1=CC2=C(C=C1)C=C(C(=O)O2)C(=O)OC	78.9	438	0	0	6	4	19	0	0
67650	200.21	C1=CC=C(C=C1)C(=O)C2=CC=CC=C2F	17.1	221	0	0	2	2	15	0	0
21928631	214.19	C1=CC=C2C(=C1)C(=O)C3=C(O2)C=C(C=C3)F	26.3	292	0	0	3	0	16	0	0
10264408	256.68	C1=CC=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)Cl	26.3	356	0	0	2	1	18	0	0
8499	166.17	COC1=CC=C(C=C1)C(=O)OC	35.5	148	0	0	3	3	12	0	0
12463	215.9	C1=CC(=C(C(=C1Cl)Cl)Cl)Cl	0	102	0	0	0	0	10	0	0
10057850	164.13	C1=CC(=CC2=C1C=CC(=O)O2)F	26.3	225	0	0	3	0	12	0	0
9991610	234.20	CC(=O)OC1=C(C=C2C=CC(=O)OC2=C1)OC	61.8	349	0	0	5	3	17	0	0
68481	150.17	CC(=O)C1=CC=CC=C1OC	26.3	143	0	0	2	2	11	0	0
81046	226.23	COC1=CC=CC2=C1C(=O)C3=CC=CC=C3O2	35.5	302	0	0	3	1	17	0	0
12398447	230.64	COC1=CC(=CC(=C1Cl)OC)C(=O)OC	44.8	208	0	0	4	4	15	0	0
261395	240.23	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)F	26.3	358	0	0	3	1	18	0	0
12693379	214.23	C1=CC=C(C=C1)CC(=O)C2=CC=CC=C2F	17.1	233	0	0	2	3	16	0	0
2759713	148.20	COC1=CC=CC(=C1)CC=C	9.2	120	0	0	1	3	11	0	0
13045799	268.31	CC(=O)OC1CC2=CC=CC=C2OC1C3=CC=CC=C3	35.5	335	0	0	3	3	20	2	0
261393	240.23	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC=C3F	26.3	358	0	0	3	1	18	0	0
10251	224.25	C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3	26.3	281	0	0	2	1	17	1	0
94156	210.27	C1CC2=CC=CC=C2OC1C3=CC=CC=C3	9.2	220	0	0	1	1	16	1	0
77793	252.26	COC1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2	35.5	366	0	0	3	2	19	0	0
15717462	178.16	CC1=CC(=O)OC2=C1C=CC(=C2)F	26.3	260	0	0	3	0	13	0	0
9948	196.24	C1=CC=C(C=C1)CC(=O)C2=CC=CC=C2	17.1	197	0	0	1	3	15	0	0
242064	258.70	C1C(OC2=CC=CC=C2C1=O)C3=CC(=CC=C3)Cl	26.3	318	0	0	2	1	18	1	0
55275176	182.64	COC1=C(C=CC(=C1)CC=C)Cl	9.2	147	0	0	1	3	12	0	0
10955672	240.25	CC(=O)OC1=CC=CC=C1C(=O)C2=CC=CC=C2	43.4	305	0	0	3	4	18	0	0
179615	148.20	CC=CC1=CC(=CC=C1)OC	9.2	129	0	0	1	2	11	0	1
41017	211.5	COC1=C(C(=C(C=C1)Cl)Cl)Cl	9.2	131	0	0	1	1	11	0	0
11895	170.59	COC(=O)C1=CC=CC=C1Cl	26.3	147	0	0	2	2	11	0	0
4175	388.5	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CCCC(=O)O3)C	52.6	635	0	0	4	7	28	7	0
78838	216.66	C1=CC=C(C=C1)C(=O)C2=CC=CC=C2Cl	17.1	221	0	0	1	2	15	0	0
85777085	237.27	COC1=CC=CC(=C1)C2=[O+]C3=CC=CC=C3C=C2	10.2	266	1	0	1	2	18	0	0
6895	181.4	C1=CC(=C(C(=C1)Cl)Cl)Cl	0	84	0	0	0	0	9	0	0
67042231	258.70	C1C(=O)C2=CC=CC=C2OC1(C3=CC=CC=C3)Cl	26.3	325	0	0	2	1	18	1	0
10225624	446.6	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)OC(=O)C)C	78.9	768	0	0	6	9	32	8	0
607716	240.25	CC(=O)OC1=CC=C(C=C1)C(=O)C2=CC=CC=C2	43.4	297	0	0	3	4	18	0	0
151515	256.68	C1=CC=C2C(=C1)C(=O)C=C(O2)C3=CC=C(C=C3)Cl	26.3	356	0	0	2	1	18	0	0
75074	196.20	COC1=CC(=CC(=C1)C(=O)OC)OC	44.8	181	0	0	4	4	14	0	0
20083560	242.24	C1C(=O)C2=CC=CC=C2OC1(C3=CC=CC=C3)F	26.3	325	0	0	3	1	18	1	0
5270543	242.24	C1C(OC2=C(C1=O)C=CC(=C2)F)C3=CC=CC=C3	26.3	312	0	0	3	1	18	1	0
2825024	254.28	COC1=CC2=C(C=C1)C(=O)CC(O2)C3=CC=CC=C3	35.5	322	0	0	3	2	19	1	0
20452412	244.71	C1CC2=CC=CC=C2OC1C3=CC(=CC=C3)Cl	9.2	255	0	0	1	1	17	1	0
145858	207.25	C1=CC=C(C=C1)C2=[O+]C3=CC=CC=C3C=C2	1	220	1	0	0	1	16	0	0
92841	192.21	COC1=CC=C(C=C1)C=CC(=O)OC	35.5	203	0	0	3	4	14	0	1
8658	136.15	COC1=CC=CC=C1C=O	26.3	112	0	0	2	2	10	0	0
240	106.12	C1=CC=C(C=C1)C=O	17.1	72	0	0	1	1	8	0	0
15262172	252.26	COC1=CC=CC2=C1C(=O)C(=CO2)C3=CC=CC=C3	35.5	368	0	0	3	2	19	0	0
592453	152.15	COC1=CC2=C(C=C1)OCO2	27.7	137	0	0	3	1	11	0	0
72304	222.24	C1=CC=C(C=C1)C2=COC3=CC=CC=C3C2=O	26.3	326	0	0	2	1	17	0	0
13807896	268.31	CC(=O)OC1=CC=CC=C1C(=O)CCC2=CC=CC=C2	43.4	331	0	0	3	6	20	0	0
11446884	194.61	CC1=CC(=O)OC2=C1C=CC(=C2)Cl	26.3	260	0	0	2	0	13	0	0
15731437	280.27	CC(=O)OC1=CC=CC2=C1C(=O)C=C(O2)C3=CC=CC=C3	52.6	448	0	0	4	3	21	0	0
11240776	176.17	COC1=CC2=C(C=C1)OC(=O)C=C2	35.5	234	0	0	3	1	13	0	0
102928	254.28	COC1=CC=C(C=C1)C2CC(=O)C3=CC=CC=C3O2	35.5	320	0	0	3	2	19	1	0
578495	194.18	CC(=O)OC1=CC=C(C=C1)C(=O)OC	52.6	216	0	0	4	4	14	0	0
14713900	254.28	COC1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3	35.5	322	0	0	3	2	19	2	0
577969	194.18	CC(=O)OC1=CC=CC(=C1)C(=O)OC	52.6	224	0	0	4	4	14	0	0
129883109	256.68	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC=C3Cl	26.3	358	0	0	2	1	18	0	0
12398446	214.19	COC1=CC(=CC(=C1F)OC)C(=O)OC	44.8	208	0	0	5	4	15	0	0
615442	230.64	C1=CC=C2C(=C1)C(=O)C3=C(O2)C=C(C=C3)Cl	26.3	292	0	0	2	0	16	0	0
7463	134.22	CC1=CC=C(C=C1)C(C)C	0	86	0	0	0	1	10	0	0
20976640	210.27	C1C=CC=CC1C=CC(=O)C2=CC=CC=C2	17.1	316	0	0	1	3	16	1	1
223144	220.22	CC(=O)OC1=CC=CC=C1C=CC(=O)OC	52.6	283	0	0	4	5	16	0	1
261391	240.23	C1=CC=C2C(=C1)C(=O)C=C(O2)C3=CC=C(C=C3)F	26.3	356	0	0	3	1	18	0	0
13015717	172.61	COC1=C(C(=CC=C1)OC)Cl	18.5	107	0	0	2	2	11	0	0
248021	256.68	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)Cl	26.3	358	0	0	2	1	18	0	0
10800915	254.24	CC(=O)OC1=CC2=C(C=C1)OC3=CC=CC=C3C2=O	52.6	378	0	0	4	2	19	0	0
22716855	254.28	COC1(CC(=O)C2=CC=CC=C2O1)C3=CC=CC=C3	35.5	335	0	0	3	2	19	1	0
7410	120.15	CC(=O)C1=CC=CC=C1	17.1	101	0	0	1	1	9	0	0
521184	154.14	COC(=O)C1=CC(=CC=C1)F	26.3	147	0	0	3	2	11	0	0
12462	168.19	COC1=C(C(=CC=C1)OC)OC	27.7	115	0	0	3	3	12	0	0
7020	196.20	C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3O2	26.3	237	0	0	2	0	15	0	0
66777173	238.28	CC(=O)OC1=CC=CC(=C1)C=CC2=CC=CC=C2	26.3	290	0	0	2	4	18	0	1
10748	176.17	COC1=CC2=C(C=C1)C=CC(=O)O2	35.5	234	0	0	3	1	13	0	0
11833	160.17	CC1=CC(=O)OC2=CC=CC=C12	26.3	230	0	0	2	0	12	0	0
7644	162.18	COC(=O)C=CC1=CC=CC=C1	26.3	167	0	0	2	3	12	0	1
466268	252.26	COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3	35.5	368	0	0	3	2	19	0	0
12732963	180.59	C1=CC(=CC2=C1C=CC(=O)O2)Cl	26.3	225	0	0	2	0	12	0	0
610875	210.27	COC1=CC=CC(=C1)C=CC2=CC=CC=C2	9.2	216	0	0	1	3	16	0	1
323	146.14	C1=CC=C2C(=C1)C=CC(=O)O2	26.3	196	0	0	2	0	11	0	0
10154	327.4	CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)O)OC)O	62.2	461	0	2	5	2	24	1	0
101763507	993.8	C1C(C(=O)OCC(C(=O)OCC(C(=O)O1)NC(=O)C2=C(C(=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)O)O)NC(=O)C4=C(C(=CC(=C4)C5C(C(C(C(O5)CO)O)O)O)O)O)NC(=O)C6=C(C(=CC=C6)O)O	468	1850	0	17	25	10	70	13	0
10441749	134.14	C1=CN2C(=C1)C(=NC=N2)N	56.2	127	0	1	3	0	10	0	0
10684283	282.29	CC1=C(C=C2C(=C1OC)C(=O)C3=CC=CC=C3C2=O)OC	52.6	433	0	0	4	2	21	0	0
107126	212.28	CCCCCC1C(CCC1=O)CC(=O)O	54.4	235	0	1	3	6	15	2	0
10742	198.17	COC1=CC(=CC(=C1O)OC)C(=O)O	76	191	0	2	5	3	14	0	0
10819	152.23	CC(=C)C1CCC(=CC1)CO	20.2	179	0	1	1	2	11	1	0
10922465	234.33	CC1CCC(C2C1CCC(=C2)C)C(=C)C(=O)O	37.3	367	0	1	2	2	17	4	0
10955174	222.37	CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O	20.2	321	0	1	1	0	16	5	0
114840	271.31	C1CNC(C2=CC(=C(C=C21)O)O)CC3=CC=C(C=C3)O	72.7	317	0	4	4	2	20	1	0
