enzyme	rate	source	reaction	cid	acceptor
UGT86A5		negatives	0	7020	
UGT86A5		negatives	0	7964	
UGT86A5		negatives	0	592453	
UGT86A5		negatives	0	31894	
UGT86A5		negatives	0	94307	
UGT86A5		negatives	0	61334	
UGT86A5		negatives	0	5270543	
UGT86A5		negatives	0	31229	
UGT86A5		negatives	0	4175	
UGT86A5		negatives	0	64802	
UGT86A5		negatives	0	466268	
UGT86A5		negatives	0	8499	
UGT86A5		negatives	0	223144	
UGT86A5		negatives	0	7780	
UGT86A5		negatives	0	20421	
UGT86A5		negatives	0	79367	
UGT86A5		negatives	0	67650	
UGT86A5		negatives	0	10680	
UGT86A5		negatives	0	466270	
UGT86A5		negatives	0	95304	
UGT86A5		negatives	0	334306	
UGT86A5		negatives	0	8653	
UGT86A5		negatives	0	241	
UGT86A5		negatives	0	21600238	
UGT86A5		negatives	0	3019951	
UGT86A5		negatives	0	6996	
UGT86A5		negatives	0	11105361	
UGT86A5		negatives	0	577969	
UGT86A5		negatives	0	11119	
UGT86A5		negatives	0	11507421	
UGT86A5		negatives	0	11240776	
UGT86A5		negatives	0	323	
UGT86A5		negatives	0	141257442	
UGT86A5		negatives	0	75702	
UGT86A5		negatives	0	15956	
UGT86A5		negatives	0	147157	
UGT86A5		negatives	0	22812	
UGT86A5		negatives	0	261397	
UGT86A5		negatives	0	72218722	
UGT86A5		negatives	0	7644	
UGT86A5		negatives	0	26955	
UGT86A5		negatives	0	11032058	
UGT86A5		negatives	0	85730	
UGT86A5		negatives	0	5150599	
UGT86A5		negatives	0	261393	
UGT86A5		negatives	0	22096539	
UGT86A5		negatives	0	366	
UGT86A5		negatives	0	53694162	
UGT86A5		negatives	0	67663	
UGT86A5		negatives	0	17090	
UGT86A5		negatives	0	7410	
UGT86A5		negatives	0	6995	
UGT86A5		negatives	0	10988376	
UGT86A5		negatives	0	77793	
UGT86A5		negatives	0	736736	
UGT86A5		negatives	0	119087140	
UGT86A5		negatives	0	247344	
UGT86A5		negatives	0	3102	
UGT86A5		negatives	0	101693	
UGT86A5		negatives	0	147795	
UGT86A5		negatives	0	66856475	
UGT86A5		negatives	0	11502	
UGT86A5		negatives	0	7519	
UGT86A5		negatives	0	2817223	
UGT86A5		negatives	0	102928	
UGT86A5		negatives	0	61151	
UGT86A5		negatives	0	6895	
UGT86A5		negatives	0	21465661	
UGT86A5		negatives	0	77309	
UGT86A5		negatives	0	94525	
UGT86A5		negatives	0	958750	
UGT86A5		negatives	0	7500	
UGT86A5		negatives	0	151515	
UGT86A5		negatives	0	67878	
UGT86A5		negatives	0	137614	
UGT86A5		negatives	0	615442	
UGT86A5		negatives	0	7150	
UGT86A5		negatives	0	1140	
UGT86A5		negatives	0	94156	
UGT86A5		negatives	0	261394	
UGT86A5		negatives	0	466272	
UGT86A5		negatives	0	77793	
UGT86A5		negatives	0	108507	
UGT86A5		negatives	0	11149475	
UGT86A5		negatives	0	520466	
UGT86A5		negatives	0	6199	
UGT86A5		negatives	0	54139758	
UGT86A5		negatives	0	4685	
UGT86A5		negatives	0	179615	
UGT86A5		negatives	0	1666397	
UGT86A5		negatives	0	24725591	
UGT86A5		negatives	0	71339444	
UGT86A5		negatives	0	213728	
UGT86A5		negatives	0	7150	
UGT86A5		negatives	0	7239	
UGT86A5		negatives	0	12693379	
UGT86A5		negatives	0	13807896	
UGT86A5		negatives	0	13410	
UGT86A5		negatives	0	11446884	
UGT86A5		negatives	0	13031970	
UGT86A5		negatives	0	13	
UGT86A5		negatives	0	21671	
UGT86A5		negatives	0	33637	
UGT86A5		negatives	0	20976640	
UGT86A5		negatives	0	466273	
UGT86A5		negatives	0	68481	
UGT86A5		negatives	0	55273731	
UGT86A5		negatives	0	99106	
UGT86A5		negatives	0	11833	
UGT86A5		negatives	0	689014	
UGT86A5		negatives	0	7463	
UGT86A5		negatives	0	3085295	
UGT86A5		negatives	0	12242236	
UGT86A5		negatives	0	244231	
UGT94E2		negatives	0	44587010	
UGT94E2		negatives	0	14299523	
UGT94E2		negatives	0	15262172	
UGT94E2		negatives	0	10251	
UGT94E2		negatives	0	30553	
UGT94E2		negatives	0	237228	
UGT94E2		negatives	0	619834	
UGT94E2		negatives	0	145858	
UGT94E2		negatives	0	2759713	
UGT94E2		negatives	0	9229	
UGT94E2		negatives	0	21928631	
UGT94E2		negatives	0	68252	
UGT94E2		negatives	0	9025	
UGT94E2		negatives	0	154128759	
UGT94E2		negatives	0	12732963	
UGT94E2		negatives	0	12582098	
UGT94E2		negatives	0	10681515	
UGT94E2		negatives	0	7137	
UGT94E2		negatives	0	9591	
UGT94E2		negatives	0	54005809	
UGT94E2		negatives	0	15725803	
UGT94E2		negatives	0	54182336	
UGT94E2		negatives	0	2817225	
UGT94E2		negatives	0	20083560	
UGT94E2		negatives	0	522000	
UGT94E2		negatives	0	141006514	
UGT94E2		negatives	0	123866419	
UGT94E2		negatives	0	10955672	
UGT94E2		negatives	0	12468	
UGT94E2		negatives	0	138966	
UGT94E2		negatives	0	162397	
UGT94E2		negatives	0	12398447	
UGT94E2		negatives	0	7654	
UGT94E2		negatives	0	11124	
UGT94E2		negatives	0	160171452	
UGT94E2		negatives	0	12167	
UGT94E2		negatives	0	20596579	
UGT94E2		negatives	0	163085752	
UGT94E2		negatives	0	72304	
UGT94E2		negatives	0	19710	
UGT94E2		negatives	0	56629747	
UGT94E2		negatives	0	9604	
UGT94E2		negatives	0	12326596	
UGT94E2		negatives	0	10943	
UGT94E2		negatives	0	92841	
UGT94E2		negatives	0	68484	
UGT94E2		negatives	0	240	
UGT94E2		negatives	0	2345	
UGT94E2		negatives	0	9948	
UGT94E2		negatives	0	10748	
UGT94E2		negatives	0	5262584	
UGT94E2		negatives	0	928228	
UGT94E2		negatives	0	137530204	
UGT94E2		negatives	0	17946	
UGT94E2		negatives	0	244690	
UGT94E2		negatives	0	390807	
UGT94E2		negatives	0	10796995	
UGT94E2		negatives	0	226487	
UGT94E2		negatives	0	54484293	
UGT94E2		negatives	0	19089	
UGT94E2		negatives	0	162886613	
UGT94E2		negatives	0	15731437	
UGT94E2		negatives	0	53395455	
UGT94E2		negatives	0	3020659	
UGT94E2		negatives	0	12689827	
UGT94E2		negatives	0	255587	
UGT94E2		negatives	0	12553720	
UGT94E2		negatives	0	20315194	
UGT94E2		negatives	0	8658	
UGT94E2		negatives	0	14104	
UGT94E2		negatives	0	7503	
UGT94E2		negatives	0	142093	
UGT94E2		negatives	0	8294	
UGT94E2		negatives	0	68023	
UGT94E2		negatives	0	14349486	
UGT94E2		negatives	0	746449	
UGT94E2		negatives	0	7950	
UGT94E2		negatives	0	67854	
UGT94E2		negatives	0	75074	
UGT94E2		negatives	0	142094	
UGT94E2		negatives	0	148791698	
UGT94E2		negatives	0	466269	
UGT94E2		negatives	0	54105512	
UGT94E2		negatives	0	579331	
UGT94E2		negatives	0	7020	
UGT94E2		negatives	0	7964	
UGT94E2		negatives	0	592453	
UGT94E2		negatives	0	31894	
UGT94E2		negatives	0	94307	
UGT94E2		negatives	0	61334	
UGT94E2		negatives	0	5270543	
UGT94E2		negatives	0	31229	
UGT94E2		negatives	0	4175	
UGT94E2		negatives	0	64802	
UGT94E2		negatives	0	466268	
UGT94E2		negatives	0	8499	
UGT94E2		negatives	0	223144	
UGT94E2		negatives	0	7780	
UGT94E2		negatives	0	20421	
UGT94E2		negatives	0	79367	
UGT94E2		negatives	0	67650	
UGT94E2		negatives	0	10680	
UGT94E2		negatives	0	466270	
UGT94E2		negatives	0	95304	
UGT94E2		negatives	0	334306	
UGT94E2		negatives	0	8653	
UGT94E2		negatives	0	241	
UGT94E2		negatives	0	21600238	
UGT94E2		negatives	0	3019951	
UGT94E2		negatives	0	6996	
UGT94E2		negatives	0	11105361	
UGT94E2		negatives	0	577969	
UGT94E2		negatives	0	11119	
UGT94E2		negatives	0	11507421	
UGT94E2		negatives	0	11240776	
UGT94E2		negatives	0	323	
UGT94E2		negatives	0	141257442	
UGT94E2		negatives	0	75702	
UGT94E2		negatives	0	15956	
UGT94E2		negatives	0	147157	
UGT94E2		negatives	0	22812	
UGT94E2		negatives	0	261397	
UGT94E2		negatives	0	72218722	
UGT94E2		negatives	0	7644	
UGT94E2		negatives	0	26955	
UGT94E2		negatives	0	11032058	
UGT94E2		negatives	0	85730	
UGT94E2		negatives	0	5150599	
UGT94E2		negatives	0	261393	
UGT94E2		negatives	0	22096539	
UGT94E2		negatives	0	366	
UGT94E2		negatives	0	53694162	
UGT94E2		negatives	0	67663	
UGT94E2		negatives	0	17090	
UGT94E2		negatives	0	7410	
UGT94E2		negatives	0	6995	
UGT94E2		negatives	0	10988376	
UGT94E2		negatives	0	77793	
UGT94E2		negatives	0	736736	
UGT94E2		negatives	0	119087140	
UGT94E2		negatives	0	247344	
UGT94E2		negatives	0	3102	
UGT94E2		negatives	0	101693	
UGT94E2		negatives	0	147795	
UGT94E2		negatives	0	66856475	
UGT94E2		negatives	0	11502	
UGT94E2		negatives	0	7519	
UGT94E2		negatives	0	2817223	
UGT94E2		negatives	0	102928	
UGT94E2		negatives	0	61151	
UGT94E2		negatives	0	6895	
UGT94E2		negatives	0	21465661	
UGT94E2		negatives	0	77309	
UGT94E2		negatives	0	94525	
UGT94E2		negatives	0	958750	
UGT94E2		negatives	0	7500	
UGT94E2		negatives	0	151515	
UGT94E2		negatives	0	67878	
UGT94E2		negatives	0	137614	
UGT94E2		negatives	0	615442	
UGT94E2		negatives	0	7150	
UGT94E2		negatives	0	1140	
UGT94E2		negatives	0	94156	
UGT94E2		negatives	0	261394	
UGT94E2		negatives	0	466272	
UGT94E2		negatives	0	77793	
UGT94E2		negatives	0	108507	
UGT94E2		negatives	0	11149475	
UGT94E2		negatives	0	520466	
UGT94E2		negatives	0	6199	
UGT94E2		negatives	0	54139758	
UGT94E2		negatives	0	4685	
UGT94E2		negatives	0	179615	
UGT94E2		negatives	0	1666397	
UGT94E2		negatives	0	24725591	
UGT94E2		negatives	0	71339444	
UGT94E2		negatives	0	213728	
UGT94E2		negatives	0	7150	
UGT94E2		negatives	0	7239	
UGT94E2		negatives	0	12693379	
UGT94E2		negatives	0	13807896	
UGT94E2		negatives	0	13410	
UGT94E2		negatives	0	11446884	
UGT94E2		negatives	0	13031970	
UGT94E2		negatives	0	13	
UGT94E2		negatives	0	21671	
UGT94E2		negatives	0	33637	
UGT94E2		negatives	0	20976640	
UGT94E2		negatives	0	466273	
UGT94E2		negatives	0	68481	
UGT94E2		negatives	0	55273731	
UGT94E2		negatives	0	99106	
UGT94E2		negatives	0	11833	
UGT94E2		negatives	0	689014	
UGT94E2		negatives	0	7463	
UGT94E2		negatives	0	3085295	
UGT94E2		negatives	0	12242236	
UGT94E2		negatives	0	244231	
UGT84C2		negatives	0	44587010	
UGT84C2		negatives	0	14299523	
UGT84C2		negatives	0	15262172	
UGT84C2		negatives	0	10251	
UGT84C2		negatives	0	30553	
UGT84C2		negatives	0	237228	
UGT84C2		negatives	0	619834	
UGT84C2		negatives	0	145858	
UGT84C2		negatives	0	2759713	
UGT84C2		negatives	0	9229	
UGT84C2		negatives	0	21928631	
UGT84C2		negatives	0	68252	
UGT84C2		negatives	0	9025	
UGT84C2		negatives	0	154128759	
UGT84C2		negatives	0	12732963	
UGT84C2		negatives	0	12582098	
UGT84C2		negatives	0	10681515	
UGT84C2		negatives	0	7137	
UGT84C2		negatives	0	9591	
UGT84C2		negatives	0	54005809	
UGT84C2		negatives	0	15725803	
UGT84C2		negatives	0	54182336	
UGT84C2		negatives	0	2817225	
UGT84C2		negatives	0	20083560	
UGT84C2		negatives	0	522000	
UGT84C2		negatives	0	141006514	
UGT84C2		negatives	0	123866419	
UGT84C2		negatives	0	10955672	
UGT84C2		negatives	0	12468	
UGT84C2		negatives	0	138966	
UGT84C2		negatives	0	162397	
UGT84C2		negatives	0	12398447	
UGT84C2		negatives	0	7654	
UGT84C2		negatives	0	11124	
UGT84C2		negatives	0	160171452	
UGT84C2		negatives	0	12167	
UGT84C2		negatives	0	20596579	
UGT84C2		negatives	0	163085752	
UGT84C2		negatives	0	72304	
UGT84C2		negatives	0	19710	
UGT84C2		negatives	0	56629747	
UGT84C2		negatives	0	9604	
UGT84C2		negatives	0	12326596	
UGT84C2		negatives	0	10943	
UGT84C2		negatives	0	92841	
UGT84C2		negatives	0	68484	
UGT84C2		negatives	0	240	
UGT84C2		negatives	0	2345	
UGT84C2		negatives	0	9948	
UGT84C2		negatives	0	10748	
UGT84C2		negatives	0	5262584	
UGT84C2		negatives	0	928228	
UGT84C2		negatives	0	137530204	
UGT84C2		negatives	0	17946	
UGT84C2		negatives	0	244690	
UGT84C2		negatives	0	390807	
UGT84C2		negatives	0	10796995	
UGT84C2		negatives	0	226487	
UGT84C2		negatives	0	54484293	
UGT84C2		negatives	0	19089	
UGT84C2		negatives	0	162886613	
UGT84C2		negatives	0	15731437	
UGT84C2		negatives	0	53395455	
UGT84C2		negatives	0	3020659	
UGT84C2		negatives	0	12689827	
UGT84C2		negatives	0	255587	
UGT84C2		negatives	0	12553720	
UGT84C2		negatives	0	20315194	
UGT84C2		negatives	0	8658	
UGT84C2		negatives	0	14104	
UGT84C2		negatives	0	7503	
UGT84C2		negatives	0	142093	
UGT84C2		negatives	0	8294	
UGT84C2		negatives	0	68023	
UGT84C2		negatives	0	14349486	
UGT84C2		negatives	0	746449	
UGT84C2		negatives	0	7950	
UGT84C2		negatives	0	67854	
UGT84C2		negatives	0	75074	
UGT84C2		negatives	0	142094	
UGT84C2		negatives	0	148791698	
UGT84C2		negatives	0	466269	
UGT84C2		negatives	0	54105512	
UGT84C2		negatives	0	579331	
UGT84C2		negatives	0	7020	
UGT84C2		negatives	0	7964	
UGT84C2		negatives	0	592453	
UGT84C2		negatives	0	31894	
UGT84C2		negatives	0	94307	
UGT84C2		negatives	0	61334	
UGT84C2		negatives	0	5270543	
UGT84C2		negatives	0	31229	
UGT84C2		negatives	0	4175	
UGT84C2		negatives	0	64802	
UGT84C2		negatives	0	466268	
UGT84C2		negatives	0	8499	
UGT84C2		negatives	0	223144	
UGT84C2		negatives	0	7780	
UGT84C2		negatives	0	20421	
UGT84C2		negatives	0	79367	
UGT84C2		negatives	0	67650	
UGT84C2		negatives	0	10680	
UGT84C2		negatives	0	466270	
UGT84C2		negatives	0	95304	
UGT84C2		negatives	0	334306	
UGT84C2		negatives	0	8653	
UGT84C2		negatives	0	241	
UGT84C2		negatives	0	21600238	
UGT84C2		negatives	0	3019951	
UGT84C2		negatives	0	6996	
UGT84C2		negatives	0	11105361	
UGT84C2		negatives	0	577969	
UGT84C2		negatives	0	11119	
UGT84C2		negatives	0	11507421	
UGT84C2		negatives	0	11240776	
UGT84C2		negatives	0	323	
UGT84C2		negatives	0	141257442	
UGT84C2		negatives	0	75702	
UGT84C2		negatives	0	15956	
UGT84C2		negatives	0	147157	
UGT84C2		negatives	0	22812	
UGT84C2		negatives	0	261397	
UGT84C2		negatives	0	72218722	
UGT84C2		negatives	0	7644	
UGT84C2		negatives	0	26955	
UGT84C2		negatives	0	11032058	
UGT84C2		negatives	0	85730	
UGT84C2		negatives	0	5150599	
UGT84C2		negatives	0	261393	
UGT84C2		negatives	0	22096539	
UGT84C2		negatives	0	366	
UGT84C2		negatives	0	53694162	
UGT84C2		negatives	0	67663	
UGT84C2		negatives	0	17090	
UGT84C2		negatives	0	7410	
UGT84C2		negatives	0	6995	
UGT84C2		negatives	0	10988376	
UGT84C2		negatives	0	77793	
UGT84C2		negatives	0	736736	
UGT84C2		negatives	0	119087140	
UGT84C2		negatives	0	247344	
UGT84C2		negatives	0	3102	
UGT84C2		negatives	0	101693	
UGT84C2		negatives	0	147795	
UGT84C2		negatives	0	66856475	
UGT84C2		negatives	0	11502	
UGT84C2		negatives	0	7519	
UGT84C2		negatives	0	2817223	
UGT84C2		negatives	0	102928	
UGT84C2		negatives	0	61151	
UGT84C2		negatives	0	6895	
UGT84C2		negatives	0	21465661	
UGT84C2		negatives	0	77309	
UGT84C2		negatives	0	94525	
UGT84C2		negatives	0	958750	
UGT84C2		negatives	0	7500	
UGT84C2		negatives	0	151515	
UGT84C2		negatives	0	67878	
UGT84C2		negatives	0	137614	
UGT84C2		negatives	0	615442	
UGT84C2		negatives	0	7150	
UGT84C2		negatives	0	1140	
UGT84C2		negatives	0	94156	
UGT84C2		negatives	0	261394	
UGT84C2		negatives	0	466272	
UGT84C2		negatives	0	77793	
UGT84C2		negatives	0	108507	
UGT84C2		negatives	0	11149475	
UGT84C2		negatives	0	520466	
UGT84C2		negatives	0	6199	
UGT84C2		negatives	0	54139758	
UGT84C2		negatives	0	4685	
UGT84C2		negatives	0	179615	
UGT84C2		negatives	0	1666397	
UGT84C2		negatives	0	24725591	
UGT84C2		negatives	0	71339444	
UGT84C2		negatives	0	213728	
UGT84C2		negatives	0	7150	
UGT84C2		negatives	0	7239	
UGT84C2		negatives	0	12693379	
UGT84C2		negatives	0	13807896	
UGT84C2		negatives	0	13410	
UGT84C2		negatives	0	11446884	
UGT84C2		negatives	0	13031970	
UGT84C2		negatives	0	13	
UGT84C2		negatives	0	21671	
UGT84C2		negatives	0	33637	
UGT84C2		negatives	0	20976640	
UGT84C2		negatives	0	466273	
UGT84C2		negatives	0	68481	
UGT84C2		negatives	0	55273731	
UGT84C2		negatives	0	99106	
UGT84C2		negatives	0	11833	
UGT84C2		negatives	0	689014	
UGT84C2		negatives	0	7463	
UGT84C2		negatives	0	3085295	
UGT84C2		negatives	0	12242236	
UGT84C2		negatives	0	244231	
UGT85B2		negatives	0	44587010	
UGT85B2		negatives	0	14299523	
UGT85B2		negatives	0	15262172	
UGT85B2		negatives	0	10251	
UGT85B2		negatives	0	30553	
UGT85B2		negatives	0	237228	
UGT85B2		negatives	0	619834	
UGT85B2		negatives	0	145858	
UGT85B2		negatives	0	2759713	
UGT85B2		negatives	0	9229	
UGT85B2		negatives	0	21928631	
UGT85B2		negatives	0	68252	
UGT85B2		negatives	0	9025	
UGT85B2		negatives	0	154128759	
UGT85B2		negatives	0	12732963	
UGT85B2		negatives	0	12582098	
UGT85B2		negatives	0	10681515	
UGT85B2		negatives	0	7137	
UGT85B2		negatives	0	9591	
UGT85B2		negatives	0	54005809	
UGT85B2		negatives	0	15725803	
UGT85B2		negatives	0	54182336	
UGT85B2		negatives	0	2817225	
UGT85B2		negatives	0	20083560	
UGT85B2		negatives	0	522000	
UGT85B2		negatives	0	141006514	
UGT85B2		negatives	0	123866419	
UGT85B2		negatives	0	10955672	
UGT85B2		negatives	0	12468	
UGT85B2		negatives	0	138966	
UGT85B2		negatives	0	162397	
UGT85B2		negatives	0	12398447	
UGT85B2		negatives	0	7654	
UGT85B2		negatives	0	11124	
UGT85B2		negatives	0	160171452	
UGT85B2		negatives	0	12167	
UGT85B2		negatives	0	20596579	
UGT85B2		negatives	0	163085752	
UGT85B2		negatives	0	72304	
UGT85B2		negatives	0	19710	
UGT85B2		negatives	0	56629747	
UGT85B2		negatives	0	9604	
UGT85B2		negatives	0	12326596	
UGT85B2		negatives	0	10943	
UGT85B2		negatives	0	92841	
UGT85B2		negatives	0	68484	
UGT85B2		negatives	0	240	
UGT85B2		negatives	0	2345	
UGT85B2		negatives	0	9948	
UGT85B2		negatives	0	10748	
UGT85B2		negatives	0	5262584	
UGT85B2		negatives	0	928228	
UGT85B2		negatives	0	137530204	
UGT85B2		negatives	0	17946	
UGT85B2		negatives	0	244690	
UGT85B2		negatives	0	390807	
UGT85B2		negatives	0	10796995	
UGT85B2		negatives	0	226487	
UGT85B2		negatives	0	54484293	
UGT85B2		negatives	0	19089	
UGT85B2		negatives	0	162886613	
UGT85B2		negatives	0	15731437	
UGT85B2		negatives	0	53395455	
UGT85B2		negatives	0	3020659	
UGT85B2		negatives	0	12689827	
UGT85B2		negatives	0	255587	
UGT85B2		negatives	0	12553720	
UGT85B2		negatives	0	20315194	
UGT85B2		negatives	0	8658	
UGT85B2		negatives	0	14104	
UGT85B2		negatives	0	7503	
UGT85B2		negatives	0	142093	
UGT85B2		negatives	0	8294	
UGT85B2		negatives	0	68023	
UGT85B2		negatives	0	14349486	
UGT85B2		negatives	0	746449	
UGT85B2		negatives	0	7950	
UGT85B2		negatives	0	67854	
UGT85B2		negatives	0	75074	
UGT85B2		negatives	0	142094	
UGT85B2		negatives	0	148791698	
UGT85B2		negatives	0	466269	
UGT85B2		negatives	0	54105512	
UGT85B2		negatives	0	579331	
UGT85B2		negatives	0	7020	
UGT85B2		negatives	0	7964	
UGT85B2		negatives	0	592453	
UGT85B2		negatives	0	31894	
UGT85B2		negatives	0	94307	
UGT85B2		negatives	0	61334	
UGT85B2		negatives	0	5270543	
UGT85B2		negatives	0	31229	
UGT85B2		negatives	0	4175	
UGT85B2		negatives	0	64802	
UGT85B2		negatives	0	466268	
UGT85B2		negatives	0	8499	
UGT85B2		negatives	0	223144	
UGT85B2		negatives	0	7780	
UGT85B2		negatives	0	20421	
UGT85B2		negatives	0	79367	
UGT85B2		negatives	0	67650	
UGT85B2		negatives	0	10680	
UGT85B2		negatives	0	466270	
UGT85B2		negatives	0	95304	
UGT85B2		negatives	0	334306	
UGT85B2		negatives	0	8653	
UGT85B2		negatives	0	241	
UGT85B2		negatives	0	21600238	
UGT85B2		negatives	0	3019951	
UGT85B2		negatives	0	6996	
UGT85B2		negatives	0	11105361	
UGT85B2		negatives	0	577969	
UGT85B2		negatives	0	11119	
UGT85B2		negatives	0	11507421	
UGT85B2		negatives	0	11240776	
UGT85B2		negatives	0	323	
UGT85B2		negatives	0	141257442	
UGT85B2		negatives	0	75702	
UGT85B2		negatives	0	15956	
UGT85B2		negatives	0	147157	
UGT85B2		negatives	0	22812	
UGT85B2		negatives	0	261397	
UGT85B2		negatives	0	72218722	
UGT85B2		negatives	0	7644	
UGT85B2		negatives	0	26955	
UGT85B2		negatives	0	11032058	
UGT85B2		negatives	0	85730	
UGT85B2		negatives	0	5150599	
UGT85B2		negatives	0	261393	
UGT85B2		negatives	0	22096539	
UGT85B2		negatives	0	366	
UGT85B2		negatives	0	53694162	
UGT85B2		negatives	0	67663	
UGT85B2		negatives	0	17090	
UGT85B2		negatives	0	7410	
UGT85B2		negatives	0	6995	
UGT85B2		negatives	0	10988376	
UGT85B2		negatives	0	77793	
UGT85B2		negatives	0	736736	
UGT85B2		negatives	0	119087140	
UGT85B2		negatives	0	247344	
UGT85B2		negatives	0	3102	
UGT85B2		negatives	0	101693	
UGT85B2		negatives	0	147795	
UGT85B2		negatives	0	66856475	
UGT85B2		negatives	0	11502	
UGT85B2		negatives	0	7519	
UGT85B2		negatives	0	2817223	
UGT85B2		negatives	0	102928	
UGT85B2		negatives	0	61151	
UGT85B2		negatives	0	6895	
UGT85B2		negatives	0	21465661	
UGT85B2		negatives	0	77309	
UGT85B2		negatives	0	94525	
UGT85B2		negatives	0	958750	
UGT85B2		negatives	0	7500	
UGT85B2		negatives	0	151515	
UGT85B2		negatives	0	67878	
UGT85B2		negatives	0	137614	
UGT85B2		negatives	0	615442	
UGT85B2		negatives	0	7150	
UGT85B2		negatives	0	1140	
UGT85B2		negatives	0	94156	
UGT85B2		negatives	0	261394	
UGT85B2		negatives	0	466272	
UGT85B2		negatives	0	77793	
UGT85B2		negatives	0	108507	
UGT85B2		negatives	0	11149475	
UGT85B2		negatives	0	520466	
UGT85B2		negatives	0	6199	
UGT85B2		negatives	0	54139758	
UGT85B2		negatives	0	4685	
UGT85B2		negatives	0	179615	
UGT85B2		negatives	0	1666397	
UGT85B2		negatives	0	24725591	
UGT85B2		negatives	0	71339444	
UGT85B2		negatives	0	213728	
UGT85B2		negatives	0	7150	
UGT85B2		negatives	0	7239	
UGT85B2		negatives	0	12693379	
UGT85B2		negatives	0	13807896	
UGT85B2		negatives	0	13410	
UGT85B2		negatives	0	11446884	
UGT85B2		negatives	0	13031970	
UGT85B2		negatives	0	13	
UGT85B2		negatives	0	21671	
UGT85B2		negatives	0	33637	
UGT85B2		negatives	0	20976640	
UGT85B2		negatives	0	466273	
UGT85B2		negatives	0	68481	
UGT85B2		negatives	0	55273731	
UGT85B2		negatives	0	99106	
UGT85B2		negatives	0	11833	
UGT85B2		negatives	0	689014	
UGT85B2		negatives	0	7463	
UGT85B2		negatives	0	3085295	
UGT85B2		negatives	0	12242236	
UGT85B2		negatives	0	244231	
UGT74H5		negatives	0	44587010	
UGT74H5		negatives	0	14299523	
UGT74H5		negatives	0	15262172	
UGT74H5		negatives	0	10251	
UGT74H5		negatives	0	30553	
UGT74H5		negatives	0	237228	
UGT74H5		negatives	0	619834	
UGT74H5		negatives	0	145858	
UGT74H5		negatives	0	2759713	
UGT74H5		negatives	0	9229	
UGT74H5		negatives	0	21928631	
UGT74H5		negatives	0	68252	
UGT74H5		negatives	0	9025	
UGT74H5		negatives	0	154128759	
UGT74H5		negatives	0	12732963	
UGT74H5		negatives	0	12582098	
UGT74H5		negatives	0	10681515	
UGT74H5		negatives	0	7137	
UGT74H5		negatives	0	9591	
UGT74H5		negatives	0	54005809	
UGT74H5		negatives	0	15725803	
UGT74H5		negatives	0	54182336	
UGT74H5		negatives	0	2817225	
UGT74H5		negatives	0	20083560	
UGT74H5		negatives	0	522000	
UGT74H5		negatives	0	141006514	
UGT74H5		negatives	0	123866419	
UGT74H5		negatives	0	10955672	
UGT74H5		negatives	0	12468	
UGT74H5		negatives	0	138966	
UGT74H5		negatives	0	162397	
UGT74H5		negatives	0	12398447	
UGT74H5		negatives	0	7654	
UGT74H5		negatives	0	11124	
UGT74H5		negatives	0	160171452	
UGT74H5		negatives	0	12167	
UGT74H5		negatives	0	20596579	
UGT74H5		negatives	0	163085752	
UGT74H5		negatives	0	72304	
UGT74H5		negatives	0	19710	
UGT74H5		negatives	0	56629747	
UGT74H5		negatives	0	9604	
UGT74H5		negatives	0	12326596	
UGT74H5		negatives	0	10943	
UGT74H5		negatives	0	92841	
UGT74H5		negatives	0	68484	
UGT74H5		negatives	0	240	
UGT74H5		negatives	0	2345	
UGT74H5		negatives	0	9948	
UGT74H5		negatives	0	10748	
UGT74H5		negatives	0	5262584	
UGT74H5		negatives	0	928228	
UGT74H5		negatives	0	137530204	
UGT74H5		negatives	0	17946	
UGT74H5		negatives	0	244690	
UGT74H5		negatives	0	390807	
UGT74H5		negatives	0	10796995	
UGT74H5		negatives	0	226487	
UGT74H5		negatives	0	54484293	
UGT74H5		negatives	0	19089	
UGT74H5		negatives	0	162886613	
UGT74H5		negatives	0	15731437	
UGT74H5		negatives	0	53395455	
UGT74H5		negatives	0	3020659	
UGT74H5		negatives	0	12689827	
UGT74H5		negatives	0	255587	
UGT74H5		negatives	0	12553720	
UGT74H5		negatives	0	20315194	
UGT74H5		negatives	0	8658	
UGT74H5		negatives	0	14104	
UGT74H5		negatives	0	7503	
UGT74H5		negatives	0	142093	
UGT74H5		negatives	0	8294	
UGT74H5		negatives	0	68023	
UGT74H5		negatives	0	14349486	
UGT74H5		negatives	0	746449	
UGT74H5		negatives	0	7950	
UGT74H5		negatives	0	67854	
UGT74H5		negatives	0	75074	
UGT74H5		negatives	0	142094	
UGT74H5		negatives	0	148791698	
UGT74H5		negatives	0	466269	
UGT74H5		negatives	0	54105512	
UGT74H5		negatives	0	579331	
UGT74H5		negatives	0	7020	
UGT74H5		negatives	0	7964	
UGT74H5		negatives	0	592453	
UGT74H5		negatives	0	31894	
UGT74H5		negatives	0	94307	
UGT74H5		negatives	0	61334	
UGT74H5		negatives	0	5270543	
UGT74H5		negatives	0	31229	
UGT74H5		negatives	0	4175	
UGT74H5		negatives	0	64802	
UGT74H5		negatives	0	466268	
UGT74H5		negatives	0	8499	
UGT74H5		negatives	0	223144	
UGT74H5		negatives	0	7780	
UGT74H5		negatives	0	20421	
